uid,acheteur_id,cpv_div2,source_date_notification,declared_duration_months,renewal_uid,event,observed_duration_months,gap_months,text_similarity,match_score,is_censored,censoring_date
244400404001292021F00124,24440040400129,32,2021-06-24,48.0,,0,42.25,,,,1,2024-12-31
244400404001292021S00230,24440040400129,32,2021-11-03,48.0,,0,37.91,,,,1,2024-12-31
244400404001292022F00001,24440040400129,32,2022-01-10,48.0,,0,35.68,,,,1,2024-12-31
244400404001292022F00034,24440040400129,32,2022-09-27,6.0,,0,27.14,,,,1,2024-12-31
244400404001292024F00008,24440040400129,32,2024-02-05,1.0,,0,10.84,,,,1,2024-12-31
244400404001292024F00017,24440040400129,32,2024-11-27,24.0,,0,1.12,,,,1,2024-12-31
217200542000172025INV2409L01,21720054200017,35,2024-11-25,10.0,,0,1.18,,,,1,2024-12-31
2649000360001520192019S1609600,26490003600015,72,2019-07-30,48.0,,0,65.08,,,,1,2024-12-31
2649000360001520192019F1829700,26490003600015,72,2019-09-12,48.0,,0,63.63,,,,1,2024-12-31
2649000360001520192019F2307900,26490003600015,72,2019-09-30,48.0,,0,63.04,,,,1,2024-12-31
2649000360001520192019S2250100,26490003600015,72,2019-11-06,48.0,,0,61.83,,,,1,2024-12-31
2649000360001520192019S2258600,26490003600015,72,2019-11-07,48.0,,0,61.79,,,,1,2024-12-31
2649000360001520192019S2143200,26490003600015,72,2019-11-22,48.0,,0,61.3,,,,1,2024-12-31
2649000360001520192019S2413300,26490003600015,72,2019-12-03,48.0,,0,60.94,,,,1,2024-12-31
2649000360001520212021S2426500,26490003600015,72,2021-12-17,48.0,,0,36.47,,,,1,2024-12-31
2649000360001520222022S1040300,26490003600015,72,2022-06-16,12.0,,0,30.52,,,,1,2024-12-31
2649000360001520232023S0049800,26490003600015,72,2023-01-10,48.0,,0,23.69,,,,1,2024-12-31
264900036000152567766,26490003600015,72,2024-09-17,48.0,,0,3.45,,,,1,2024-12-31
264900036000152573571,26490003600015,72,2024-10-10,48.0,,0,2.69,,,,1,2024-12-31
264900036000152599724,26490003600015,72,2024-11-22,48.0,,0,1.28,,,,1,2024-12-31
214401432000152019190240100,21440143200015,72,2019-05-09,44.0,,0,67.77,,,,1,2024-12-31
214401432000152022210740100,21440143200015,72,2022-01-28,12.0,,0,35.09,,,,1,2024-12-31
214401432000152022210700000,21440143200015,72,2022-02-07,12.0,,0,34.76,,,,1,2024-12-31
214401432000152022220620100,21440143200015,72,2022-12-16,4.0,,0,24.51,,,,1,2024-12-31
214401432000152400101,21440143200015,72,2024-01-04,36.0,,0,11.89,,,,1,2024-12-31
21440143200015240010100,21440143200015,72,2024-01-04,36.0,,0,11.89,,,,1,2024-12-31
21440143200015240010100,21440143200015,72,2024-01-04,36.0,,0,11.89,,,,1,2024-12-31
2144014320001524045,21440143200015,72,2024-09-13,60.0,,0,3.58,,,,1,2024-12-31
214401432000152404501,21440143200015,72,2024-09-13,60.0,,0,3.58,,,,1,2024-12-31
21440143200015202424050,21440143200015,72,2024-11-21,12.0,,0,1.31,,,,1,2024-12-31
2144014320001520242405001,21440143200015,72,2024-11-21,12.0,,0,1.31,,,,1,2024-12-31
24530044700084202323_023CC00,24530044700084,35,2023-03-02,11.0,,0,22.01,,,,1,2024-12-31
24530044700084202323_023CC01,24530044700084,35,2023-03-02,11.0,,0,22.01,,,,1,2024-12-31
24530044700084202323_023CC03,24530044700084,35,2023-06-05,11.0,,0,18.89,,,,1,2024-12-31
24530044700084202323_023CC04,24530044700084,35,2023-06-05,11.0,,0,18.89,,,,1,2024-12-31
24530044700084202323_023CC,24530044700084,35,2024-11-20,11.0,,0,1.35,,,,1,2024-12-31
174400002000542018180005211000,17440000200054,72,2018-11-14,24.0,,0,73.55,,,,1,2024-12-31
174400002000542021180006508000,17440000200054,72,2021-07-01,29.0,,0,42.02,,,,1,2024-12-31
174400002000542022130017395800,17440000200054,72,2022-02-22,48.0,,0,34.26,,,,1,2024-12-31
174400002000542022130017395900,17440000200054,72,2022-02-22,48.0,,0,34.26,,,,1,2024-12-31
174400002000542022130017396800,17440000200054,72,2022-02-22,48.0,,0,34.26,,,,1,2024-12-31
174400002000542022130017396900,17440000200054,72,2022-02-22,48.0,,0,34.26,,,,1,2024-12-31
174400002000542022130017399200,17440000200054,72,2022-02-22,48.0,,0,34.26,,,,1,2024-12-31
174400002000542578123,17440000200054,72,2024-11-18,48.0,,0,1.41,,,,1,2024-12-31
174400002000542578123,17440000200054,72,2024-11-18,48.0,,0,1.41,,,,1,2024-12-31
174400002000542578127,17440000200054,72,2024-11-18,48.0,,0,1.41,,,,1,2024-12-31
20007190000308202125-CU0000005,20007190000308,32,2021-12-21,5.0,,0,36.33,,,,1,2024-12-31
200071900003082023SI0000000041,20007190000308,32,2023-06-21,3.0,,0,18.36,,,,1,2024-12-31
200071900003082024037CLS000000,20007190000308,32,2024-11-15,7.0,,0,1.51,,,,1,2024-12-31
21440026900012201919S001500,21440026900012,35,2019-06-24,3.0,,0,66.26,,,,1,2024-12-31
21440026900012202020S00240100,21440026900012,35,2020-12-21,12.0,,0,48.32,,,,1,2024-12-31
21440026900012202221S004700,21440026900012,35,2022-03-23,12.0,,0,33.31,,,,1,2024-12-31
21440026900012202391015200,21440026900012,35,2022-12-26,12.0,,0,24.18,,,,1,2024-12-31
214400269000122024_24_01,21440026900012,35,2024-11-15,12.0,,0,1.51,,,,1,2024-12-31
21440182000011202313,21440182000011,32,2023-12-13,48.0,,0,12.61,,,,1,2024-12-31
21440182000011202409,21440182000011,32,2024-11-15,48.0,,0,1.51,,,,1,2024-12-31
214401846000162018S007900,21440184600016,72,2018-11-29,48.0,,0,73.06,,,,1,2024-12-31
214401846000162018S0110101,21440184600016,72,2019-04-30,49.0,,0,68.07,,,,1,2024-12-31
214401846000162018S0110100,21440184600016,72,2019-04-30,49.0,,0,68.07,,,,1,2024-12-31
21440184600016201906111353A00,21440184600016,72,2019-07-29,37.0,,0,65.11,,,,1,2024-12-31
2144018460001620191129202400,21440184600016,72,2020-02-27,12.0,,0,58.11,,,,1,2024-12-31
214401846000162020041610MV00,21440184600016,72,2020-09-30,49.0,,0,51.02,,,,1,2024-12-31
214401846000162020090411MV02,21440184600016,72,2021-01-04,48.0,21440184600016202404050902,1,42.18,42.18,0.3,0.219,0,
214401846000162020090411MV01,21440184600016,72,2021-01-04,48.0,21440184600016202404050902,1,42.18,42.18,0.3,0.219,0,
214401846000162020090411MV00,21440184600016,72,2021-01-04,48.0,21440184600016202404050902,1,42.18,42.18,0.3,0.219,0,
2144018460001620201231110001,21440184600016,72,2021-01-27,48.0,,0,47.11,,,,1,2024-12-31
2144018460001620201231110000,21440184600016,72,2021-01-27,48.0,,0,47.11,,,,1,2024-12-31
2144018460001620201221110000,21440184600016,72,2021-02-05,48.0,,0,46.81,,,,1,2024-12-31
214401846000162021040109MV00,21440184600016,72,2021-08-24,48.0,,0,40.24,,,,1,2024-12-31
214401846000162021031715MV00,21440184600016,72,2021-09-16,48.0,,0,39.49,,,,1,2024-12-31
21440184600016202107131100X00,21440184600016,72,2021-09-17,28.0,,0,39.45,,,,1,2024-12-31
21440184600016202107131100X01,21440184600016,72,2021-09-17,28.0,,0,39.45,,,,1,2024-12-31
2144018460001620211018144500,21440184600016,72,2021-12-10,48.0,,0,36.7,,,,1,2024-12-31
214401846000162020100915MV00,21440184600016,72,2021-12-21,60.0,,0,36.33,,,,1,2024-12-31
2144018460001620211026153400,21440184600016,72,2022-03-01,48.0,,0,34.03,,,,1,2024-12-31
2144018460001620220119081901,21440184600016,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
2144018460001620220119081900,21440184600016,72,2022-05-03,48.0,,0,31.96,,,,1,2024-12-31
2144018460001620220608135900,21440184600016,72,2022-09-06,48.0,,0,27.83,,,,1,2024-12-31
2144018460001620220809172300,21440184600016,72,2022-10-19,48.0,,0,26.41,,,,1,2024-12-31
21440184600016202209090812MV01,21440184600016,72,2022-12-23,48.0,,0,24.28,,,,1,2024-12-31
21440184600016202209090812MV00,21440184600016,72,2022-12-23,48.0,,0,24.28,,,,1,2024-12-31
2144018460001620221114172601,21440184600016,72,2023-01-02,36.0,,0,23.95,,,,1,2024-12-31
2144018460001620221114172600,21440184600016,72,2023-01-02,36.0,,0,23.95,,,,1,2024-12-31
2144018460001620220809172301,21440184600016,72,2023-03-14,48.0,,0,21.62,,,,1,2024-12-31
214401846000162022112511MC00,21440184600016,72,2023-03-22,49.0,,0,21.35,,,,1,2024-12-31
214401846000162022112511MC,21440184600016,72,2023-03-22,49.0,,0,21.35,,,,1,2024-12-31
214401846000162022112511MC,21440184600016,72,2023-03-22,49.0,,0,21.35,,,,1,2024-12-31
2144018460001620230127111700,21440184600016,72,2023-05-09,48.0,,0,19.78,,,,1,2024-12-31
214401846000162020090411MV03,21440184600016,72,2023-05-19,48.0,,0,19.45,,,,1,2024-12-31
2144018460001620230123095401,21440184600016,72,2023-06-13,48.0,,0,18.63,,,,1,2024-12-31
2144018460001620230123095400,21440184600016,72,2023-06-13,48.0,,0,18.63,,,,1,2024-12-31
21440184600016202211291125MV00,21440184600016,72,2023-06-14,48.0,,0,18.59,,,,1,2024-12-31
2144018460001620230502111500,21440184600016,72,2023-06-21,48.0,,0,18.36,,,,1,2024-12-31
214401846000162023020814MV00,21440184600016,72,2023-06-26,48.0,,0,18.2,,,,1,2024-12-31
214401846000162023031314MV00,21440184600016,72,2023-07-28,48.0,,0,17.15,,,,1,2024-12-31
214401846000162023031314MV00,21440184600016,72,2023-07-28,48.0,,0,17.15,,,,1,2024-12-31
21440184600016202309121012,21440184600016,72,2024-01-08,24.0,,0,11.76,,,,1,2024-12-31
21440184600016202309121012,21440184600016,72,2024-01-08,24.0,,0,11.76,,,,1,2024-12-31
21440184600016202201190819,21440184600016,72,2024-01-25,48.0,,0,11.2,,,,1,2024-12-31
214401846000162020041610MV,21440184600016,72,2024-01-29,49.0,,0,11.07,,,,1,2024-12-31
214401846000162018S0110102,21440184600016,72,2024-02-26,49.0,,0,10.15,,,,1,2024-12-31
214401846000162018S0110103,21440184600016,72,2024-02-27,49.0,,0,10.12,,,,1,2024-12-31
214401846000162018S01101,21440184600016,72,2024-02-27,49.0,,0,10.12,,,,1,2024-12-31
21440184600016202311161651,21440184600016,72,2024-03-22,24.0,,0,9.33,,,,1,2024-12-31
21440184600016202311161651,21440184600016,72,2024-03-22,24.0,,0,9.33,,,,1,2024-12-31
21440184600016202404050902,21440184600016,72,2024-07-11,48.0,,0,5.68,,,,1,2024-12-31
214401846000162023031314MV,21440184600016,72,2024-10-14,48.0,,0,2.56,,,,1,2024-12-31
214401846000162023031314MV,21440184600016,72,2024-10-14,48.0,,0,2.56,,,,1,2024-12-31
21440184600016202408081553,21440184600016,72,2024-11-14,48.0,,0,1.54,,,,1,2024-12-31
751245408000162024l1Uob66hZh00,75124540800016,35,2024-11-14,6.0,,0,1.54,,,,1,2024-12-31
28720026500018201920191200,28720026500018,72,2019-04-25,48.0,,0,68.23,,,,1,2024-12-31
2872002650001820190800,28720026500018,72,2019-05-25,24.0,,0,67.25,,,,1,2024-12-31
2872002650001820194200,28720026500018,72,2019-12-23,48.0,,0,60.28,,,,1,2024-12-31
2872002650001820200400,28720026500018,72,2020-05-05,48.0,,0,55.88,,,,1,2024-12-31
2872002650001820201600,28720026500018,72,2020-06-12,60.0,,0,54.63,,,,1,2024-12-31
2872002650001820200100,28720026500018,72,2020-07-06,48.0,,0,53.84,,,,1,2024-12-31
