uid,acheteur_id,cpv_div2,source_date_notification,declared_duration_months,renewal_uid,event,observed_duration_months,gap_months,text_similarity,match_score,is_censored,censoring_date
20002377800018202424A00MULTI,20002377800018,48,2024-03-04,48.0,,0,9.92,,,,1,2024-12-31
20002377800018202424AOOMICA1,20002377800018,48,2024-04-16,48.0,,0,8.51,,,,1,2024-12-31
200023778000182024-24-33,20002377800018,48,2024-09-09,48.0,,0,3.71,,,,1,2024-12-31
244900015000602024A24081T,24490001500060,32,2024-09-09,3.0,,0,3.71,,,,1,2024-12-31
24440064400013201919S000200,24440064400013,48,2019-05-03,48.0,,0,67.97,,,,1,2024-12-31
244400644000132018S11100,24440064400013,48,2019-05-16,44.0,244400644000132018S11107,1,40.18,40.18,1.0,0.809,0,
244400644000132019112613MV00,24440064400013,48,2020-01-30,48.0,,0,59.03,,,,1,2024-12-31
244400644000132018S11101,24440064400013,48,2020-02-19,44.0,,0,58.38,,,,1,2024-12-31
2444006440001320191207222000,24440064400013,48,2020-03-26,48.0,,0,57.19,,,,1,2024-12-31
24440064400013202009221030X00,24440064400013,48,2020-11-17,37.0,24440064400013202009221030X01,1,36.79,36.79,1.0,0.99,0,
244400644000132020060909MVC00,24440064400013,48,2020-12-04,48.0,,0,48.88,,,,1,2024-12-31
2444006440001320200817154200,24440064400013,48,2021-01-07,48.0,,0,47.77,,,,1,2024-12-31
2444006440001320201221160000,24440064400013,48,2021-03-03,48.0,,0,45.96,,,,1,2024-12-31
244400644000132020060909MVC01,24440064400013,48,2021-03-26,48.0,,0,45.2,,,,1,2024-12-31
244400644000132020060909MVC01,24440064400013,48,2021-03-26,48.0,,0,45.2,,,,1,2024-12-31
244400644000132021011915MV00,24440064400013,48,2021-04-16,48.0,,0,44.51,,,,1,2024-12-31
244400644000132018S11102,24440064400013,48,2021-04-20,44.0,,0,44.38,,,,1,2024-12-31
244400644000132018S11103,24440064400013,48,2021-04-22,44.0,,0,44.32,,,,1,2024-12-31
244400644000132021041215MC00,24440064400013,48,2021-10-01,48.0,,0,38.99,,,,1,2024-12-31
244400644000132018S11104,24440064400013,48,2021-12-09,44.0,,0,36.73,,,,1,2024-12-31
2444006440001320211207162100,24440064400013,48,2022-02-01,48.0,,0,34.95,,,,1,2024-12-31
2444006440001320211207162101,24440064400013,48,2022-03-23,48.0,,0,33.31,,,,1,2024-12-31
2444006440001320211207162102,24440064400013,48,2022-03-24,48.0,,0,33.28,,,,1,2024-12-31
2444006440001320220103140000,24440064400013,48,2022-07-06,48.0,,0,29.86,,,,1,2024-12-31
244400644000132022050309MV00,24440064400013,48,2022-07-20,48.0,,0,29.4,,,,1,2024-12-31
244400644000132018S11107,24440064400013,48,2022-09-20,44.0,,0,27.37,,,,1,2024-12-31
244400644000132022061514MV00,24440064400013,48,2022-10-14,48.0,,0,26.58,,,,1,2024-12-31
244400644000132022061514MCA00,24440064400013,48,2022-12-07,48.0,,0,24.8,,,,1,2024-12-31
2444006440001320221201085500,24440064400013,48,2023-01-19,48.0,,0,23.39,,,,1,2024-12-31
2444006440001320221006101800,24440064400013,48,2023-02-10,48.0,,0,22.67,,,,1,2024-12-31
244400644000132022111609MV00,24440064400013,48,2023-04-13,48.0,,0,20.63,,,,1,2024-12-31
2444006440001320230510094200,24440064400013,48,2023-06-28,48.0,,0,18.13,,,,1,2024-12-31
24440064400013202304031556MV00,24440064400013,48,2023-06-28,48.0,,0,18.13,,,,1,2024-12-31
244400644000132023010315MC00,24440064400013,48,2023-07-05,96.0,,0,17.9,,,,1,2024-12-31
244400644000132023010315MC00,24440064400013,48,2023-07-05,96.0,,0,17.9,,,,1,2024-12-31
244400644000132023010315MC00,24440064400013,48,2023-07-05,96.0,,0,17.9,,,,1,2024-12-31
2444006440001320230502160900,24440064400013,48,2023-08-07,48.0,,0,16.82,,,,1,2024-12-31
24440064400013202305021609,24440064400013,48,2023-08-07,48.0,,0,16.82,,,,1,2024-12-31
24440064400013202306261404A00,24440064400013,48,2023-09-05,48.0,,0,15.87,,,,1,2024-12-31
244400644000132023010315MC01,24440064400013,48,2023-10-16,96.0,,0,14.52,,,,1,2024-12-31
244400644000132023010315MC01,24440064400013,48,2023-10-16,96.0,,0,14.52,,,,1,2024-12-31
244400644000132023010315MC01,24440064400013,48,2023-10-16,96.0,,0,14.52,,,,1,2024-12-31
2444006440001320230711092700,24440064400013,48,2023-10-20,48.0,,0,14.39,,,,1,2024-12-31
244400644000132023081214MV00,24440064400013,48,2023-12-12,48.0,,0,12.65,,,,1,2024-12-31
244400644000132023081214MV,24440064400013,48,2023-12-12,48.0,,0,12.65,,,,1,2024-12-31
24440064400013202009221030X01,24440064400013,48,2023-12-12,50.0,,0,12.65,,,,1,2024-12-31
24440064400013202009221030X,24440064400013,48,2023-12-12,50.0,,0,12.65,,,,1,2024-12-31
24440064400013202401051549,24440064400013,48,2024-03-21,48.0,,0,9.36,,,,1,2024-12-31
244400644000132024021409MV,24440064400013,48,2024-06-14,48.0,,0,6.57,,,,1,2024-12-31
24440064400013202305100942,24440064400013,48,2024-09-03,48.0,,0,3.91,,,,1,2024-12-31
24440064400013202305100942,24440064400013,48,2024-09-03,48.0,,0,3.91,,,,1,2024-12-31
288500028000232023xd1zo0000000,28850002800023,72,2022-11-05,8.0,,0,25.85,,,,1,2024-12-31
288500028000232024-01_LOT10001,28850002800023,72,2024-08-30,12.0,,0,4.04,,,,1,2024-12-31
288500028000232024-01_LOT20001,28850002800023,72,2024-08-30,12.0,,0,4.04,,,,1,2024-12-31
288500028000232024-01_LOT20001,28850002800023,72,2024-08-30,12.0,,0,4.04,,,,1,2024-12-31
1949097010030320192019F5028600,19490970100303,32,2019-01-17,48.0,,0,71.45,,,,1,2024-12-31
1949097010030320192019F0000301,19490970100303,32,2019-01-17,48.0,,0,71.45,,,,1,2024-12-31
1949097010030320192019F2465500,19490970100303,32,2019-01-17,48.0,,0,71.45,,,,1,2024-12-31
1949097010030320192019F0187200,19490970100303,32,2019-01-17,48.0,,0,71.45,,,,1,2024-12-31
1949097010030320192019F0187000,19490970100303,32,2019-01-17,48.0,,0,71.45,,,,1,2024-12-31
1949097010030320202020F1961800,19490970100303,32,2020-06-04,48.0,,0,54.89,,,,1,2024-12-31
1949097010030320202020F2458100,19490970100303,32,2020-10-07,36.0,,0,50.79,,,,1,2024-12-31
1949097010030320202020F2458000,19490970100303,32,2020-11-02,12.0,,0,49.93,,,,1,2024-12-31
1949097010030320202020F2457900,19490970100303,32,2020-12-03,60.0,,0,48.92,,,,1,2024-12-31
1949097010030320202020F2457800,19490970100303,32,2020-12-11,12.0,,0,48.65,,,,1,2024-12-31
1949097010030320202020F2457700,19490970100303,32,2020-12-17,60.0,,0,48.46,,,,1,2024-12-31
1949097010030320222022F0810900,19490970100303,32,2022-05-24,120.0,,0,31.27,,,,1,2024-12-31
1949097010030320222022F0810800,19490970100303,32,2022-05-24,120.0,,0,31.27,,,,1,2024-12-31
1949097010030320222022F1546900,19490970100303,32,2022-09-06,12.0,194909701003032022204L1MS00700,1,15.24,15.24,0.4,0.418,0,
19490970100303202211lot200,19490970100303,32,2022-10-13,84.0,,0,26.61,,,,1,2024-12-31
1949097010030320221100,19490970100303,32,2022-10-13,84.0,,0,26.61,,,,1,2024-12-31
19490970100303202210200,19490970100303,32,2023-01-16,84.0,,0,23.49,,,,1,2024-12-31
194909701003032022100400,19490970100303,32,2023-01-16,84.0,,0,23.49,,,,1,2024-12-31
194909701003032022100300,19490970100303,32,2023-01-16,84.0,,0,23.49,,,,1,2024-12-31
194909701003032022204L1MS00300,19490970100303,32,2023-09-08,2.0,,0,15.77,,,,1,2024-12-31
194909701003032022204L1MS00200,19490970100303,32,2023-09-08,2.0,,0,15.77,,,,1,2024-12-31
194909701003032022204L1MS00100,19490970100303,32,2023-09-08,4.0,,0,15.77,,,,1,2024-12-31
194909701003032022204L1MS00500,19490970100303,32,2023-09-28,10.0,,0,15.11,,,,1,2024-12-31
194909701003032022204L1MS00400,19490970100303,32,2023-10-05,4.0,,0,14.88,,,,1,2024-12-31
194909701003032022204L1MS00700,19490970100303,32,2023-12-14,9.0,194909701003032022204L1MS01000,1,5.06,5.06,0.75,0.628,0,
194909701003032022204L1MS00900,19490970100303,32,2024-04-16,8.0,,0,8.51,,,,1,2024-12-31
194909701003032022204L1MS009,19490970100303,32,2024-04-16,8.0,,0,8.51,,,,1,2024-12-31
194909701003032022204L1MS01000,19490970100303,32,2024-05-16,8.0,,0,7.52,,,,1,2024-12-31
194909701003032022204L1MS010,19490970100303,32,2024-05-16,8.0,,0,7.52,,,,1,2024-12-31
194909701003032022204L1MS00800,19490970100303,32,2024-06-03,7.0,,0,6.93,,,,1,2024-12-31
194909701003032022204L1MS008,19490970100303,32,2024-06-03,7.0,,0,6.93,,,,1,2024-12-31
194909701003032022204L1MS014,19490970100303,32,2024-07-18,5.0,,0,5.45,,,,1,2024-12-31
194909701003032022204L1MS012,19490970100303,32,2024-07-18,5.0,,0,5.45,,,,1,2024-12-31
194909701003032022204L1MS0,19490970100303,32,2024-08-29,2.0,,0,4.07,,,,1,2024-12-31
200071165001672022ppgvu0000000,20007116500167,72,2022-03-24,48.0,,0,33.28,,,,1,2024-12-31
20007116500167202626A02401,20007116500167,72,2024-08-28,50.0,,0,4.11,,,,1,2024-12-31
20007116500167202626A02401,20007116500167,72,2024-08-28,50.0,,0,4.11,,,,1,2024-12-31
20007116500167202626A02401,20007116500167,72,2024-08-28,50.0,,0,4.11,,,,1,2024-12-31
28720026500018201920190700,28720026500018,48,2019-03-29,72.0,,0,69.12,,,,1,2024-12-31
28720026500018201920192400,28720026500018,48,2019-06-15,72.0,,0,66.56,,,,1,2024-12-31
287200265000182019410000,28720026500018,48,2019-11-26,48.0,,0,61.17,,,,1,2024-12-31
28720026500018202120213900,28720026500018,48,2020-08-28,1.0,,0,52.1,,,,1,2024-12-31
2872002650001820212400,28720026500018,48,2021-04-19,48.0,,0,44.42,,,,1,2024-12-31
2872002650001820215500,28720026500018,48,2021-11-29,60.0,,0,37.06,,,,1,2024-12-31
28720026500018202420242301,28720026500018,48,2024-08-27,24.0,,0,4.14,,,,1,2024-12-31
529260903000162023SOPRAF000600,52926090300016,72,2023-09-19,12.0,,0,15.41,,,,1,2024-12-31
5292609030001624SOPRAF0001,52926090300016,72,2024-08-27,72.0,,0,4.14,,,,1,2024-12-31
200075547000142022gdcdouévoi00,20007554700014,32,2022-04-27,47.0,,0,32.16,,,,1,2024-12-31
200075547000142023atppin00,20007554700014,32,2023-11-07,13.0,,0,13.8,,,,1,2024-12-31
200075547000142024antea,20007554700014,32,2024-08-21,22.0,,0,4.34,,,,1,2024-12-31
200075547000142024antea,20007554700014,32,2024-08-21,22.0,,0,4.34,,,,1,2024-12-31
2649000360001520192019F2371600,26490003600015,35,2019-11-26,48.0,,0,61.17,,,,1,2024-12-31
2649000360001520202020F1051600,26490003600015,35,2020-06-09,48.0,264900036000152586464,1,50.23,50.23,0.321,0.414,0,
2649000360001520202020F1051700,26490003600015,35,2020-06-09,48.0,264900036000152586464,1,50.23,50.23,0.321,0.414,0,
2649000360001520202020F1051800,26490003600015,35,2020-06-09,48.0,264900036000152586464,1,50.23,50.23,0.321,0.414,0,
2649000360001520232023F1798100,26490003600015,35,2023-08-04,48.0,,0,16.92,,,,1,2024-12-31
2649000360001520232023F1798200,26490003600015,35,2023-08-04,48.0,,0,16.92,,,,1,2024-12-31
264900036000152586464,26490003600015,35,2024-08-16,34.0,,0,4.5,,,,1,2024-12-31
057201139000452024K43x6xFhTm00,05720113900045,48,2024-08-12,48.0,,0,4.63,,,,1,2024-12-31
2144015070006320212021TIC00800,21440150700063,72,2021-12-27,48.0,,0,36.14,,,,1,2024-12-31
2144015070006320212021TIC00801,21440150700063,72,2023-01-01,48.0,,0,23.98,,,,1,2024-12-31
2144015070006320212021TIC008,21440150700063,72,2024-08-09,48.0,,0,4.73,,,,1,2024-12-31
3852903090045420192019S1498500,38529030900454,48,2019-08-28,12.0,,0,64.13,,,,1,2024-12-31
3852903090045420192019S2933900,38529030900454,48,2019-11-26,40.0,,0,61.17,,,,1,2024-12-31
3852903090045420202020S0692900,38529030900454,48,2020-05-14,39.0,,0,55.58,,,,1,2024-12-31
3852903090045420202020S0693100,38529030900454,48,2020-05-14,39.0,,0,55.58,,,,1,2024-12-31
3852903090045420212021S2906800,38529030900454,48,2021-10-29,99.0,,0,38.07,,,,1,2024-12-31
385290309004542507736,38529030900454,48,2024-08-05,36.0,,0,4.86,,,,1,2024-12-31
2000424890001920232023031MP000,20004248900019,72,2023-10-16,36.0,,0,14.52,,,,1,2024-12-31
2000424890001920242024020MP100,20004248900019,72,2024-05-16,24.0,,0,7.52,,,,1,2024-12-31
2000424890001920242024020MP200,20004248900019,72,2024-05-22,24.0,,0,7.33,,,,1,2024-12-31
2000424890001920242024037MP000,20004248900019,72,2024-07-24,24.0,,0,5.26,,,,1,2024-12-31
200042489000192025202403800000,20004248900019,72,2024-08-01,8.0,,0,4.99,,,,1,2024-12-31
200023778000182022-22-07200,20002377800018,32,2022-12-16,36.0,,0,24.51,,,,1,2024-12-31
200023778000182022-22-07201,20002377800018,32,2022-12-16,36.0,,0,24.51,,,,1,2024-12-31
200023778000182022-22-07202,20002377800018,32,2023-07-11,36.0,,0,17.71,,,,1,2024-12-31
200023778000182024-24-38,20002377800018,32,2024-07-31,48.0,,0,5.03,,,,1,2024-12-31
218501781000152023004-202300,21850178100015,32,2023-10-04,12.0,218501781000152023004-2023,1,9.89,9.89,1.0,0.894,0,
218501781000152023xv9xn0000000,21850178100015,32,2023-10-04,6.0,218501781000152023004-202301,1,5.06,5.06,1.0,0.953,0,
218501781000152023004-202301,21850178100015,32,2024-03-06,12.0,,0,9.86,,,,1,2024-12-31
218501781000152023004-2023,21850178100015,32,2024-07-31,12.0,,0,5.03,,,,1,2024-12-31
4504521150003020240711MAINTW00,45045211500030,72,2024-07-29,24.0,,0,5.09,,,,1,2024-12-31
214400202000132022224400,21440020200013,48,2022-07-08,48.0,,0,29.8,,,,1,2024-12-31
214400202000132024-246801-00,21440020200013,48,2024-07-25,48.0,,0,5.22,,,,1,2024-12-31
214400202000132024-246802-00,21440020200013,48,2024-07-25,48.0,,0,5.22,,,,1,2024-12-31
214400202000132024-246803-00,21440020200013,48,2024-07-25,48.0,,0,5.22,,,,1,2024-12-31
20005433600017202070581000,20005433600017,32,2020-03-13,36.0,,0,57.62,,,,1,2024-12-31
20005433600017202202000,20005433600017,32,2022-07-15,1.0,,0,29.57,,,,1,2024-12-31
200054336000172023202204700,20005433600017,32,2023-05-12,36.0,,0,19.68,,,,1,2024-12-31
200054336000172024-011-TIC-01,20005433600017,32,2024-07-17,48.0,,0,5.49,,,,1,2024-12-31
47865038500014201960177800,47865038500014,72,2018-04-05,12.0,,0,80.88,,,,1,2024-12-31
47865038500014201965628700,47865038500014,72,2019-03-08,12.0,,0,69.81,,,,1,2024-12-31
47865038500014201965629400,47865038500014,72,2019-03-08,24.0,,0,69.81,,,,1,2024-12-31
47865038500014201968427300,47865038500014,72,2019-10-18,24.0,,0,62.45,,,,1,2024-12-31
47865038500014202075603500,47865038500014,72,2020-05-20,48.0,,0,55.39,,,,1,2024-12-31
47865038500014202075603100,47865038500014,72,2020-05-29,24.0,,0,55.09,,,,1,2024-12-31
47865038500014202075603700,47865038500014,72,2020-09-21,48.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603700,47865038500014,72,2020-09-21,48.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603700,47865038500014,72,2020-09-21,48.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603700,47865038500014,72,2020-09-21,48.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603700,47865038500014,72,2020-09-21,48.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603800,47865038500014,72,2020-09-21,24.0,,0,51.31,,,,1,2024-12-31
47865038500014202075603900,47865038500014,72,2020-09-21,24.0,,0,51.31,,,,1,2024-12-31
47865038500014202397835600,47865038500014,72,2023-06-29,24.0,,0,18.1,,,,1,2024-12-31
47865038500014202397837900,47865038500014,72,2023-10-06,24.0,,0,14.85,,,,1,2024-12-31
4786503850001424-1035018,47865038500014,72,2024-07-16,48.0,,0,5.52,,,,1,2024-12-31
21720337100018201401-02,21720337100018,32,2024-07-15,4.0,,0,5.55,,,,1,2024-12-31
482414216000442022CDB-03000000,48241421600044,32,2022-04-26,8.0,482414216000442022CDB-15000000,1,2.5,2.5,0.533,0.398,0,
482414216000442022CDB-14000000,48241421600044,32,2022-06-28,1.0,,0,30.12,,,,1,2024-12-31
482414216000442022CDB-15000000,48241421600044,32,2022-07-11,1.0,,0,29.7,,,,1,2024-12-31
482414216000442022CDB180000000,48241421600044,32,2022-08-03,2.0,,0,28.94,,,,1,2024-12-31
482414216000442024DPP080000000,48241421600044,32,2023-02-26,2.0,,0,22.14,,,,1,2024-12-31
482414216000442024DPP090000000,48241421600044,32,2024-02-26,2.0,,0,10.15,,,,1,2024-12-31
482414216000442024DPP100000000,48241421600044,32,2024-02-26,2.0,,0,10.15,,,,1,2024-12-31
482414216000442024DAF100000001,48241421600044,32,2024-07-13,1.0,,0,5.62,,,,1,2024-12-31
214401093000152020S00015,21440109300015,72,2020-01-17,1.0,,0,59.46,,,,1,2024-12-31
214401093000152020S00017,21440109300015,72,2020-01-20,1.0,,0,59.36,,,,1,2024-12-31
214401093000152020S00014,21440109300015,72,2020-01-21,48.0,,0,59.33,,,,1,2024-12-31
214401093000152024S00225,21440109300015,72,2023-02-01,24.0,,0,22.96,,,,1,2024-12-31
214401093000152024S00118,21440109300015,72,2024-07-01,72.0,,0,6.01,,,,1,2024-12-31
214401093000152024S00119,21440109300015,72,2024-07-01,72.0,,0,6.01,,,,1,2024-12-31
214401093000152024S00120,21440109300015,72,2024-07-01,72.0,,0,6.01,,,,1,2024-12-31
214401093000152024S00122,21440109300015,72,2024-07-12,120.0,,0,5.65,,,,1,2024-12-31
214401234000152023002,21440123400015,35,2024-07-12,24.0,,0,5.65,,,,1,2024-12-31
555650308000522024os9940000000,55565030800052,32,2024-07-10,5.0,,0,5.72,,,,1,2024-12-31
786019554001162024PAL_24_03300,78601955400116,48,2024-07-08,36.0,,0,5.78,,,,1,2024-12-31
244400404001292024F00026,24440040400129,35,2024-07-05,51.0,,0,5.88,,,,1,2024-12-31
274400027003072020046NMH00,27440002700307,72,2020-02-18,48.0,274400027003072024174NMH,1,52.2,52.2,0.333,0.323,0,
27440002700307202147200,27440002700307,72,2021-12-21,48.0,,0,36.33,,,,1,2024-12-31
27440002700307202228900,27440002700307,72,2022-10-17,48.0,,0,26.48,,,,1,2024-12-31
274400027003072024174NMH,27440002700307,72,2024-06-25,48.0,,0,6.21,,,,1,2024-12-31
274400027003072024174NMH00,27440002700307,72,2024-06-25,48.0,,0,6.21,,,,1,2024-12-31
27440002700307202418,27440002700307,72,2024-07-05,48.0,,0,5.88,,,,1,2024-12-31
274400027003072024182N,27440002700307,72,2024-07-05,48.0,,0,5.88,,,,1,2024-12-31
274400027003072024183N,27440002700307,72,2024-07-05,48.0,,0,5.88,,,,1,2024-12-31
214401200000162024,21440120000016,72,2024-07-04,12.0,,0,5.91,,,,1,2024-12-31
21440120000016202401,21440120000016,72,2024-07-04,12.0,,0,5.91,,,,1,2024-12-31
244900015000112022G22044P00,24490001500011,48,2022-05-13,48.0,,0,31.64,,,,1,2024-12-31
244900015000112022G22044P00000,24490001500011,48,2022-05-13,12.0,244900015000112022G22044P01,1,12.88,12.88,0.5,0.606,0,
244900015000112022G22047P00000,24490001500011,48,2022-05-20,12.0,,0,31.41,,,,1,2024-12-31
244900015000112022G22044P01,24490001500011,48,2023-06-09,49.0,,0,18.76,,,,1,2024-12-31
244900015000112022G22044P02,24490001500011,48,2023-06-12,48.0,,0,18.66,,,,1,2024-12-31
244900015000112024A24051P,24490001500011,48,2024-07-04,48.0,,0,5.91,,,,1,2024-12-31
214401093000152024F00011,21440109300015,32,2024-05-15,9.0,,0,7.56,,,,1,2024-12-31
214401093000152024F00008,21440109300015,32,2024-07-01,48.0,,0,6.01,,,,1,2024-12-31
180070039005572494906,18007003900557,72,2024-06-25,48.0,,0,6.21,,,,1,2024-12-31
21440172100011202289396100,21440172100011,32,2022-10-11,7.0,,0,26.68,,,,1,2024-12-31
21440172100011202394323301,21440172100011,32,2023-06-05,6.0,,0,18.89,,,,1,2024-12-31
2144017210001124-1029551,21440172100011,32,2024-06-25,2.0,,0,6.21,,,,1,2024-12-31
9233959090001624-1028706,92339590900016,32,2024-06-24,52.0,,0,6.24,,,,1,2024-12-31
200057438000182022INFO00000001,20005743800018,72,2022-05-30,3.0,,0,31.08,,,,1,2024-12-31
2000574380001820248qd9t0000000,20005743800018,72,2024-04-11,57.0,,0,8.67,,,,1,2024-12-31
200057438000182024PA0040000000,20005743800018,72,2024-06-21,36.0,,0,6.34,,,,1,2024-12-31
200071629001212021400PA0900001,20007162900121,48,2021-02-12,1.0,,0,46.58,,,,1,2024-12-31
200071629001212024400PA57,20007162900121,48,2024-06-20,12.0,,0,6.37,,,,1,2024-12-31
218502045000142024EUBEAUSTX,21850204500014,32,2024-06-20,3.0,,0,6.37,,,,1,2024-12-31
1300314870001524-1027315,13003148700015,72,2024-06-17,48.0,,0,6.47,,,,1,2024-12-31
4421283690001820222209500,44212836900018,72,2022-03-23,48.0,,0,33.31,,,,1,2024-12-31
4421283690001824171,44212836900018,72,2024-06-17,36.0,,0,6.47,,,,1,2024-12-31
442128369000182417100,44212836900018,72,2024-06-17,36.0,,0,6.47,,,,1,2024-12-31
21440047500015202120212200,21440047500015,32,2021-07-19,36.0,,0,41.43,,,,1,2024-12-31
214400475000152024mTUJrIOPhS00,21440047500015,32,2024-05-30,48.0,,0,7.06,,,,1,2024-12-31
214400475000152024SKIHiHB-cn00,21440047500015,32,2024-06-14,36.0,,0,6.57,,,,1,2024-12-31
214401325000112018TVX370600,21440132500011,48,2019-04-03,4.0,214401325000112018TVX370601,1,5.78,5.78,1.0,0.911,0,
214401325000112018TVX370601,21440132500011,48,2019-09-26,4.0,,0,63.17,,,,1,2024-12-31
21440132500011202060909300,21440132500011,48,2020-12-04,12.0,,0,48.88,,,,1,2024-12-31
21440132500011202075356000,21440132500011,48,2020-12-04,12.0,,0,48.88,,,,1,2024-12-31
2144013250001124-1027611,21440132500011,48,2024-06-14,48.0,,0,6.57,,,,1,2024-12-31
218500031000162024PA0600000000,21850003100016,35,2024-06-14,48.0,,0,6.57,,,,1,2024-12-31
200053619000172024M2403L01,20005361900017,32,2024-06-11,1.0,,0,6.67,,,,1,2024-12-31
775604853000412019jPA-vFCmP700,77560485300041,48,2019-09-27,36.0,775604853000412022wpe186hM2300,1,35.84,35.84,0.8,0.852,0,
775604853000412022wpe186hM2300,77560485300041,48,2022-09-22,36.0,,0,27.3,,,,1,2024-12-31
775604853000412024UGJfWINVWU00,77560485300041,48,2024-06-04,96.0,,0,6.9,,,,1,2024-12-31
217201326000142021AMOInfo00,21720132600014,72,2021-09-02,12.0,,0,39.95,,,,1,2024-12-31
2172013260001420221200,21720132600014,72,2022-06-07,60.0,,0,30.81,,,,1,2024-12-31
21720132600014202212,21720132600014,72,2024-05-21,60.0,,0,7.36,,,,1,2024-12-31
4504521150003020226gf4o0000000,45045211500030,32,2022-06-27,12.0,,0,30.16,,,,1,2024-12-31
450452115000302023443j30000000,45045211500030,32,2023-02-28,4.0,,0,22.08,,,,1,2024-12-31
4504521150003020240502eqtech00,45045211500030,32,2024-05-21,6.0,,0,7.36,,,,1,2024-12-31
442128369000182024131,44212836900018,35,2024-05-16,24.0,,0,7.52,,,,1,2024-12-31
44212836900018202413100,44212836900018,35,2024-05-16,24.0,,0,7.52,,,,1,2024-12-31
442128369000182024132,44212836900018,35,2024-05-16,48.0,,0,7.52,,,,1,2024-12-31
44212836900018202413200,44212836900018,35,2024-05-16,48.0,,0,7.52,,,,1,2024-12-31
20007326000016202127TIC_POP000,20007326000016,48,2021-08-09,53.0,,0,40.74,,,,1,2024-12-31
20007326000016202313TICPOP0000,20007326000016,48,2023-06-23,54.0,,0,18.3,,,,1,2024-12-31
200073260000162024202410000000,20007326000016,48,2024-05-07,48.0,,0,7.82,,,,1,2024-12-31
214900078000122023G23004P00,21490007800012,72,2023-02-08,36.0,,0,22.73,,,,1,2024-12-31
214900078000122023G23004P01,21490007800012,72,2023-02-08,36.0,,0,22.73,,,,1,2024-12-31
214900078000122023G23004P02,21490007800012,72,2023-11-08,38.0,,0,13.76,,,,1,2024-12-31
214900078000122023G23072P00,21490007800012,72,2023-12-01,49.0,,0,13.01,,,,1,2024-12-31
214900078000122024240130300000,21490007800012,72,2024-05-07,48.0,,0,7.82,,,,1,2024-12-31
21850047800209202121661-PA4200,21850047800209,32,2021-12-29,48.0,,0,36.07,,,,1,2024-12-31
218500478002092022661PA390100,21850047800209,32,2022-11-15,48.0,,0,25.53,,,,1,2024-12-31
21850047800209202424PF0102,21850047800209,32,2024-05-07,1.0,,0,7.82,,,,1,2024-12-31
200053619000172024M2404L03,20005361900017,35,2024-02-26,1.0,,0,10.15,,,,1,2024-12-31
200053619000172024M2405L01,20005361900017,35,2024-05-06,1.0,,0,7.85,,,,1,2024-12-31
20006001000010202008B457L00D00,20006001000010,48,2020-07-13,36.0,,0,53.61,,,,1,2024-12-31
20006001000010202207B450L00D00,20006001000010,48,2022-09-28,60.0,,0,27.1,,,,1,2024-12-31
20006001000010202207B450L00D1,20006001000010,48,2022-09-28,60.0,,0,27.1,,,,1,2024-12-31
200060010000102022202207B45000,20006001000010,48,2022-09-28,36.0,,0,27.1,,,,1,2024-12-31
200060010000102022202207B450,20006001000010,48,2024-02-29,36.0,,0,10.05,,,,1,2024-12-31
200060010000102022202207B45001,20006001000010,48,2024-02-29,36.0,,0,10.05,,,,1,2024-12-31
20006001000010202411B450-L00,20006001000010,48,2024-05-06,60.0,,0,7.85,,,,1,2024-12-31
20006001000010202411B450L00D0,20006001000010,48,2024-05-06,60.0,,0,7.85,,,,1,2024-12-31
247200090000142021Cdc0050100,24720009000014,35,2021-06-21,48.0,,0,42.35,,,,1,2024-12-31
247200090000142021Cdc0050200,24720009000014,35,2021-06-21,48.0,,0,42.35,,,,1,2024-12-31
247200090000142021Cdc0050300,24720009000014,35,2021-06-21,48.0,,0,42.35,,,,1,2024-12-31
247200090000142021Cdc0050400,24720009000014,35,2021-06-21,48.0,,0,42.35,,,,1,2024-12-31
24720009000014202424CPS09L01,24720009000014,35,2024-05-06,48.0,,0,7.85,,,,1,2024-12-31
288500010000132019MA190900,28850001000013,48,2019-12-13,48.0,,0,60.61,,,,1,2024-12-31
288500010000132019MA190901,28850001000013,48,2020-07-24,48.0,,0,53.25,,,,1,2024-12-31
288500010000132022MSP220400,28850001000013,48,2022-05-05,48.0,,0,31.9,,,,1,2024-12-31
288500010000132022MA221000,28850001000013,48,2022-05-20,36.0,,0,31.41,,,,1,2024-12-31
288500010000132022MSP220801,28850001000013,48,2022-10-11,12.0,,0,26.68,,,,1,2024-12-31
288500010000132023MSP21010200,28850001000013,48,2023-01-06,3.0,,0,23.82,,,,1,2024-12-31
2885000100001320239MSP21010300,28850001000013,48,2023-01-13,5.0,,0,23.59,,,,1,2024-12-31
288500010000132023MA23060100,28850001000013,48,2023-01-27,26.0,,0,23.13,,,,1,2024-12-31
288500010000132023MA23060200,28850001000013,48,2023-01-27,36.0,,0,23.13,,,,1,2024-12-31
288500010000132023MSP21010400,28850001000013,48,2023-02-17,4.0,,0,22.44,,,,1,2024-12-31
288500010000132024AO240400,28850001000013,48,2024-05-06,48.0,,0,7.85,,,,1,2024-12-31
