buyer_key,boamp_siret,boamp_name,source_b,decp_siret,decp_name,source_d
SIRET:21720003900014,,,,21720003900014,COMMUNE D'ALLONNES (MAIRIE),DECP
SIRET:21720054200017,,,,21720054200017,COMMUNE DE CHAMPAGNE (MAIRIE),DECP
SIRET:21720058300011,,,,21720058300011,COMMUNE DE CHANGE (MAIRIE),DECP
SIRET:21720067400042,,,,21720067400042,COMMUNE DE LA CHAPELLE SAINT-REMY (LOTISSEMENT LA DELANDIERE),DECP
SIRET:21720095500011,,,,21720095500011,COMMUNE DE COULAINES (MAIRIE),DECP
SIRET:21720124300011,,,,21720124300011,COMMUNE D'ECOMMOY (MAIRIE),DECP
SIRET:21720132600014,,,,21720132600014,COMMUNE DE LA FERTE BERNARD (MAIRIE),DECP
SIRET:21720154000010,,,,21720154000010,COMMUNE DE LA FLECHE (MAIRIE),DECP
SIRET:21720181300011,,,,21720181300011,COMMUNE DU MANS (MAIRIE),DECP
SIRET:21720191200011,,,,21720191200011,COMMUNE DE MAYET (MAIRIE),DECP
SIRET:21720200100012,,,,21720200100012,COMMUNE DE MONCE EN BELIN (MAIRIE),DECP
SIRET:21720216700052,,,,21720216700052,COMMUNE DE NEUVILLALAIS (MAIRIE),DECP
SIRET:21720245600018,,,,21720245600018,COMMUNE DE PREVAL (MAIRIE),DECP
SIRET:21720264700012,,,,21720264700012,COMMUNE DE SABLE SUR SARTHE (MAIRIE),DECP
SIRET:21720334800016,,,,21720334800016,COMMUNE DE SILLE LE GUILLAUME (MAIRIE),DECP
SIRET:21720337100018,,,,21720337100018,COMMUNE DE SOUGE LE GANELON (MAIRIE),DECP
SIRET:21720346200015,,,,21720346200015,COMMUNE DE LA SUZE SUR SARTHE (MAIRIE),DECP
SIRET:21720358700019,,,,21720358700019,COMMUNE DE THORIGNE SUR DUE (MAIRIE),DECP
SIRET:21850003100016,,,,21850003100016,COMMUNE D'AIZENAY (MAIRIE),DECP
SIRET:21850004900018,,,,21850004900018,COMMUNE D'ANGLES (MAIRIE),DECP
SIRET:21850018900012,,,,21850018900012,COMMUNE DE BEAUVOIR-SUR-MER (MAIRIE),DECP
SIRET:21850047800209,21850047800209,Commune de Challans,BOAMP,21850047800209,COMMUNE DE CHALLANS (MAIRIE),DECP
SIRET:21850082500128,,,,21850082500128,COMMUNE DES EPESSES (MAIRIE),DECP
SIRET:21850095700012,,,,21850095700012,COMMUNE DE FROIDFOND (MAIRIE),DECP
SIRET:21850096500015,,,,21850096500015,COMMUNE DE LA GARNACHE (MAIRIE),DECP
SIRET:21850109600018,,,,21850109600018,COMMUNE DES HERBIERS (MAIRIE),DECP
SIRET:21850113800117,,,,21850113800117,COMMUNE DE L'ILE D'YEU (ZONE ARTISANALE DE L'ILE D'YEU),DECP
SIRET:21850128600015,,,,21850128600015,COMMUNE DE LUCON (MAIRIE),DECP
SIRET:21850129400019,,,,21850129400019,COMMUNE DE LES LUCS SUR BOULOGNE (MAIRIE),DECP
SIRET:21850178100015,,,,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),DECP
SIRET:21850191400566,,,,21850191400566,COMMUNE DE LA ROCHE-SUR-YON (MAIRIE),DECP
SIRET:21850204500014,,,,21850204500014,COMMUNE DE SAINT-CHRISTOPHE-DU-LIGNERON (MAIRIE),DECP
SIRET:21850222700018,,,,21850222700018,COMMUNE DE SAINT-GILLES-CROIX-DE-VIE (MAIRIE),DECP
SIRET:21850232600018,,,,21850232600018,COMMUNE DE SAINT-HILAIRE-LE-VOUHIS (MAIRIE),DECP
SIRET:21850288800017,,,,21850288800017,COMMUNE DE TALMONT-SAINT-HILAIRE (MAIRIE),DECP
SIRET:22440002800011,,,,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,DECP
SIRET:22490001900015,,,,22490001900015,DEPARTEMENT DE MAINE ET LOIRE (CONSEIL DEPARTEMENTAL),DECP
SIRET:22530001100015,,,,22530001100015,DEPARTEMENT DE LA MAYENNE,DECP
SIRET:22530001100486,,,,22530001100486,DEPARTEMENT DE LA MAYENNE (BA TRAITEMENT DECHETS MENAGERS),DECP
SIRET:22720002900014,,,,22720002900014,DEPARTEMENT DE LA SARTHE,DECP
SIRET:22850001300658,,,,22850001300658,DEPARTEMENT DE VENDEE,DECP
SIRET:23440003400026,,,,23440003400026,REGION DES PAYS DE LA LOIRE (CONSEIL REGIONAL DES PAYS DE LA LOIRE),DECP
SIRET:24440040400129,,,,24440040400129,METROPOLE NANTES METROPOLE,DECP
SIRET:24440043800044,,,,24440043800044,GRAND LIEU COMMUNAUTE,DECP
SIRET:24440043800127,,,,24440043800127,GRAND LIEU COMMUNAUTE,DECP
SIRET:24440045300035,,,,24440045300035,CC PAYS DE BLAIN COMMUNAUTE (COMMUNAUTE COMMUNES REGION BLAIN),DECP
SIRET:24440053700035,,,,24440053700035,CC DE NOZAY,DECP
SIRET:24440055200026,,,,24440055200026,COMMUNAUTE DE COMMUNES DU PAYS D'ANCENIS,DECP
SIRET:24440058600065,,,,24440058600065,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,DECP
SIRET:24440061000055,,,,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,DECP
SIRET:24440064400013,,,,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,DECP
SIRET:24440064400062,,,,24440064400062,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE (COLLECTE ET TRAITEMENT DECHETS),DECP
SIRET:24490001500011,,,,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,DECP
SIRET:24490001500045,,,,24490001500045,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE (SERVICE D'EAU),DECP
SIRET:24490001500060,,,,24490001500060,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE (TRANSPORTS URBAINS),DECP
SIRET:24490080900116,,,,24490080900116,CC ANJOU BLEU COMMUNAUTE,DECP
SIRET:24490088200097,,,,24490088200097,CC BAUGEOIS VALLEE,DECP
SIRET:24530022300170,,,,24530022300170,COMMUNAUTE DE COMMUNES DU PAYS DE MESLAY GREZ,DECP
SIRET:24530035500030,,,,24530035500030,COMMUNAUTE DE COMMUNES DE L'ERNEE,DECP
SIRET:24530044700019,,,,24530044700019,COMMUNAUTE DE COMMUNES DU PAYS DE CHATEAU GONTIER,DECP
SIRET:24530044700084,,,,24530044700084,COMMUNAUTE DE COMMUNES DU PAYS DE CHATEAU GONTIER (DEVELOPPEMENT ECONOMIQUE),DECP
SIRET:24720009000014,,,,24720009000014,COMMUNAUTE DE COMMUNES DU PAYS SABOLIEN,DECP
SIRET:24720013200014,,,,24720013200014,LE MANS METROPOLE COMMUNAUTE URBAINE,DECP
SIRET:24720062900076,,,,24720062900076,COMMUNAUTE DE COMMUNES DU VAL DE SARTHE,DECP
SIRET:24720062900092,,,,24720062900092,COMMUNAUTE DE COMMUNES DU VAL DE SARTHE (SERVICE ORDURES MENAGERES),DECP
SIRET:24720062900217,,,,24720062900217,COMMUNAUTE DE COMMUNES DU VAL DE SARTHE (ASSAINISSEMENT COLLECTIF),DECP
SIRET:24720068600100,,,,24720068600100,COMMUNAUTE DE COMMUNES DU PERCHE EMERAUDE,DECP
SIRET:24850019100023,,,,24850019100023,COMMUNAUTE DE COMMUNES DE L ILE DE NOIRMOUTIER,DECP
SIRET:24850025800046,,,,24850025800046,COMMUNAUTE DE COMMUNES OCEAN MARAIS DE MONTS,DECP
SIRET:24850053000113,,,,24850053000113,COMMUNAUTE DE COMMUNES DU PAYS DES ACHARDS,DECP
SIRET:24850058900317,,,,24850058900317,LA ROCHE-SUR-YON AGGLOMERATION,DECP
SIRET:24850062100011,,,,24850062100011,COMMUNAUTE DE COMMUNES DU PAYS DES HERBIERS,DECP
SIRET:24850062100045,,,,24850062100045,COMMUNAUTE DE COMMUNES DU PAYS DES HERBIERS,DECP
SIRET:24850066200015,,,,24850066200015,CC DU PAYS DE MORTAGNE,DECP
SIRET:25440109400068,,,,25440109400068,SYNDICAT MIXTE ATLANTIC'EAU,DECP
SIRET:25440124300012,,,,25440124300012,EAUX ET VILAINE - ETABLISSEMENT PUBLIC TERRITORIAL DU BASSIN DE LA VILAINE,DECP
SIRET:25440139100027,,,,25440139100027,SYNDICAT MIXTE DEVELOPPEMENT AQUACULTURE ET PECHE EN PAYS DE LA LOIRE,DECP
SIRET:25440183900025,,,,25440183900025,ATLANPOLE,DECP
SIRET:25440252200018,,,,25440252200018,SYNDICAT MIXTE CENTRE NORD ATLANTIQUE POUR LE TRAITEMENT ET LE RECYCLAGE DES DECHETS,DECP
SIRET:25490130900032,,,,25490130900032,SI ENERGIES DE MAINE ET LOIRE,DECP
SIRET:25490250500018,,,,25490250500018,SYNDICAT MIXTE DE L'OPERA ANGERS NANTES,DECP
SIRET:25720053500017,,,,25720053500017,SYND INTERCOMMUNAL POUR L'ALIMENTATION EN EAU POTABLE DE LA REGION DE PONTVALLAIN,DECP
SIRET:25720054300037,,,,25720054300037,SYNDICAT INTER-COLLECTIVITES DES EAUX DE LA REGION MANCELLE,DECP
SIRET:25720137600023,,,,25720137600023,SYNDICAT MIXTE DE VALORISATION DES ORDURES MENAGERES - LOIR ET SARTHE (SYVALORM LOIR ET SARTHE),DECP
SIRET:25720191300023,,,,25720191300023,SYNDICAT MIXTE POUR L AMENAGEMENT ET LA PROMOTION DU PARC D ACTIVITES D INTERET DEP DE L ECHANGEUR SABLE LA FLECHE,DECP
SIRET:25720217600018,,,,25720217600018,SYNDICAT MIXTE POUR LE DEVELOPPEMENT NUMERIQUE,DECP
SIRET:25720230900015,,,,25720230900015,SI VOCATION SCOLAIRE DE L'ECOLE MOLIERE,DECP
SIRET:25850022200033,25850022200033,Vendée Eau (85),BOAMP,25850022200033,VENDEE EAU,DECP
SIRET:25850296200040,,,,25850296200040,SYNDICAT MIXTE ETUDES POUR COORDINATION DEPARTEMENTALE DE TRAITEMENT DECHETS MENAGERS DE VENDEE,DECP
SIRET:26440013600471,,,,26440013600471,CHU NANTES (DIRECTION GENERALE),DECP
SIRET:26440052400130,,,,26440052400130,CENTRE COMMUNAL D'ACTION SOCIALE,DECP
SIRET:26490003600015,,,,26490003600015,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,DECP
SIRET:26490044000019,,,,26490044000019,EHPAD LES TROENES SAINT-PIERRE MONTLIMART,DECP
SIRET:26490067100019,,,,26490067100019,CENTRE COMMUNAL D'ACTION SOCIALE,DECP
SIRET:26530023600014,,,,26530023600014,CENTRE HOSPITALIER DE LAVAL,DECP
SIRET:26530085500128,,,,26530085500128,CENTRE COMMUNAL D'ACTION SOCIALE,DECP
SIRET:26720016000013,,,,26720016000013,HOPITAL LE MANS,DECP
SIRET:26720048300019,,,,26720048300019,CTRE COM ACTION SOCIALE DE COULAINES (CCAS),DECP
SIRET:26720048300027,,,,26720048300027,CTRE COM ACTION SOCIALE DE COULAINES (RESIDENCE AUTONOMIE LE PLESSIS),DECP
SIRET:26720048300043,,,,26720048300043,CTRE COM ACTION SOCIALE DE COULAINES (EHPAD LES TROIS VALLEES),DECP
SIRET:26850242400016,,,,26850242400016,CHD LA ROCHE SUR YON LUCON MONTAIGU (CHD-VENDEE),DECP
SIRET:27440002700307,,,,27440002700307,NANTES METROPOLE HABITAT-OFFICE PUBLIC DE L'HABITAT DE LA METROPOLE NANTAISE,DECP
SIRET:27490002600023,,,,27490002600023,OFFICE PUBLIC DE L'HABITAT SAUMUR HABITAT (SAUMUR HABITAT),DECP
SIRET:27490003400019,,,,27490003400019,MELDOMYS (HABITAT 49),DECP
SIRET:27530001000012,,,,27530001000012,OFFICE PUBLIC DE L HABITAT DU DEPARTEMENT DE LA MAYENNE (MAYENNE HABITAT),DECP
SIRET:27720003600196,,,,27720003600196,OPH DE LA COMMUNAUTE URBAINE DU MANS (LE MANS METROPOLE HABITAT),DECP
SIRET:27850001200184,,,,27850001200184,OFFICE PUBLIC DE L HABITAT DE VENDEE,DECP
SIRET:28440001700018,,,,28440001700018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,DECP
SIRET:28440002500011,,,,28440002500011,CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE,DECP
SIRET:28440002500029,,,,28440002500029,CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE (TRANSFERTS CDGFPT),DECP
SIRET:28490001600023,,,,28490001600023,SCE DEPARTEMENTAL INCENDIE ET SECOURS,DECP
SIRET:28530001800030,,,,28530001800030,SCE DEPARTEMENTAL INCENDIE ET SECOURS,DECP
SIRET:28720026500018,,,,28720026500018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,DECP
SIRET:28850001000013,28850001000013,SDIS 85,BOAMP,28850001000013,SCE DEPARTEMENTAL INCENDIE ET SECOURS,DECP
SIRET:28850002800023,,,,28850002800023,CENTRE DEPARTEMENTAL DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE,DECP
SIRET:30975508000053,,,,30975508000053,MAYENNE CULTURE,DECP
SIRET:31468496000045,,,,31468496000045,STE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLOMERATION NANTAISE SEMITAN,DECP
SIRET:34200781200023,,,,34200781200023,SEVRE LOIRE HABITAT,DECP
SIRET:38105376800028,,,,38105376800028,LA CITE LE CENTRE DES CONGRES DE NANTES,DECP
SIRET:38529030900454,,,,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,DECP
SIRET:38910686500014,,,,38910686500014,ANGERS LOIRE HABITAT,DECP
SIRET:39172288100052,,,,39172288100052,GIE SESAM VITALE,DECP
SIRET:39326709100097,,,,39326709100097,BOSCOP,DECP
SIRET:40304085000014,,,,40304085000014,SARTHE HABITAT,DECP
SIRET:44212836900018,,,,44212836900018,OFFICE PUBLIC DE L HABITAT  SILENE,DECP
SIRET:45045211500030,,,,45045211500030,S.A.M.O.A. SOC AMENA METR OUEST ATLANT,DECP
SIRET:47865038500014,,,,47865038500014,CAISSE NAT INDUSTRIES ELECT GAZIERES,DECP
SIRET:48241421600044,,,,48241421600044,LE VOYAGE A NANTES,DECP
SIRET:48756658000014,48756658000014,BACKNET SOLUTIONS,BOAMP,,,
SIRET:50937719800023,50937719800023,CHD VENDEE,BOAMP,,,
SIRET:51516374900010,,,,51516374900010,CPAM DE LOIRE ATLANTIQUE,DECP
SIRET:52859061500035,52859061500035,CHD VENDEE,BOAMP,,,
SIRET:52921080900016,52921080900016,GIE des EPL des Pays de la Loire,BOAMP,,,
SIRET:52926090300016,,,,52926090300016,SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,DECP
SIRET:53417248100010,,,,53417248100010,CAISSE D'ALLOCATIONS FAMILIALES DE MAINE-ET-LOIRE (CAF DE MAINE-ET-LOIRE),DECP
SIRET:53510475600015,,,,53510475600015,URSSAF DES PAYS DE LA LOIRE,DECP
SIRET:53516441200020,,,,53516441200020,LOIRE OCEAN METROPOLE AMENAGEMENT,DECP
SIRET:55204648400564,,,,55204648400564,CDC HABITAT SOCIAL SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,DECP
SIRET:55565030800052,,,,55565030800052,LAVAL MAYENNE AMENAGEMENTS,DECP
SIRET:55645016100030,,,,55645016100030,COOP LOGIS,DECP
SIRET:55655032500030,,,,55655032500030,MEDUANE HABITAT,DECP
SIRET:75124540800016,,,,75124540800016,GIE GRAND OUEST,DECP
SIRET:75256187800014,,,,75256187800014,VENDEE ENERGIE,DECP
SIRET:75305003800037,,,,75305003800037,LOGIROAD,DECP
SIRET:77560485300041,,,,77560485300041,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,DECP
SIRET:77571510501032,,,,77571510501032,ADAPEI ARIA DE VENDEE (ADAPEI ARIA VENDEE),DECP
SIRET:78601955400116,,,,78601955400116,CAISSE D ALLOCATIONS FAMILIALES DE LOIRE ATLANTIQUE,DECP
SIRET:79002001000019,,,,79002001000019,VENDEE EXPANSION - GIE,DECP
SIRET:79886871700017,,,,79886871700017,MIXT,DECP
SIRET:79915633600015,,,,79915633600015,GIE FONTEVRAUD,DECP
SIRET:79924570900016,,,,79924570900016,SPL LAVAL MAYENNE AMENAGEMENTS,DECP
SIRET:83095506800044,83095506800044,Destination Angers,BOAMP,,,
SIRET:83095506800051,,,,83095506800051,ANGERS LOIRE TOURISME EXPO CONGRES,DECP
SIRET:85680136000020,,,,85680136000020,SA NANTAISE D HABITATIONS,DECP
SIRET:86780133400063,,,,86780133400063,ATLANTIQUE HABITATIONS SA HLM,DECP
SIRET:86880152300028,,,,86880152300028,HARMONIE HABITAT,DECP
SIRET:92084215000012,92084215000012,CARIFOREF,BOAMP,,,
SIRET:92339590900016,,,,92339590900016,FONDATION OPEN-C,DECP
