buyer_name_raw,buyer_name_clean,buyer_key,dept_code,city,postal_code,n_notices,n_appel_offre,has_existing_boamp_siret,existing_siret_values
CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE,chambre de commerce d industrie de maine loire,SIRET:13000460900017,49,Angers,49100,1,1,True,13000460900017
Plateforme régionale des achats (PFRA) des Pays de la Loire,plateforme regionale des achats pfra des pays de la loire,SIRET:11000201100044,44,NANTES,44000,2,2,True,17440000200039|11000201100044
Les Sables d'Olonne Agglomération,les sables d olonne agglomeration,SIRET:20007116500167,85,LES SABLES D’OLONNE,85118,2,1,True,20007116500167
NANTES UNIVERSITE,nantes universite,SIRET:13002974700016,44,Nantes,44000,2,1,True,17440005100010|13002974700016
Direction interdépartementale des routes ouest DIR Ouest,direction interdepartementale des routes ouest dir ouest,SIRET:17350005900014,35,Rennes,35044,2,2,True,17350005900014
GROUPEMENT TRANSAMO - CENOVIA,groupement transamo cenovia,NAME:groupement transamo cenovia,72,Seyssinet-Pariset,38170,2,1,True,443928874
CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,angers etablissement support du groupement hospitalier de territoire de maine et loire,NAME:angers etablissement support du groupement hospitalier de territoire de maine et loire,49,Angers Cedex 9,49933,1,1,False,
Département des Côtes d'Armor,departement des cotes d armor,SIRET:22220001600327,22,St brieuc cedex 1,22023,1,1,True,22220001600327
Tribunal administratif de Paris,tribunal administratif de paris,SIRET:17750005500013,75,Paris,75181,1,1,True,17750005500013
Cholet Agglomération,cholet agglomeration,SIRET:20007167800011,49,Cholet cedex,49321,2,1,True,20007167800011
Grand Port Maritime de Nantes Saint-Nazaire,grand port maritime de nantes saint nazaire,SIRET:77560485300041,44,Nantes,44186,1,0,True,77560485300041
SMIDAP,smidap,SIRET:25440139100027,44,NANTES,44200,2,1,True,25440139100027
"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",rectorat de la region academique grand est rectorat de l academie de nancy metz,SIRET:13002953100055,54,Nancy,54000,1,1,True,13002953100055
Nantes metropole,nantes metropole,SIRET:24440040400129,44,Nantes,44923 cedex9,3,3,True,24440040400129
Ville de LE POULIGUEN,le pouliguen,NAME:le pouliguen,44,Seyssinet-Pariset,38170,1,1,True,443928874
GCS BIOLOGIE 85,gcs biologie 85,SIRET:13002103300019,85,LA ROCHE SUR YON CEDEX 9,85925,1,0,True,13002103300019
Mairie de Saint-Herblain,saint herblain,SIRET:21440162200011,44,Saint herblain cedex,44802,2,1,True,21440162200011
Ville de NANTES,nantes,SIRET:21440109300015,44,NANTES,44000,1,0,True,21440109300015
Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,centre de gestion de la fonction publique territoriale de loire atlantique,SIRET:28440002500011,44,NANTES CEDEX 2,44262,1,1,True,28440002500011
Ministère de la justice - SG/2S2M/SDIT,ministere de la justice sg 2s2m sdit,NAME:ministere de la justice sg 2s2m sdit,75,Paris cedex 01,75042,2,1,False,
Territoire d'énergie Loire-Atlantique,territoire d energie loire atlantique,NAME:territoire d energie loire atlantique,44,Seyssinet-Pariset,38170,2,1,True,443928874
GIE LOIRE OCEAN,gie loire ocean,SIRET:53961650800021,44,Nantes,44000,1,0,True,53961650800021
INESAAE - L'Institut Agro,inesaae l institut agro,SIRET:13002622200013,21,Paris,75016,3,2,True,13002622200013
SAEM VENDEE - Vendée Globe,saem vendee vendee globe,SIRET:45151864100035,85,La Roche sur Yon,85000,2,2,True,45151864100035
Angers Loire Metropole (49),angers loire metropole 49,SIRET:24490001500011,49,ANGERS,49020,1,0,True,24490001500011
Ville de Luçon (85),lucon 85,SIRET:21850128600015,85,Luçon,85403,1,1,True,21850128600015
Association E-TOILE,association e toile,SIRET:80355563000018,14,CAEN,14053,2,1,True,80355563000018
Mayenne Très Haut Débit,mayenne tres haut debit,NAME:mayenne tres haut debit,53,Seyssinet-Pariset,38170,1,1,True,443928874
Nantes métropole,nantes metropole,SIRET:24440040400129,44,Nantes cedex 9,44923,5,5,True,24440040400129
Direction de l'administration pénitentiaire,direction de l administration penitentiaire,SIRET:12001201800111,75,Paris cedex 01,75042,3,3,True,11000201100044|12001201800111
REGION DES PAYS DE LA LOIRE,region des pays de la loire,SIRET:23440003400026,44,NANTES,44000,3,0,True,23440003400026
Saint-Nazaire Agglomération -  la CARENE,saint nazaire agglomeration la carene,NAME:saint nazaire agglomeration la carene,44,Seyssinet-Pariset,38170,3,3,False,
VILLE DE LAVAL,laval,SIRET:17440005100010,53,Nantes,44041,1,1,True,17440005100010
SPL ANGERS LOIRE TOURISME EXPO CONGRES (ALTEC) - DESTINATION ANGERS,spl angers loire tourisme expo congres altec destination angers,SIRET:83095506800044,49,Angers,49051,2,0,True,83095506800044
Mairie Tours,mairie tours,SIRET:21370261600011,37,Tours cedex 9,37926,1,1,True,21370261600011
La Roche sur Yon Agglomération (85),la roche sur yon agglomeration 85,SIRET:24850058900085,85,La Roche sur Yon,85021,2,2,True,24850058900085
Rectorat de NANTES,rectorat de nantes,SIRET:11000201100044,44,Nantes,44326,1,1,True,11000201100044
AUDENCIA EESC,audencia eesc,NAME:audencia eesc,44,Seyssinet-Pariset,38170,1,1,False,
Groupement d'intérêt public Vendée Numérique,groupement d interet public vendee numerique,NAME:groupement d interet public vendee numerique,85,Seyssinet-Pariset,38170,1,0,False,
Communauté d'Agglomération du Niortais,communaute d agglomeration du niortais,SIRET:20004131700013,79,Niort cedex,79027,1,1,True,20004131700013
IMT ATLANTIQUE BRETAGNE - PAYS DE LA LOIRE,imt atlantique bretagne pays de la loire,SIRET:18009202500121,44,Nantes cedex 3,44307,1,1,True,18009202500121
IMT Atlantique Bretagne - Pays de la Loire,imt atlantique bretagne pays de la loire,SIRET:18009202500121,44,Nantes cedex 3,44307,1,1,True,18009202500121
"SEMITAN, mandataire de Nantes Métropole",semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,44,Seyssinet-Pariset,38170,1,1,False,
REGION PAYS DE LA LOIRE,region pays de la loire,SIRET:17440005100010,44,Nantes,44000,1,1,True,17440005100010
France Velo Tourisme,france velo tourisme,SIRET:51532951400035,44,Nantes,44000,1,1,True,51532951400035
Syndicat Mixte pour le Développement Numérique,syndicat mixte pour le developpement numerique,NAME:syndicat mixte pour le developpement numerique,72,Seyssinet-Pariset,38170,1,1,False,
La Cité des Congrès de Nantes agissant au nom et pour le compte de Nantes Métropole,la cite des congres de nantes agissant au nom et pour le compte de nantes metropole,NAME:la cite des congres de nantes agissant au nom et pour le compte de nantes metropole,44,Nantes,44041,1,0,False,
Ville de Trélazé (49),trelaze 49,SIRET:21490353600016,49,Trélazé,49800,1,1,True,21490353600016
Université Rennes 2,universite rennes 2,SIRET:19350937900015,35,Rennes,35000,1,1,True,19350937900015
Commune de Beaupréau en Mauges,beaupreau en mauges,SIRET:20005361900017,49,BEAUPREAU EN MAUGES,49602,1,1,True,20005361900017
ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS,ecole nationale superieure d arts et metiers,SIRET:19753472000010,75,Paris,75013,1,1,True,19753472000010
CCI Région Pays de la Loire,cci region pays de la loire,SIRET:18440128900022,44,Saint-Herblain,44800,1,1,True,18440128900022
COMMUNE DE BEAUFORT-EN-ANJOU,beaufort en anjou,SIRET:20005889900010,49,Beaufort-en-anjou,49250,1,1,True,20005889900010
CNIEG (Caisse Nationale des Industries Electriques et Gazières),cnieg caisse nationale des industries electriques et gazieres,NAME:cnieg caisse nationale des industries electriques et gazieres,44,Nantes,44200,1,1,False,
PETR Pays Vallée du Loir,petr pays vallee du loir,NAME:petr pays vallee du loir,72,Seyssinet-Pariset,38170,1,1,False,
SPL LE MANS EVENEMENTS,spl le mans evenements,NAME:spl le mans evenements,72,Seyssinet-Pariset,38170,1,1,False,
Vendée Expansion - SEM,vendee expansion sem,SIRET:54665016900057,85,LA ROCHE SUR YON Cedex,85005,1,1,True,54665016900057
Région des Pays de la Loire,region des pays de la loire,SIRET:23440003400026,44,NANTES cedex 9,44966,1,1,True,23440003400026
