buyer_name_raw,buyer_name_clean,buyer_key,buyer_key_enriched,enriched_siren,enriched_siret,enriched_name,enrichment_score,enrichment_confidence,enrichment_source,enrichment_status,diagnostic,n_candidates,margin
université de Rennes 1,rennes 1,NAME:rennes 1,NAME:rennes 1,,,,72.0,MEDIUM,api_recherche_entreprises,matched,score=72.0 (below HIGH threshold or margin too small),1,
Ville d'Ancenis-Saint-Géréon,ville d ancenis saint gereon,NAME:ville d ancenis saint gereon,NAME:ville d ancenis saint gereon,,,,57.3,LOW,api_recherche_entreprises,matched,score=57.3 (below MEDIUM threshold),2,15.2
ARS Pays de La Loire,ars pays de la loire,NAME:ars pays de la loire,NAME:ars pays de la loire,,,,62.9,LOW,api_recherche_entreprises,matched,score=62.9 (below MEDIUM threshold),2,32.9
GCS E SANTE PAYS DE LA LOIRE,gcs e sante pays de la loire,NAME:gcs e sante pays de la loire,SIREN:538208455,538208455,53820845500021,GCS E-SANTE PAYS DE LA LOIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Ville de Talmont - Saint Hilaire,talmont saint hilaire,NAME:talmont saint hilaire,SIREN:218502888,218502888,21850288800017,COMMUNE DE TALMONT-SAINT-HILAIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
VENDEE EAU,vendee eau,NAME:vendee eau,SIREN:258500222,258500222,25850022200033,VENDEE EAU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=50.3",10,50.3
Vendée Habitat - OPH de Vendée,vendee habitat oph de vendee,NAME:vendee habitat oph de vendee,NAME:vendee habitat oph de vendee,,,,74.7,MEDIUM,api_recherche_entreprises,matched,score=74.7 (below HIGH threshold or margin too small),2,0.0
COMMUNE DE REZE,reze,NAME:reze,SIREN:214401432,214401432,21440143200015,COMMUNE DE REZE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNE DE VERRIERES EN ANJOU,verrieres en anjou,NAME:verrieres en anjou,SIREN:200056679,200056679,20005667900018,COMMUNE DE VERRIERES-EN-ANJOU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
ville de Coulaines,coulaines,NAME:coulaines,SIREN:217200955,217200955,21720095500011,COMMUNE DE COULAINES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
MAIRIE DE BAUGE EN ANJOU,bauge en anjou,NAME:bauge en anjou,SIREN:200052702,200052702,20005270200012,COMMUNE DE BAUGE-EN-ANJOU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Mairie de Coueron,coueron,NAME:coueron,SIREN:214400475,214400475,21440047500015,COMMUNE DE COUERON,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Ville de Château-Gontier,chateau gontier,NAME:chateau gontier,SIREN:200084655,200084655,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE,93.2,HIGH,api_recherche_entreprises,matched,"score=93.2, n_cands=2, margin=35.0",2,35.0
GIE Loire Océan,gie loire ocean,NAME:gie loire ocean,NAME:gie loire ocean,,,,63.0,LOW,api_recherche_entreprises,matched,score=63.0 (below MEDIUM threshold),10,-18.3
VENDEE,vendee,NAME:vendee,SIREN:451518641,451518641,45151864100043,VENDEE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=32.0",10,32.0
EPF de la Vendée,epf de la vendee,NAME:epf de la vendee,NAME:epf de la vendee,,,,55.6,LOW,api_recherche_entreprises,matched,score=55.6 (below MEDIUM threshold),1,
SEMITAN mandataire de Nantes Métropole,semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,NAME:semitan mandataire de nantes metropole,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Baie de Somme Habitat,baie de somme habitat,NAME:baie de somme habitat,SIREN:278000013,278000013,27800001300013,BAIE DE SOMME HABITAT - OPH DE LA BAIE DE SOMME,78.6,HIGH,api_recherche_entreprises,matched,"score=78.6, n_cands=3, margin=43.6",3,43.6
FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,NAME:fondation partenariale polytech,SIREN:831928452,831928452,83192845200075,FONDATION PARTENARIALE POLYTECH,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Comcom Estuaire et Sillon,comcom estuaire et sillon,NAME:comcom estuaire et sillon,NAME:comcom estuaire et sillon,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
MINDEF/EMA/DC SCA/PFAF CO Rennes,mindef ema dc sca pfaf co rennes,NAME:mindef ema dc sca pfaf co rennes,NAME:mindef ema dc sca pfaf co rennes,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CHU NANTES,nantes,SIRET:17440005100010,SIREN:264400136,264400136,26440013600471,CHU NANTES (CHU),91.3,HIGH,api_recherche_entreprises,skipped_already_siret,"score=91.3, n_cands=1, margin=N/A",1,
MAIRIE DE CORDEMAIS,cordemais,NAME:cordemais,SIREN:214400459,214400459,21440045900019,COMMUNE DE CORDEMAIS,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNE DE MAUGES SUR LOIRE,mauges sur loire,NAME:mauges sur loire,SIREN:200054336,200054336,20005433600017,COMMUNE DE MAUGES-SUR-LOIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
ETABLISSEMENT PUBLIC DU MARAIS POITEVI,du marais poitevi,NAME:du marais poitevi,NAME:du marais poitevi,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Ville d'Alençon,ville d alencon,NAME:ville d alencon,NAME:ville d alencon,,,,68.5,LOW,api_recherche_entreprises,matched,score=68.5 (below MEDIUM threshold),10,6.2
ECOLE NATIONALE SUPERIEURE MARITIME,ecole nationale superieure maritime,NAME:ecole nationale superieure maritime,SIREN:130013097,130013097,13001309700071,ECOLE NATIONALE SUPERIEURE MARITIME (ENSM),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,NAME:cci metropolitaine bretagne ouest,NAME:cci metropolitaine bretagne ouest,,,,46.9,NO_MATCH,api_recherche_entreprises,no_match,score=46.9 (below LOW threshold),1,
Conservatoire du littoral,conservatoire du littoral,NAME:conservatoire du littoral,NAME:conservatoire du littoral,,,,71.8,MEDIUM,api_recherche_entreprises,matched,score=71.8 (below HIGH threshold or margin too small),2,5.1
Sembreizh société,sembreizh societe,NAME:sembreizh societe,SIREN:599200136,599200136,59920013600241,SEMBREIZH (SEMAEB),80.0,HIGH,api_recherche_entreprises,matched,"score=80.0, n_cands=10, margin=27.8",10,27.8
Commune de Champagné,champagne,NAME:champagne,SIREN:217200542,217200542,21720054200017,COMMUNE DE CHAMPAGNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=9, margin=9.1",9,9.1
SHEMA,shema,NAME:shema,NAME:shema,,,,27.6,NO_MATCH,api_recherche_entreprises,no_match,score=27.6 (below LOW threshold),10,3.5
S. M. Sarthois d'Aménagement Numérique,s m sarthois d amenagement numerique,NAME:s m sarthois d amenagement numerique,NAME:s m sarthois d amenagement numerique,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CCI de région Bretagne,cci de region bretagne,NAME:cci de region bretagne,SIREN:233500016,233500016,23350001600040,REGION BRETAGNE,93.6,HIGH,api_recherche_entreprises,matched,"score=93.6, n_cands=1, margin=N/A",1,
COMMUNE DE BEAUFORT EN ANJOU,beaufort en anjou,NAME:beaufort en anjou,SIREN:200058899,200058899,20005889900010,COMMUNE DE BEAUFORT-EN-ANJOU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Communauté de Cnes Terres de Montaigu,cnes terres de montaigu,NAME:cnes terres de montaigu,NAME:cnes terres de montaigu,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SYDELA,sydela,NAME:sydela,NAME:sydela,,,,46.7,NO_MATCH,api_recherche_entreprises,no_match,score=46.7 (below LOW threshold),4,30.5
Cté de Communes de la Région de Blain,cte de communes de la blain,NAME:cte de communes de la blain,NAME:cte de communes de la blain,,,,71.9,MEDIUM,api_recherche_entreprises,matched,score=71.9 (below HIGH threshold or margin too small),6,3.6
INRA ANGERS NANTES,inra angers nantes,NAME:inra angers nantes,NAME:inra angers nantes,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CCI Nantes Saint-Nazaire,cci nantes saint nazaire,NAME:cci nantes saint nazaire,NAME:cci nantes saint nazaire,,,,33.3,NO_MATCH,api_recherche_entreprises,no_match,score=33.3 (below LOW threshold),10,-38.7
CC PAYS DE CRAON,cc pays de craon,NAME:cc pays de craon,SIREN:200048551,200048551,20004855100010,CC DU PAYS DE CRAON,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
SGAMI OUEST,sgami ouest,NAME:sgami ouest,NAME:sgami ouest,,,,36.6,NO_MATCH,api_recherche_entreprises,no_match,score=36.6 (below LOW threshold),1,
COMMUNE DU CROISIC,commune du croisic,NAME:commune du croisic,SIREN:214400491,214400491,21440049100129,COMMUNE DU CROISIC,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=73.1",2,73.1
CCI DE REG CTRE VAL DE LOIRE,cci de reg ctre val de loire,NAME:cci de reg ctre val de loire,NAME:cci de reg ctre val de loire,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SRD,srd,NAME:srd,SIREN:502035785,502035785,50203578500018,SRD,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=49.1",4,49.1
Adoma,adoma,NAME:adoma,SIREN:788058030,788058030,78805803009579,ADOMA,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=15.1",10,15.1
COMMUNE DE OMBREE D ANJOU,ombree d anjou,NAME:ombree d anjou,SIREN:200069474,200069474,20006947400019,COMMUNE DE OMBREE D'ANJOU,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Rectorat de l'Académie de Nantes,rectorat de l academie de nantes,NAME:rectorat de l academie de nantes,SIREN:174404301,174404301,17440430100015,RECTORAT DE L'ACADEMIE DE NANTES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
SAINT NAZAIRE AGGLOMERATION TOURISME,saint nazaire agglomeration tourisme,NAME:saint nazaire agglomeration tourisme,SIREN:828620831,828620831,82862083100010,SAINT-NAZAIRE AGGLOMERATION TOURISME,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=58.9",2,58.9
MASH,mash,NAME:mash,SIREN:983291931,983291931,98329193100019,MASH,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=47.6",4,47.6
Commune de Notre Dame des Landes,notre dame des landes,NAME:notre dame des landes,SIREN:214401119,214401119,21440111900018,COMMUNE DE NOTRE-DAME-DES-LANDES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Ville de Saint-Malo,saint malo,NAME:saint malo,SIREN:213502883,213502883,21350288300019,COMMUNE DE SAINT MALO,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=6.3",2,6.3
MAUGES COMMUNAUTE,mauges communaute,NAME:mauges communaute,SIREN:200060010,200060010,20006001000010,MAUGES COMMUNAUTE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=42.7",10,42.7
Communauté urbaine d'Alençon,communaute urbaine d alencon,NAME:communaute urbaine d alencon,SIREN:246100663,246100663,24610066300011,COMMUNAUTE URBAINE D'ALENCON,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=8, margin=12.0",8,12.0
Communauté de Communes Vie et Boulogne,communes vie et boulogne,NAME:communes vie et boulogne,NAME:communes vie et boulogne,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
DRAGAGES PORTS,dragages ports,NAME:dragages ports,SIREN:317665420,317665420,31766542000046,DRAGAGES PORTS,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Espacil Habitat,espacil habitat,NAME:espacil habitat,NAME:espacil habitat,,,,62.5,LOW,api_recherche_entreprises,matched,score=62.5 (below MEDIUM threshold),3,9.7
Cap Atlantique,cap atlantique,NAME:cap atlantique,NAME:cap atlantique,,,,41.3,NO_MATCH,api_recherche_entreprises,no_match,score=41.3 (below LOW threshold),10,-49.1
ComCom des Vallées du Haut-Anjou,comcom des vallees du haut anjou,NAME:comcom des vallees du haut anjou,NAME:comcom des vallees du haut anjou,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
MINDEF/SGA/SPAC/S-Direction des achats,mindef sga spac s direction des achats,NAME:mindef sga spac s direction des achats,NAME:mindef sga spac s direction des achats,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Loire Atlantique développement,loire atlantique developpement,NAME:loire atlantique developpement,SIREN:860800077,860800077,86080007700098,LOIRE ATLANTIQUE DEVELOPPEMENT SELA (SELA),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=0.0",10,0.0
Cté de Cnes du Pays d'Ancenis,cte de cnes du pays d ancenis,NAME:cte de cnes du pays d ancenis,NAME:cte de cnes du pays d ancenis,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CA SAUMUR VAL DE LOIRE,ca saumur val de loire,NAME:ca saumur val de loire,SIREN:200071876,200071876,20007187600011,CA SAUMUR VAL DE LOIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Commune de Saintes,saintes,NAME:saintes,SIREN:211704150,211704150,21170415000351,COMMUNE DE SAINTES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=10, margin=21.7",10,21.7
DIR INTERDEPARTEMENTALE DES RTE OUEST,dir interdepartementale des rte ouest,NAME:dir interdepartementale des rte ouest,SIREN:130001704,130001704,13000170400589,DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST (DIR),89.5,HIGH,api_recherche_entreprises,matched,"score=89.5, n_cands=5, margin=4.9",5,4.9
CHAMBRE REG AGRI PAYS DE LA LOIRE,chambre reg agri pays de la loire,NAME:chambre reg agri pays de la loire,NAME:chambre reg agri pays de la loire,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CIF GIE GEIPCI,cif gie geipci,NAME:cif gie geipci,SIREN:379774177,379774177,37977417700016,CIF GIE GEIPCI,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNE LES SABLES D OLONNE,commune les sables d olonne,NAME:commune les sables d olonne,SIREN:200082139,200082139,20008213900011,COMMUNE LES SABLES-D'OLONNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=9, margin=41.5",9,41.5
Cté cnes du Pays de Château de Gontier,cte cnes du pays de chateau de gontier,NAME:cte cnes du pays de chateau de gontier,NAME:cte cnes du pays de chateau de gontier,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SEM CENOVIA,sem cenovia,NAME:sem cenovia,SIREN:576150270,576150270,57615027000063,CENOVIA (SEM),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=6, margin=22.0",6,22.0
CENTRE DE GESTION DE LA FONCTION PUBLI,centre de gestion de la fonction publi,NAME:centre de gestion de la fonction publi,NAME:centre de gestion de la fonction publi,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Orchestre National des Pays de la Loir,orchestre national des pays de la loir,NAME:orchestre national des pays de la loir,NAME:orchestre national des pays de la loir,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SOC PUBLIQUE REG ABE DE FONTEVRAUD,soc publique reg abe de fontevraud,NAME:soc publique reg abe de fontevraud,NAME:soc publique reg abe de fontevraud,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CRDC LE LIEU UNIQUE,crdc le lieu unique,NAME:crdc le lieu unique,NAME:crdc le lieu unique,,,,61.3,LOW,api_recherche_entreprises,matched,score=61.3 (below MEDIUM threshold),1,
IRCEC,ircec,NAME:ircec,NAME:ircec,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Communauté Communes Parthenay-Gâtine,communaute communes parthenay gatine,NAME:communaute communes parthenay gatine,SIREN:200041333,200041333,20004133300267,COMMUNAUTE DE COMMUNES DE PARTHENAY-GATINE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Podeliha,podeliha,NAME:podeliha,SIREN:927831396,927831396,92783139600019,CSE PODELIHA,88.0,HIGH,api_recherche_entreprises,matched,"score=88.0, n_cands=10, margin=58.9",10,58.9
Communauté de communes de sablé,communes de sable,NAME:communes de sable,SIREN:247200090,247200090,24720009000014,COMMUNAUTE DE COMMUNES DU PAYS SABOLIEN,91.5,HIGH,api_recherche_entreprises,matched,"score=91.5, n_cands=1, margin=N/A",1,
SIRI 49,siri 49,NAME:siri 49,NAME:siri 49,,,,41.0,NO_MATCH,api_recherche_entreprises,no_match,score=41.0 (below LOW threshold),1,
CNAM,cnam,NAME:cnam,NAME:cnam,,,,26.2,NO_MATCH,api_recherche_entreprises,no_match,score=26.2 (below LOW threshold),10,-0.4
SYNDICAT MIXTE GIGALIS,syndicat mixte gigalis,NAME:syndicat mixte gigalis,NAME:syndicat mixte gigalis,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
EC SUP BEAUX ARTS TOURS ANGERS MANS,ec sup beaux arts tours angers mans,NAME:ec sup beaux arts tours angers mans,NAME:ec sup beaux arts tours angers mans,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Mairie de Blain,blain,NAME:blain,SIREN:214400152,214400152,21440015200051,COMMUNE DE BLAIN,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Centre Hospitalier de Laval (53),de laval 53,NAME:de laval 53,NAME:de laval 53,,,,32.3,NO_MATCH,api_recherche_entreprises,no_match,score=32.3 (below LOW threshold),1,
CA Agglomération du Choletais,ca agglomeration du choletais,NAME:ca agglomeration du choletais,SIREN:200071678,200071678,20007167800011,CA CHOLET AGGLOMERATION,99.2,HIGH,api_recherche_entreprises,matched,"score=99.2, n_cands=1, margin=N/A",1,
DESTINATION RENNES Tourisme Congrès,destination rennes tourisme congres,NAME:destination rennes tourisme congres,NAME:destination rennes tourisme congres,,,,70.7,MEDIUM,api_recherche_entreprises,matched,score=70.7 (below HIGH threshold or margin too small),1,
ANGERS LOIRE TOURISME EXPO CONGRES,angers loire tourisme expo congres,NAME:angers loire tourisme expo congres,SIREN:830955068,830955068,83095506800044,ANGERS LOIRE TOURISME EXPO CONGRES,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,communes du sud estuaire,NAME:communes du sud estuaire,SIREN:244400586,244400586,24440058600065,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE (CCSE),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=3, margin=64.4",3,64.4
EPSILON CENTRALE D'ACHAT INFORMATIQUE,epsilon centrale d achat informatique,NAME:epsilon centrale d achat informatique,NAME:epsilon centrale d achat informatique,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CC Loire Layon Aubance,cc loire layon aubance,NAME:cc loire layon aubance,SIREN:200071553,200071553,20007155300016,CC LOIRE LAYON AUBANCE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Ministère de l'éducation nationale,ministere de l education nationale,NAME:ministere de l education nationale,SIREN:110043015,110043015,11004301500012,MINISTERE DE L’EDUCATION NATIONALE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=5, margin=44.2",5,44.2
OFFICE FRANCAIS DE LA BIODIVERSITE,office francais de la biodiversite,NAME:office francais de la biodiversite,SIREN:130025919,130025919,13002591900015,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=8.4",2,8.4
PREFECTURE D'EURE-ET-LOIR,prefecture d eure et loir,NAME:prefecture d eure et loir,SIREN:172800013,172800013,17280001300010,PREFECTURE DE DEPARTEMENT EURE-ET-LOIR,84.9,HIGH,api_recherche_entreprises,matched,"score=84.9, n_cands=2, margin=54.7",2,54.7
COMMUNE DE BOUAYE,bouaye,NAME:bouaye,SIREN:214400186,214400186,21440018600018,COMMUNE DE BOUAYE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
ENSA Nantes,ensa nantes,NAME:ensa nantes,SIREN:922749635,922749635,92274963500012,ASSOCIATION SPORTIVE DE L'ENSA NANTES,79.0,HIGH,api_recherche_entreprises,matched,"score=79.0, n_cands=7, margin=35.5",7,35.5
MAIRIE DE LA CHAPELLE SUR ERDRE,la chapelle sur erdre,NAME:la chapelle sur erdre,SIREN:214400350,214400350,21440035000010,COMMUNE DE LA CHAPELLE-SUR-ERDRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=2, margin=47.3",2,47.3
Ville de Parthenay,parthenay,NAME:parthenay,SIREN:217902022,217902022,21790202200011,COMMUNE PARTHENAY,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=12.9",4,12.9
Grand Lieu Communauté,grand lieu communaute,NAME:grand lieu communaute,SIREN:244400438,244400438,24440043800127,GRAND LIEU COMMUNAUTE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=37.5",4,37.5
CC Océan Marais de Monts,cc ocean marais de monts,NAME:cc ocean marais de monts,NAME:cc ocean marais de monts,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
DIR REG ENVIR AMENAGEMENT LOGT BRETAGN,dir reg envir amenagement logt bretagn,NAME:dir reg envir amenagement logt bretagn,NAME:dir reg envir amenagement logt bretagn,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CC DU PAYS DE ST FULGENT LES ESSARTS,cc du pays de st fulgent les essarts,NAME:cc du pays de st fulgent les essarts,NAME:cc du pays de st fulgent les essarts,,,,60.7,LOW,api_recherche_entreprises,matched,score=60.7 (below MEDIUM threshold),1,
SATT OUEST VALORISATION,satt ouest valorisation,NAME:satt ouest valorisation,SIREN:753000611,753000611,75300061100032,SATT OUEST VALORISATION,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Ville de Larmor-plage,larmor plage,NAME:larmor plage,SIREN:215601071,215601071,21560107100016,COMMUNE DE LARMOR PLAGE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
CD 44,cd 44,NAME:cd 44,NAME:cd 44,,,,53.5,NO_MATCH,api_recherche_entreprises,no_match,score=53.5 (below LOW threshold),8,28.0
MEDDE / DGAC / SCN / SSIM,medde dgac scn ssim,NAME:medde dgac scn ssim,NAME:medde dgac scn ssim,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Groupement d'achats de l'Herm,groupement d achats de l herm,NAME:groupement d achats de l herm,NAME:groupement d achats de l herm,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
CA LES SABLES D OLONNE AGGLOMERATION,ca les sables d olonne agglomeration,NAME:ca les sables d olonne agglomeration,SIREN:200071165,200071165,20007116500167,CA LES SABLES D'OLONNE AGGLOMERATION,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
CREHA Ouest,creha ouest,NAME:creha ouest,SIREN:327822177,327822177,32782217700025,CREHA OUEST,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
CENTRE DE GESTION 87,centre de gestion 87,NAME:centre de gestion 87,NAME:centre de gestion 87,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
SDE35,sde35,NAME:sde35,NAME:sde35,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Gcs E-Sante Pays de la Loire,gcs e sante pays de la loire,NAME:gcs e sante pays de la loire,SIREN:538208455,538208455,53820845500021,GCS E-SANTE PAYS DE LA LOIRE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
TERRITOIRE D'ENERGIE MAYENNE,territoire d energie mayenne,NAME:territoire d energie mayenne,SIREN:200082477,200082477,20008247700015,TERRITOIRE D'ENERGIE MAYENNE (TE53),99.2,HIGH,api_recherche_entreprises,matched,"score=99.2, n_cands=2, margin=33.9",2,33.9
Vendée Grand Littoral,vendee grand littoral,NAME:vendee grand littoral,SIREN:200071900,200071900,20007190000308,CC VENDEE GRAND LITTORAL,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=8.0",4,8.0
SCA/PFAF SO,sca pfaf so,NAME:sca pfaf so,NAME:sca pfaf so,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
Ecole National Sup. d'Arts et Métiers,ecole national sup d arts et metiers,NAME:ecole national sup d arts et metiers,NAME:ecole national sup d arts et metiers,,,,29.2,NO_MATCH,api_recherche_entreprises,no_match,score=29.2 (below LOW threshold),1,
COMMUNAUTE COMMUNES HUISNE SARTHOISE,communaute communes huisne sarthoise,NAME:communaute communes huisne sarthoise,NAME:communaute communes huisne sarthoise,,,,,NO_MATCH,api_recherche_entreprises,no_match,no API candidates returned,0,
GEVES,geves,NAME:geves,NAME:geves,,,,28.8,NO_MATCH,api_recherche_entreprises,no_match,score=28.8 (below LOW threshold),2,15.8
LA GARNACHE,la garnache,NAME:la garnache,NAME:la garnache,,,,74.7,MEDIUM,api_recherche_entreprises,matched,score=74.7 (below HIGH threshold or margin too small),10,5.2
Région Bretagne,region bretagne,NAME:region bretagne,SIREN:233500016,233500016,23350001600040,REGION BRETAGNE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
"Syndicat Mixte "" Sarthe Numérique """,syndicat mixte sarthe numerique,NAME:syndicat mixte sarthe numerique,SIREN:257202432,257202432,25720243200015,SYNDICAT MIXTE SARTHE NUMERIQUE,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
COMMUNE DE LA FERTE-BERNARD,la ferte bernard,NAME:la ferte bernard,SIREN:217201326,217201326,21720132600014,COMMUNE DE LA FERTE BERNARD,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=1, margin=N/A",1,
Clisson Sèvre et Maine Agglo,clisson sevre et maine agglo,NAME:clisson sevre et maine agglo,SIREN:200067635,200067635,20006763500132,CA CLISSON SEVRE ET MAINE AGGLO,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=4, margin=35.6",4,35.6
CORLAB,corlab,NAME:corlab,SIREN:100492784,100492784,10049278400010,CORLAB,100.0,HIGH,api_recherche_entreprises,matched,"score=100.0, n_cands=3, margin=72.6",3,72.6
