buyer_name_raw,buyer_name_clean,buyer_key,dept_code,query_used,entity_type_detected,nature_juridique_filter,candidate_rank,candidate_siren,candidate_siret,candidate_name,candidate_naf,candidate_nature_juridique,candidate_city,candidate_postal_code,name_similarity,dept_match,enrichment_score
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,2.0,942684465,94268446500019,NANTES METROPOLE ENERGIES,35.11Z,5710,NANTES,44000,86.0,True,86.0
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,3.0,308128354,30812835400310,NANTES METROPOLE GESTION EQUIPEMENTS,52.21Z,5515,NANTES,44200,69.5,True,69.5
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,4.0,274400027,27440002700307,NANTES METROPOLE HABITAT-OFFICE PUBLIC DE L'HABITAT DE LA METROPOLE NANTAISE (NMH),68.20A,4140,NANTES,44000,45.6,True,45.6
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,5.0,785991811,78599181100031,OFFICE DE TOURISME DE NANTES METROPOLE (OTNM),79.11Z,9220,NANTES,44000,68.4,True,68.4
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,6.0,518965892,51896589200020,ESCRIME NANTES METROPOLE,85.51Z,9220,NANTES,44300,88.0,True,88.0
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,7.0,345002281,34500228100045,NANTES METROPOLE AMENAGEMENT,71.12B,5599,NANTES,44000,80.7,True,80.7
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,8.0,829770916,82977091600031,NANTES METROPOLE GESTION SERVICES (NMGS),52.21Z,5599,NANTES,44200,67.3,True,67.3
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,9.0,517958401,51795840100021,AIKIDO NANTES METROPOLE ((ANM)),93.12Z,9220,NANTES,44300,82.4,True,82.4
Nantes Métropole,nantes metropole,NAME:nantes metropole,44,nantes metropole,DEFAULT,,10.0,792227969,79222796900021,NANTES METROPOLE ATHLETISME,93.12Z,9220,NANTES,44000,82.4,True,82.4
CDC du Pays de Saint Gilles Cx de Vie,cdc du pays de saint gilles cx de vie,NAME:cdc du pays de saint gilles cx de vie,85,cdc pays saint gilles cx vie,DEFAULT,,,,,,,,,,0.0,False,0.0
VALLET,vallet,NAME:vallet,44,vallet,DEFAULT,,1.0,214402125,21440212500071,COMMUNE DE VALLET,84.11Z,7210,VALLET,44330,68.0,True,68.0
VALLET,vallet,NAME:vallet,44,vallet,DEFAULT,,2.0,808074421,80807442100013,AXEL VALLET DE PAYRAUD,85.59B,1000,NANTES,44000,56.0,True,56.0
