src_idweb,src_buyer_key,src_cpv,src_contract_start,src_duration_months,src_objet,cand_idweb,cand_contract_start,cand_cpv,cand_objet,gap_months,buyer_match_score,cpv_match_score,cpv_used_in_score,text_similarity_score,temporal_proximity_score,composite_score
15-33752,SIREN:234400034,72310000.0,2015-06-29,48.0,"gestion des communautés web, à Nantes",19-147943,2019-12-27,72700000.0,MAINTENANCE ET EVOLUTIONS DES RESEAUX LAN ET WIFI,53.94,1.0,0.2,True,0.2623,0.0096,0.3069
15-56649,SIREN:234400034,72500000.0,2015-04-14,12.0,"réalisation et diffusion de publications digitales, à Nantes",15-141361,2015-12-07,72500000.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,7.79,1.0,1.0,True,0.2529,0.2976,0.5607
15-56649,SIREN:234400034,72500000.0,2015-04-14,12.0,"réalisation et diffusion de publications digitales, à Nantes",16-61484,2016-07-28,72413000.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,15.47,1.0,0.2,True,0.2959,0.4212,0.4026
15-56649,SIREN:234400034,72500000.0,2015-04-14,12.0,"réalisation et diffusion de publications digitales, à Nantes",16-84309,2016-08-17,32353000.0,"Transcription audio, par voix humaine, de documents (textes et photos)",16.13,1.0,0.0,True,0.4814,0.3117,0.4049
15-56649,SIREN:234400034,72500000.0,2015-04-14,12.0,"réalisation et diffusion de publications digitales, à Nantes",16-85619,2016-10-12,32550000.0,Fourniture et maintenance des autocommutateurs des lycees publics de la région des pays de la Loire,17.97,1.0,0.0,True,0.2167,0.005,0.2377
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,15-141361,2015-12-07,72500000.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,6.87,1.0,1.0,True,0.302,0.1443,0.5497
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,16-61484,2016-07-28,72413000.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,14.55,1.0,0.2,True,0.336,0.5745,0.4493
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,16-85619,2016-10-12,32550000.0,Fourniture et maintenance des autocommutateurs des lycees publics de la région des pays de la Loire,17.05,1.0,0.0,True,0.3035,0.1583,0.3031
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,16-85662,2016-10-14,72320000.0,prestation d'alimentation et de gestion de base de données pour les besoins de la Région des Pays de la Loire à Nantes,17.12,1.0,0.2,True,0.3393,0.1474,0.3652
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,16-96174,2016-10-18,48810000.0,SYSTEMES D'INFORMATION POUR LES LYCEES PUBLICS ET E.R.E.A DE LA REGION DES PAYS DE LA LOIRE,17.25,1.0,0.0,True,0.4976,0.1255,0.3741
15-72457,SIREN:234400034,72500000.0,2015-05-12,12.0,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,16-124376,2016-10-31,72212610.0,Le présent marché a pour objet la réalisation de prestations en assistance des équipes de la Région des Pays de la Loire dans les tâches d'administration de bases de données.,17.67,1.0,0.2,True,0.325,0.0543,0.3409
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",15-141361,2015-12-07,72500000.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,6.41,1.0,,False,0.2285,0.0677,0.3399
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",16-61484,2016-07-28,72413000.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,14.09,1.0,,False,0.437,0.6511,0.6067
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",16-85619,2016-10-12,32550000.0,Fourniture et maintenance des autocommutateurs des lycees publics de la région des pays de la Loire,16.59,1.0,,False,0.3489,0.235,0.4487
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",16-85662,2016-10-14,72320000.0,prestation d'alimentation et de gestion de base de données pour les besoins de la Région des Pays de la Loire à Nantes,16.66,1.0,,False,0.423,0.224,0.4853
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",16-96174,2016-10-18,48810000.0,SYSTEMES D'INFORMATION POUR LES LYCEES PUBLICS ET E.R.E.A DE LA REGION DES PAYS DE LA LOIRE,16.79,1.0,,False,0.5617,0.2021,0.5535
15-78924,SIREN:234400034,,2015-05-26,12.0,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",16-124376,2016-10-31,72212610.0,Le présent marché a pour objet la réalisation de prestations en assistance des équipes de la Région des Pays de la Loire dans les tâches d'administration de bases de données.,17.21,1.0,,False,0.5053,0.131,0.5044
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-61484,2016-07-28,72413000.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,9.66,1.0,0.2,True,0.4075,0.6097,0.4849
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-84309,2016-08-17,32353000.0,"Transcription audio, par voix humaine, de documents (textes et photos)",10.32,1.0,0.0,True,0.3306,0.7192,0.4261
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-85619,2016-10-12,32550000.0,Fourniture et maintenance des autocommutateurs des lycees publics de la région des pays de la Loire,12.16,1.0,0.0,True,0.3565,0.9742,0.4874
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-85662,2016-10-14,72320000.0,prestation d'alimentation et de gestion de base de données pour les besoins de la Région des Pays de la Loire à Nantes,12.22,1.0,0.2,True,0.435,0.9632,0.5666
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-96174,2016-10-18,48810000.0,SYSTEMES D'INFORMATION POUR LES LYCEES PUBLICS ET E.R.E.A DE LA REGION DES PAYS DE LA LOIRE,12.35,1.0,0.0,True,0.5891,0.9413,0.5739
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-124376,2016-10-31,72212610.0,Le présent marché a pour objet la réalisation de prestations en assistance des équipes de la Région des Pays de la Loire dans les tâches d'administration de bases de données.,12.78,1.0,0.2,True,0.4507,0.8701,0.5543
15-92588,SIREN:234400034,72500000.0,2015-10-08,12.0,réalisation et diffusion de publications digitales (magazine numérique) au profit du Conseil régional des Pays de la Loire à Nantes,16-136139,2016-12-27,72222000.0,Accompagnement pour la mise en oeuvre du Schéma Directeur Numérique de la Région des Pays de la Loire,14.65,1.0,0.2,True,0.5122,0.558,0.5165
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,19-41115,2019-06-11,31625100.0,"Maintenance préventive et corrective des systèmes de sécurité incendie, des équipements d'alarme et des équipements de lutte contre l'incendie des services de l'État en région Pays de l",42.12,1.0,0.0,True,0.3339,0.0193,0.2874
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,19-32405,2019-06-27,35113430.0,Conception et acquisition de gilets haute visibilité normalisés à destination des élèves empruntant le transport scolaire dans la Région des Pays de la Loire,42.64,1.0,0.0,True,0.227,0.1069,0.2622
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,19-137030,2019-09-12,48000000.0,MISE A DISPOSITION D'UNE SOLUTION APPLICATIVE EN MODE SAAS PERMETTANT LA GESTION DES TEMPS ET DES ACTIVITES,45.17,1.0,0.0,True,0.2263,0.5285,0.3462
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,19-174098,2019-11-21,72000000.0,Gestion de la relation avec les acteurs externes - Paramétrage et intégration du CRM Microsoft Dynamics 365 dans le système d'information de la Région des Pays de la Loire,47.47,1.0,0.2,True,0.4414,0.9117,0.5589
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,20-5957,2020-01-16,72000000.0,"CREATION D'UNE PLATEFORME NUMERIQUE D'OFFRES DE STAGES ET DE CONTRATS D'ALTERNANCE : Mise en ligne, apport d'offres et maintenance",49.31,1.0,0.2,True,0.2835,0.7816,0.4697
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,19-184490,2020-03-30,72222100.0,"Comptages automatiques ferroviaires de voyageurs : centralisation des données, traitement, restitution et analyse",51.74,1.0,0.2,True,0.3026,0.3765,0.3964
15-141361,SIREN:234400034,72500000.0,2015-12-07,48.0,maintenance des licences business objects au profit du Conseil Régional à Nantes,20-70855,2020-06-02,32353000.0,"Le présent accord cadre a pour objet une prestation de transcription audio, par voix humaine, de documents d'information.",53.84,1.0,0.0,True,0.2257,0.0261,0.2455
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-32737,2020-03-05,72212221.0,Conception et mise en oeuvre d'agents conversationnels (chatbot),43.23,1.0,0.2,True,0.2997,0.2054,0.361
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,19-184490,2020-03-30,72222100.0,"Comptages automatiques ferroviaires de voyageurs : centralisation des données, traitement, restitution et analyse",44.05,1.0,0.2,True,0.2592,0.3423,0.3721
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-70855,2020-06-02,32353000.0,"Le présent accord cadre a pour objet une prestation de transcription audio, par voix humaine, de documents d'information.",46.16,1.0,0.0,True,0.2852,0.6927,0.4026
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-12202,2020-06-11,72000000.0,Mise en place d'un centre de service de développement pour la Région des Pays de la Loire,46.45,1.0,0.2,True,0.6362,0.742,0.6029
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-65753,2020-07-22,48810000.0,EVOLUTION DES SYSTEMES D'INFORMATION DES LYCEES PUBLICS ET EREA DE LA REGION DES PAYS DE LA LOIRE,47.8,1.0,0.0,True,0.4876,0.9665,0.5383
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-142015,2020-11-21,72000000.0,Assistance à maîtrise d'ouvrage technique pour le suivi du système d'information multimodale Destineo en Pays de la Loire,51.81,1.0,0.2,True,0.5951,0.3655,0.5111
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-111698,2020-12-04,32412110.0,EVOLUTION DES SYSTEMES D'INFORMATION DES LYCEES PUBLICS ET EREA DE LA REGION DES PAYS DE LA LOIRE - Lot 2 : Evolution des infrastructures wifi des lycées publics et EREA,52.23,1.0,0.0,True,0.5084,0.2943,0.4122
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-155284,2020-12-20,79310000.0,Prestation d'accélération internationale des filières économiques stratégiques des Pays de la Loire,52.76,1.0,0.0,True,0.381,0.2067,0.3437
16-61484,SIREN:234400034,72413000.0,2016-07-28,48.0,Réalisation de développements d'applications web ainsi que la maintenance des applications existantes développées spécifiquement pour le compte de la Région des Pays de la Loire,20-110309,2021-01-11,72220000.0,"PRESTATION D'ASSISTANCE SUR LE SYSTEME D'INFORMATION DÉCISIONNEL, L'OPEN DATA ET L'ALIMENTATION ET LA GESTION DE BASES DE DONNEES",53.48,1.0,0.2,True,0.4351,0.0863,0.3913
16-84309,SIREN:234400034,32353000.0,2016-08-17,12.0,"Transcription audio, par voix humaine, de documents (textes et photos)",17-102923,2017-07-20,48000000.0,Parcours de formation stagiaires ou apprentis: application de dématérialisation des feuilles d'émargement et de suivi des participants,11.07,1.0,0.0,True,0.253,0.8452,0.4202
16-84309,SIREN:234400034,32353000.0,2016-08-17,12.0,"Transcription audio, par voix humaine, de documents (textes et photos)",17-77862,2017-10-04,34144700.0,"Conception, orgnisation et animation du dispositif ApprentiBus pour la promotion des métiers et de l'apprentissage en région Pays de la Loire",13.57,1.0,0.0,True,0.3219,0.7387,0.4265
16-84309,SIREN:234400034,32353000.0,2016-08-17,12.0,"Transcription audio, par voix humaine, de documents (textes et photos)",17-120212,2017-12-15,72000000.0,Réalisation d'une application de signalement pour les usagers du TER,15.93,1.0,0.0,True,0.312,0.3445,0.3437
16-84309,SIREN:234400034,32353000.0,2016-08-17,12.0,"Transcription audio, par voix humaine, de documents (textes et photos)",17-142035,2017-12-26,48000000.0,Parcours de formation stagiaires ou apprentis: application de dématérialisation des feuilles d'émargement et de suivi des participants,16.29,1.0,0.0,True,0.253,0.2843,0.3081
16-84309,SIREN:234400034,32353000.0,2016-08-17,12.0,"Transcription audio, par voix humaine, de documents (textes et photos)",17-114118,2017-12-28,48000000.0,Renouvellement et exploitation du système d'information multimodale DESTINEO en région des Pays de la Loire - Lot no2: Fourniture des différents médias,16.36,1.0,0.0,True,0.2386,0.2733,0.3001
