contract_id,renewal_contract_id,event,composite_score,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,text_similarity,cpv_match_score,temporal_score,declared_duration_months,observed_duration_months
BOAMP:15-98976,BOAMP:17-44758,1,0.4149,0.4149,,,1,True,False,0.3139,0.0,0.6965,24.0,25.82
BOAMP:15-100830,BOAMP:18-146639,1,0.3984,0.3984,0.3178,0.08059999999999995,2,False,False,0.3868,0.0,0.4682,48.0,44.81
BOAMP:15-100455,BOAMP:19-156899,1,0.6917,0.6917,0.5562,0.13549999999999995,15,False,False,0.4014,1.0,0.6557,48.0,50.07
BOAMP:15-102510,,0,,,,,0,False,False,,,,48.0,107.16
BOAMP:15-105085,BOAMP:19-106429,1,0.4209,0.4209,,,1,True,False,0.342,0.2,0.4203,48.0,51.48
BOAMP:15-104125,BOAMP:19-110370,1,0.4766,0.4766,0.4376,0.039000000000000035,3,False,False,0.2212,0.2,0.9404,48.0,48.36
BOAMP:15-107245,BOAMP:19-177021,1,0.4808,0.4808,0.4048,0.07600000000000001,2,False,False,0.5384,0.2,0.3272,48.0,52.04
BOAMP:15-108955,BOAMP:19-105444,1,0.8015,0.8015,0.5779,0.22360000000000002,3,False,True,0.6364,,0.9829,48.0,47.9
BOAMP:15-108645,BOAMP:19-73211,1,0.3915,0.3915,,,1,True,False,0.282,0.0,0.6435,48.0,45.86
BOAMP:15-111481,BOAMP:19-59985,1,0.6991,0.6991,0.5013,0.1978000000000001,3,False,False,0.5054,1.0,0.4847,48.0,44.91
BOAMP:15-111661,,0,,,,,0,False,False,,,,36.0,113.37
BOAMP:15-114783,BOAMP:19-103125,1,0.5713,0.5713,0.4016,0.16970000000000002,3,False,False,0.4805,0.2,0.8953,48.0,47.37
BOAMP:15-115709,BOAMP:19-187147,1,0.3922,0.3922,0.3813,0.01090000000000002,3,False,False,0.4364,0.0,0.3382,48.0,51.97
BOAMP:15-115988,BOAMP:19-85688,1,0.3476,0.3476,0.3328,0.014800000000000035,3,False,False,0.3631,0.0,0.2615,48.0,52.43
BOAMP:15-115336,,0,,,,,0,False,False,,,,60.0,101.41
BOAMP:15-119589,,0,,,,,0,False,False,,,,48.0,112.94
BOAMP:15-119639,,0,,,,,0,False,False,,,,48.0,109.92
BOAMP:15-122609,BOAMP:21-25043,1,0.5402,0.5402,,,1,True,False,0.3229,,0.6299,60.0,62.22
BOAMP:15-90876,,0,,,,,0,False,False,,,,48.0,112.71
BOAMP:15-124226,BOAMP:19-71679,1,0.985,0.985,0.5817,0.4033,6,False,True,0.9847,1.0,0.9555,48.0,47.73
BOAMP:15-133200,,0,,,,,0,False,False,,,,6.0,112.02
BOAMP:15-134263,,0,,,,,0,False,False,,,,48.0,111.96
BOAMP:15-136371,,0,,,,,0,False,False,,,,48.0,111.79
BOAMP:15-139094,,0,,,,,0,False,False,,,,38.0,108.94
BOAMP:15-141361,BOAMP:19-174098,1,0.5589,0.5589,0.4697,0.08919999999999995,7,False,False,0.4414,0.2,0.9117,48.0,47.47
BOAMP:15-142353,BOAMP:20-2441,1,0.7357,0.7357,0.3501,0.3856,2,False,True,0.777,1.0,0.1246,48.0,53.25
BOAMP:15-143083,,0,,,,,0,False,False,,,,48.0,111.43
BOAMP:15-144405,,0,,,,,0,False,False,,,,48.0,111.3
BOAMP:15-146024,BOAMP:20-28749,1,0.5011,0.5011,0.393,0.10809999999999997,3,False,False,0.36,0.4,0.5353,48.0,50.79
BOAMP:15-150393,,0,,,,,0,False,False,,,,12.0,110.87
BOAMP:15-153008,BOAMP:19-172734,1,0.8895,0.8895,0.4101,0.47939999999999994,3,False,True,0.8144,1.0,0.8187,48.0,46.91
BOAMP:15-154566,BOAMP:20-4011,1,0.4922,0.4922,0.4863,0.005900000000000016,2,False,False,0.5641,0.2,0.3327,48.0,52.0
BOAMP:15-160688,BOAMP:20-8882,1,0.4967,0.4967,,,1,True,False,0.3078,,0.4969,48.0,51.02
BOAMP:15-159244,BOAMP:16-63342,1,0.534,0.534,0.4505,0.08350000000000002,7,False,False,0.4854,0.0,0.9492,12.0,11.7
BOAMP:15-164088,BOAMP:19-104228,1,0.4037,0.4037,,,1,True,False,0.4494,0.0,0.3697,48.0,44.22
BOAMP:15-164187,BOAMP:19-169855,1,0.5206,0.5206,0.3996,0.12099999999999994,3,False,False,0.3423,0.2,0.9185,48.0,48.49
BOAMP:15-165050,BOAMP:16-81907,1,0.5011,0.5011,0.4906,0.01050000000000001,2,False,False,0.3368,0.2,0.8318,12.0,13.01
BOAMP:15-165845,,0,,,,,0,False,False,,,,3.0,106.47
BOAMP:15-168917,,0,,,,,0,False,False,,,,48.0,109.72
BOAMP:15-169809,BOAMP:19-165120,1,0.5189,0.5189,0.432,0.08690000000000003,3,False,False,0.4499,0.0,0.9446,48.0,47.67
BOAMP:15-171325,,0,,,,,0,False,False,,,,24.0,109.69
BOAMP:15-173700,,0,,,,,0,False,False,,,,36.0,109.46
BOAMP:15-174987,BOAMP:19-136955,1,0.8828,0.8828,0.5444,0.33840000000000003,4,False,True,0.8962,1.0,0.6216,48.0,45.73
BOAMP:15-175210,BOAMP:20-26585,1,0.6032,0.6032,0.5473,0.05589999999999995,14,False,False,0.5138,0.2,0.9884,48.0,47.93
BOAMP:15-175690,,0,,,,,0,False,False,,,,24.0,106.24
BOAMP:15-177015,,0,,,,,0,False,False,,,,48.0,104.11
BOAMP:15-178728,BOAMP:19-177021,1,0.5581,0.5581,0.5036,0.05449999999999999,3,False,False,0.6193,0.2,0.5517,48.0,50.69
BOAMP:15-179034,,0,,,,,0,False,False,,,,48.0,109.13
BOAMP:15-179747,BOAMP:19-165120,1,0.5014,0.5014,0.4556,0.04579999999999995,3,False,False,0.4554,0.0,0.846,48.0,47.08
BOAMP:15-178791,BOAMP:20-12070,1,0.823,0.823,0.7544,0.0686,14,False,True,0.7132,1.0,0.6886,48.0,49.87
BOAMP:15-182957,BOAMP:19-165120,1,0.4877,0.4877,0.4628,0.024900000000000033,4,False,False,0.4405,0.0,0.8077,48.0,46.85
BOAMP:15-184251,,0,,,,,0,False,False,,,,36.0,103.98
BOAMP:15-185112,BOAMP:19-126819,1,0.6142,0.6142,0.4563,0.15789999999999998,3,False,False,0.5864,,0.3806,48.0,44.28
BOAMP:15-186668,,0,,,,,0,False,False,,,,48.0,104.89
BOAMP:15-187883,BOAMP:19-174809,1,0.7289,0.7289,0.6866,0.042300000000000004,6,False,False,0.5632,,0.857,48.0,47.14
BOAMP:15-189271,BOAMP:19-174809,1,0.63,0.63,0.5671,0.06289999999999996,6,False,False,0.652,0.2,0.846,48.0,47.08
BOAMP:15-191209,BOAMP:20-892,1,0.6874,0.6874,,,1,True,False,0.4518,,0.924,48.0,48.46
BOAMP:15-192356,BOAMP:16-128161,1,0.6234,0.6234,0.5634,0.05999999999999994,4,False,False,0.3467,1.0,0.4236,12.0,8.54
BOAMP:16-2771,BOAMP:19-126819,1,0.5657,0.5657,0.4818,0.08389999999999997,3,False,False,0.5747,,0.2219,48.0,43.33
BOAMP:16-3447,,0,,,,,0,False,False,,,,48.0,107.65
BOAMP:16-4040,,0,,,,,0,False,False,,,,48.0,107.62
BOAMP:16-6135,BOAMP:20-23861,1,0.4925,0.4925,,,1,True,False,0.4599,0.0,0.7926,48.0,49.24
BOAMP:16-5206,BOAMP:18-70110,1,0.688,0.688,0.6654,0.022599999999999953,7,False,False,0.4416,,0.947,28.0,28.32
BOAMP:16-7712,BOAMP:18-29896,1,0.5319,0.5319,,,1,True,False,0.5584,0.2,0.5425,24.0,21.25
BOAMP:16-1046,,0,,,,,0,False,False,,,,55.0,107.42
BOAMP:16-7640,BOAMP:20-19986,1,0.5156,0.5156,0.4673,0.048299999999999954,2,False,False,0.4739,0.0,0.8802,48.0,48.72
BOAMP:16-7903,,0,,,,,0,False,False,,,,48.0,104.86
BOAMP:16-10778,BOAMP:18-8879,1,0.617,0.617,0.5534,0.06359999999999999,3,False,False,0.6431,0.4,0.5486,24.0,26.71
BOAMP:16-10414,,0,,,,,0,False,False,,,,24.0,107.29
BOAMP:16-10649,BOAMP:19-131601,1,0.4811,0.4811,0.4729,0.00820000000000004,5,False,False,0.4353,,0.1835,48.0,43.1
BOAMP:16-12477,BOAMP:20-59734,1,0.4466,0.4466,,,1,True,False,0.2721,0.0,0.9391,48.0,47.63
BOAMP:16-14558,,0,,,,,0,False,False,,,,36.0,101.87
BOAMP:16-15282,BOAMP:19-190109,1,0.4601,0.4601,,,1,True,False,0.3961,0.0,0.7584,48.0,46.55
BOAMP:16-16627,BOAMP:19-160471,1,0.5697,0.5697,0.4847,0.08499999999999996,5,False,False,0.5361,0.2,0.7762,48.0,49.34
BOAMP:16-17002,BOAMP:19-87143,1,0.4908,0.4908,,,1,True,False,0.3769,,0.3366,36.0,39.98
BOAMP:16-19705,,0,,,,,0,False,False,,,,48.0,102.33
BOAMP:16-21939,BOAMP:19-102776,1,0.3471,0.3471,,,1,True,False,0.2615,0.0,0.4628,48.0,44.78
BOAMP:16-23686,,0,,,,,0,False,False,,,,48.0,102.46
BOAMP:16-26260,BOAMP:16-151887,1,0.342,0.342,,,1,True,False,0.3311,0.0,0.2976,12.0,7.79
BOAMP:16-20531,,0,,,,,0,False,False,,,,48.0,106.24
BOAMP:16-25827,,0,,,,,0,False,False,,,,48.0,106.24
BOAMP:16-27767,,0,,,,,0,False,False,,,,48.0,106.18
BOAMP:16-28465,,0,,,,,0,False,False,,,,48.0,106.01
BOAMP:16-30120,BOAMP:20-27358,1,0.9464,0.9464,0.5925,0.3539,4,False,True,0.8882,1.0,0.9555,48.0,47.73
BOAMP:16-30715,,0,,,,,0,False,False,,,,48.0,105.98
BOAMP:16-30963,BOAMP:20-70265,1,0.8041,0.8041,0.4635,0.3406,3,False,True,0.7892,1.0,0.4422,48.0,51.35
BOAMP:16-32105,,0,,,,,0,False,False,,,,12.0,102.96
BOAMP:16-33283,BOAMP:16-135042,1,0.5899,0.5899,0.5347,0.05520000000000003,8,False,False,0.5672,0.2,0.8154,12.0,13.11
BOAMP:16-33632,BOAMP:20-26585,1,0.6786,0.6786,0.613,0.06559999999999999,15,False,False,0.6183,0.4,0.9063,48.0,47.44
BOAMP:16-27384,,0,,,,,0,False,False,,,,48.0,105.55
BOAMP:16-38113,BOAMP:19-160471,1,0.625,0.625,0.4579,0.16710000000000003,5,False,False,0.5628,0.2,0.9993,48.0,48.0
BOAMP:16-40838,BOAMP:20-76288,1,0.5639,0.5639,,,1,True,False,0.4201,,0.5243,48.0,50.85
BOAMP:16-42023,,0,,,,,0,False,False,,,,48.0,105.26
BOAMP:16-42170,,0,,,,,0,False,False,,,,48.0,101.08
BOAMP:16-42996,,0,,,,,0,False,False,,,,19.0,101.08
BOAMP:16-43654,,0,,,,,0,False,False,,,,48.0,105.09
BOAMP:16-45436,,0,,,,,0,False,False,,,,48.0,99.84
BOAMP:16-45870,BOAMP:19-35566,1,0.7135,0.7135,0.3797,0.33380000000000004,4,False,True,0.474,0.8,0.8695,36.0,35.22
BOAMP:16-44890,BOAMP:17-56105,1,0.5487,0.5487,,,1,True,False,0.257,,0.7935,12.0,13.24
BOAMP:16-48130,BOAMP:20-133527,1,0.627,0.627,0.6246,0.0023999999999999577,5,False,False,0.4399,,0.7214,48.0,49.67
BOAMP:16-48232,BOAMP:20-27358,1,0.9141,0.9141,0.5573,0.3568,4,False,True,0.8869,1.0,0.7968,48.0,46.78
BOAMP:16-46830,BOAMP:19-82021,1,0.5224,0.5224,,,1,True,False,0.4963,0.0,0.8695,36.0,35.22
BOAMP:16-54252,,0,,,,,0,False,False,,,,12.0,104.53
BOAMP:16-53642,,0,,,,,0,False,False,,,,48.0,101.45
BOAMP:16-54197,BOAMP:20-66643,1,0.5481,0.5481,0.4958,0.05230000000000001,16,False,False,0.5908,0.0,0.809,48.0,49.15
BOAMP:16-54370,BOAMP:20-66643,1,0.537,0.537,0.4868,0.05020000000000002,15,False,False,0.5629,0.0,0.809,48.0,49.15
BOAMP:16-55219,BOAMP:20-88363,1,0.3979,0.3979,0.283,0.1149,2,False,False,0.344,0.0,0.5517,48.0,50.69
BOAMP:16-34964,,0,,,,,0,False,False,,,,48.0,104.4
BOAMP:16-55493,,0,,,,,0,False,False,,,,14.0,104.4
BOAMP:16-56502,,0,,,,,0,False,False,,,,60.0,104.3
BOAMP:16-57562,BOAMP:19-85688,1,0.5568,0.5568,0.4848,0.07199999999999995,2,False,False,0.3951,0.8,0.2438,48.0,43.46
BOAMP:16-61061,BOAMP:19-174809,1,0.4373,0.4373,0.4224,0.014900000000000024,2,False,False,0.4093,0.4,0.1178,48.0,42.71
BOAMP:16-61484,BOAMP:20-12202,1,0.6029,0.6029,0.5383,0.06459999999999999,9,False,False,0.6362,0.2,0.742,48.0,46.45
BOAMP:16-62960,BOAMP:20-31844,1,0.4341,0.4341,0.4155,0.018600000000000005,2,False,False,0.5527,0.0,0.3149,48.0,43.89
BOAMP:16-63210,,0,,,,,0,False,False,,,,48.0,103.94
BOAMP:16-63741,,0,,,,,0,False,False,,,,12.0,100.92
BOAMP:16-65569,,0,,,,,0,False,False,,,,48.0,103.84
BOAMP:16-64280,,0,,,,,0,False,False,,,,60.0,99.61
BOAMP:16-63342,BOAMP:20-132336,1,0.5183,0.5183,0.4892,0.02909999999999996,10,False,False,0.4916,0.0,0.8583,48.0,48.85
BOAMP:16-66951,,0,,,,,0,False,False,,,,3.0,103.65
BOAMP:16-67267,,0,,,,,0,False,False,,,,39.0,97.21
BOAMP:16-68875,,0,,,,,0,False,False,,,,48.0,103.65
BOAMP:16-69641,,0,,,,,0,False,False,,,,48.0,103.61
BOAMP:16-63298,,0,,,,,0,False,False,,,,5.0,103.48
BOAMP:16-70203,BOAMP:19-80203,1,0.3835,0.3835,,,1,True,False,0.2898,0.0,0.5878,37.0,34.53
BOAMP:16-72442,BOAMP:20-50446,1,0.7338,0.7338,0.533,0.20079999999999998,7,False,True,0.8678,0.2,0.9336,48.0,47.6
BOAMP:16-73215,BOAMP:19-36958,1,0.5967,0.5967,0.5518,0.04490000000000005,11,False,False,0.5059,0.2,0.9717,36.0,36.17
BOAMP:16-73358,BOAMP:20-2441,1,0.7196,0.7196,0.5493,0.1703,3,False,True,0.6907,0.4,0.9665,48.0,47.8
BOAMP:16-73319,BOAMP:20-70268,1,0.8782,0.8782,0.4077,0.4705,4,False,True,0.7471,1.0,0.8966,48.0,48.62
BOAMP:16-74130,,0,,,,,0,False,False,,,,48.0,101.18
BOAMP:16-74267,BOAMP:20-115620,1,0.4425,0.4425,0.4077,0.0348,6,False,False,0.4262,0.2,0.3601,48.0,51.84
BOAMP:16-77563,BOAMP:20-140005,1,0.7979,0.7979,,,1,True,False,0.9597,1.0,0.0699,48.0,53.58
BOAMP:16-78018,,0,,,,,0,False,False,,,,72.0,103.06
BOAMP:16-81005,BOAMP:17-68883,1,0.605,0.605,0.582,0.02300000000000002,3,False,False,0.682,0.0,0.9109,12.0,11.47
BOAMP:16-81774,BOAMP:19-163024,1,0.5176,0.5176,0.4513,0.06629999999999997,3,False,False,0.3302,0.4,0.6776,48.0,49.93
BOAMP:16-79797,BOAMP:17-39998,1,0.4447,0.4447,0.4096,0.035099999999999965,4,False,False,0.3153,0.0,0.8428,12.0,12.94
BOAMP:16-83187,BOAMP:20-8882,1,0.4252,0.4252,,,1,True,False,0.303,,0.2383,48.0,43.43
BOAMP:16-84309,BOAMP:17-77862,1,0.4265,0.4265,0.4202,0.006299999999999972,6,False,False,0.3219,0.0,0.7387,12.0,13.57
BOAMP:16-81907,BOAMP:20-85492,1,0.4631,0.4631,0.3445,0.11860000000000004,2,False,False,0.2961,0.0,0.9733,48.0,48.16
BOAMP:16-81846,,0,,,,,0,False,False,,,,48.0,99.11
BOAMP:16-83013,,0,,,,,0,False,False,,,,48.0,95.14
BOAMP:16-79523,BOAMP:17-100105,1,0.4794,0.4794,0.4745,0.0049000000000000155,12,False,False,0.5297,0.0,0.5878,12.0,9.53
BOAMP:16-84729,BOAMP:20-70265,1,0.6205,0.6205,0.5066,0.1139,4,False,False,0.6924,0.0,0.9678,48.0,48.19
BOAMP:16-85552,BOAMP:17-77862,1,0.5005,0.5005,0.4324,0.06809999999999994,8,False,False,0.4044,0.0,0.9437,12.0,11.66
BOAMP:16-85545,BOAMP:20-75569,1,0.2986,0.2986,,,1,True,False,0.2489,0.0,0.2451,48.0,52.53
BOAMP:16-85662,BOAMP:17-62129,1,0.5531,0.5531,0.5107,0.04239999999999999,6,False,False,0.4358,0.2,0.894,6.0,6.64
BOAMP:16-85619,BOAMP:20-138135,1,0.6182,0.6182,0.5531,0.06509999999999994,10,False,False,0.7513,0.4,0.3382,48.0,51.97
BOAMP:16-80474,,0,,,,,0,False,False,,,,48.0,96.02
BOAMP:16-92101,,0,,,,,0,False,False,,,,41.0,98.62
BOAMP:16-94328,,0,,,,,0,False,False,,,,60.0,102.14
BOAMP:16-96174,BOAMP:17-140948,1,0.6132,0.6132,0.6059,0.007299999999999973,22,False,False,0.7322,0.2,0.6018,12.0,14.39
BOAMP:16-95884,BOAMP:18-144441,1,0.4579,0.4579,,,1,True,False,0.5666,0.0,0.4063,24.0,27.56
BOAMP:16-98551,BOAMP:20-6485,1,0.5659,0.5659,0.5323,0.03359999999999996,3,False,False,0.5165,0.2,0.7968,48.0,46.78
BOAMP:16-98698,BOAMP:18-74252,1,0.8928,0.8928,0.4273,0.4655,4,False,True,1.0,0.6,0.9641,24.0,23.78
BOAMP:16-97484,,0,,,,,0,False,False,,,,48.0,96.29
BOAMP:16-92162,,0,,,,,0,False,False,,,,48.0,96.39
BOAMP:16-98038,,0,,,,,0,False,False,,,,36.0,101.91
BOAMP:16-100426,BOAMP:20-66280,1,0.4875,0.4875,0.4832,0.0042999999999999705,2,False,False,0.286,0.6,0.3655,48.0,51.81
BOAMP:16-98835,,0,,,,,0,False,False,,,,60.0,101.74
BOAMP:16-102238,,0,,,,,0,False,False,,,,24.0,101.74
BOAMP:16-102715,BOAMP:17-91935,1,0.5067,0.5067,0.4763,0.030400000000000038,13,False,False,0.2949,0.2,0.9437,12.0,11.66
BOAMP:16-103088,BOAMP:17-73142,1,0.4466,0.4466,0.3828,0.06380000000000002,3,False,False,0.5026,0.0,0.4779,6.0,9.13
BOAMP:16-104455,,0,,,,,0,False,False,,,,48.0,101.61
BOAMP:16-103802,,0,,,,,0,False,False,,,,24.0,101.61
BOAMP:16-103833,BOAMP:20-49949,1,0.6913,0.6913,0.6047,0.08660000000000001,10,False,False,0.841,0.4,0.5243,48.0,50.85
BOAMP:16-106250,,0,,,,,0,False,False,,,,48.0,101.54
BOAMP:16-105530,BOAMP:20-88363,1,0.4809,0.4809,,,1,True,False,0.344,0.0,0.9665,48.0,47.8
BOAMP:16-106204,BOAMP:21-14714,1,0.4532,0.4532,0.3503,0.10289999999999999,2,False,False,0.4657,0.0,0.5845,48.0,50.49
BOAMP:16-106449,,0,,,,,0,False,False,,,,48.0,101.54
BOAMP:16-108815,,0,,,,,0,False,False,,,,8.0,101.35
BOAMP:16-109013,,0,,,,,0,False,False,,,,12.0,101.31
BOAMP:16-109017,BOAMP:17-85294,1,0.5694,0.5694,0.5477,0.021700000000000053,4,False,False,0.5091,0.2,0.8287,12.0,10.97
BOAMP:16-107267,BOAMP:20-70268,1,0.4696,0.4696,0.4432,0.026400000000000035,4,False,False,0.2893,0.2,0.7694,48.0,46.62
BOAMP:16-109854,,0,,,,,0,False,False,,,,48.0,101.22
BOAMP:16-99329,,0,,,,,0,False,False,,,,48.0,97.77
BOAMP:16-110437,,0,,,,,0,False,False,,,,36.0,101.18
BOAMP:16-111867,BOAMP:22-127882,1,0.3394,0.3394,,,1,True,False,0.2134,0.0,0.5199,72.0,69.12
BOAMP:16-114007,,0,,,,,0,False,False,,,,12.0,101.05
BOAMP:16-114945,BOAMP:18-120601,1,0.5831,0.5831,0.5823,0.0007999999999999119,7,False,False,0.4051,0.4,0.8552,24.0,24.87
BOAMP:16-118533,BOAMP:17-124242,1,0.6516,0.6516,,,1,True,False,0.2657,0.8,0.9766,12.0,11.86
BOAMP:16-123498,BOAMP:20-62727,1,0.4806,0.4806,0.4379,0.042700000000000016,6,False,False,0.3734,0.0,0.9063,48.0,47.44
BOAMP:16-124376,BOAMP:18-150422,1,0.723,0.723,0.6325,0.09050000000000002,9,False,True,0.445,0.8,0.975,24.0,23.85
BOAMP:16-125901,,0,,,,,0,False,False,,,,48.0,100.16
BOAMP:16-127032,BOAMP:20-150503,1,0.3989,0.3989,,,1,True,False,0.3903,0.0,0.4641,48.0,51.22
BOAMP:16-128900,,0,,,,,0,False,False,,,,48.0,99.93
BOAMP:16-128870,BOAMP:20-118996,1,0.8016,0.8016,0.5217,0.2798999999999999,8,False,True,0.605,1.0,0.7981,48.0,49.21
BOAMP:16-130215,BOAMP:17-158731,1,0.6387,0.6387,0.4878,0.15090000000000003,3,False,False,0.5229,0.4,0.8975,12.0,12.61
BOAMP:16-128161,BOAMP:21-7561,1,0.7598,0.7598,0.6004,0.1594,11,False,True,0.7579,1.0,0.2834,48.0,52.3
BOAMP:16-131471,,0,,,,,0,False,False,,,,48.0,96.85
BOAMP:16-132878,,0,,,,,0,False,False,,,,48.0,99.61
BOAMP:16-134501,BOAMP:17-90049,1,0.4868,0.4868,0.4667,0.020100000000000007,6,False,False,0.5592,0.0,0.5659,12.0,9.4
BOAMP:16-135042,BOAMP:22-39212,1,0.6949,0.6949,0.6695,0.025399999999999978,18,False,False,0.5594,0.6,0.8555,60.0,59.13
BOAMP:16-136139,BOAMP:17-68186,1,0.6464,0.6464,0.6345,0.011900000000000022,21,False,False,1.0,0.2,0.2319,12.0,7.39
BOAMP:16-136057,BOAMP:17-69161,1,0.4631,0.4631,,,1,True,False,0.617,0.0,0.3314,2.0,6.01
BOAMP:16-139456,BOAMP:20-50911,1,0.5255,0.5255,0.4185,0.10699999999999998,3,False,False,0.481,0.2,0.6654,48.0,45.99
BOAMP:16-139147,BOAMP:17-93952,1,0.8127,0.8127,0.5455,0.2672,3,False,True,0.6366,1.0,0.7904,12.0,10.74
BOAMP:16-139674,BOAMP:20-150503,1,0.5524,0.5524,,,1,True,False,0.6917,0.0,0.6283,48.0,50.23
BOAMP:16-139386,BOAMP:20-152653,1,0.4454,0.4454,0.3713,0.0741,4,False,False,0.553,0.0,0.371,48.0,51.77
BOAMP:16-137248,,0,,,,,0,False,False,,,,48.0,96.02
BOAMP:16-140691,,0,,,,,0,False,False,,,,24.0,99.05
BOAMP:16-142611,,0,,,,,0,False,False,,,,48.0,99.01
BOAMP:16-146809,,0,,,,,0,False,False,,,,12.0,92.44
BOAMP:16-149380,,0,,,,,0,False,False,,,,3.0,98.59
BOAMP:16-151887,,0,,,,,0,False,False,,,,12.0,94.94
BOAMP:16-151274,,0,,,,,0,False,False,,,,36.0,95.17
BOAMP:16-153677,BOAMP:19-102776,1,0.4868,0.4868,0.4107,0.0761,2,False,False,0.3863,0.0,0.9115,36.0,36.53
BOAMP:16-153566,,0,,,,,0,False,False,,,,36.0,98.36
BOAMP:16-153330,BOAMP:22-165917,1,0.6313,0.6313,0.472,0.1593,16,False,False,0.7836,0.0,0.839,60.0,59.03
BOAMP:16-153188,BOAMP:18-122920,1,0.4905,0.4905,0.3563,0.13419999999999999,2,False,False,0.593,0.0,0.5164,28.0,25.1
BOAMP:16-153795,BOAMP:18-88858,1,0.4822,0.4822,0.4782,0.0040000000000000036,4,False,False,0.3563,0.0,0.9483,24.0,24.31
BOAMP:16-155186,BOAMP:17-61199,1,0.5938,0.5938,,,1,True,False,0.4644,1.0,0.0403,12.0,6.24
BOAMP:16-158195,,0,,,,,0,False,False,,,,36.0,98.09
BOAMP:16-158411,,0,,,,,0,False,False,,,,12.0,98.09
BOAMP:16-158975,,0,,,,,0,False,False,,,,90.0,97.86
BOAMP:16-161115,,0,,,,,0,False,False,,,,48.0,95.17
BOAMP:16-166758,BOAMP:20-2441,1,0.5915,0.5915,0.4145,0.17700000000000005,2,False,False,0.6203,,0.2273,48.0,43.36
BOAMP:16-167180,,0,,,,,0,False,False,,,,12.0,96.35
BOAMP:16-170680,BOAMP:20-50446,1,0.5133,0.5133,0.4175,0.0958,4,False,False,0.341,0.2,0.8844,48.0,47.31
BOAMP:16-172610,BOAMP:20-61728,1,0.555,0.555,0.4918,0.06320000000000003,3,False,False,0.47,0.8,0.085,48.0,42.51
BOAMP:16-171762,,0,,,,,0,False,False,,,,18.0,93.33
BOAMP:16-172095,,0,,,,,0,False,False,,,,24.0,96.94
BOAMP:16-173647,,0,,,,,0,False,False,,,,48.0,96.88
BOAMP:16-176618,,0,,,,,0,False,False,,,,48.0,96.71
BOAMP:16-176813,,0,,,,,0,False,False,,,,48.0,91.92
BOAMP:16-179721,,0,,,,,0,False,False,,,,48.0,96.52
BOAMP:16-180684,,0,,,,,0,False,False,,,,1.0,96.48
BOAMP:16-182034,BOAMP:17-80573,1,0.3755,0.3755,,,1,True,False,0.2989,0.0,0.5296,7.0,9.82
BOAMP:16-184522,,0,,,,,0,False,False,,,,48.0,96.25
BOAMP:16-183156,BOAMP:20-150503,1,0.4775,0.4775,,,1,True,False,0.4341,0.0,0.7694,48.0,46.62
BOAMP:16-183705,BOAMP:17-176560,1,0.8828,0.8828,,,1,True,False,0.7269,1.0,0.9601,12.0,11.76
BOAMP:16-184210,BOAMP:20-70832,1,0.5389,0.5389,0.3384,0.20050000000000007,2,False,False,0.6808,0.0,0.5832,48.0,45.5
BOAMP:16-184750,,0,,,,,0,False,False,,,,24.0,96.09
BOAMP:17-1971,,0,,,,,0,False,False,,,,48.0,95.8
BOAMP:17-2924,,0,,,,,0,False,False,,,,12.0,95.73
BOAMP:17-4904,,0,,,,,0,False,False,,,,48.0,95.63
BOAMP:17-8592,BOAMP:18-91798,1,0.4123,0.4123,,,1,True,False,0.3489,,0.0981,12.0,17.41
BOAMP:17-6714,BOAMP:19-190328,1,0.5091,0.5091,,,1,True,False,0.474,0.0,0.8476,36.0,35.09
BOAMP:17-8714,BOAMP:20-150503,1,0.4826,0.4826,,,1,True,False,0.4817,0.0,0.6995,48.0,49.8
BOAMP:17-9361,BOAMP:21-15299,1,0.4853,0.4853,0.4748,0.01050000000000001,9,False,False,0.3817,0.0,0.9131,48.0,48.52
BOAMP:17-10167,,0,,,,,0,False,False,,,,48.0,95.34
BOAMP:17-8483,,0,,,,,0,False,False,,,,4.0,92.81
BOAMP:17-12394,,0,,,,,0,False,False,,,,48.0,95.14
BOAMP:17-13461,BOAMP:20-12070,1,0.5621,0.5621,0.5527,0.009400000000000075,13,False,False,0.4157,0.2,0.979,36.0,35.87
BOAMP:17-14320,,0,,,,,0,False,False,,,,48.0,94.94
BOAMP:17-14986,BOAMP:18-76556,1,0.573,0.573,0.5535,0.019499999999999962,9,False,False,0.4426,0.2,0.9796,12.0,12.12
BOAMP:17-16256,,0,,,,,0,False,False,,,,48.0,94.91
BOAMP:17-15684,,0,,,,,0,False,False,,,,48.0,94.88
BOAMP:17-20659,BOAMP:21-44149,1,0.8857,0.8857,0.5134,0.3723000000000001,2,False,True,0.7994,1.0,0.8296,48.0,46.98
BOAMP:17-19962,BOAMP:18-61507,1,0.4995,0.4995,0.3939,0.10560000000000003,2,False,False,0.4468,0.0,0.8537,12.0,12.88
BOAMP:17-19635,,0,,,,,0,False,False,,,,1.0,94.61
BOAMP:17-20825,BOAMP:21-28963,1,0.5062,0.5062,0.2769,0.2293,2,False,False,0.242,0.4,0.7968,48.0,46.78
BOAMP:17-23389,BOAMP:17-147216,1,0.7409,0.7409,0.675,0.06589999999999996,2,False,True,0.6707,0.6,0.8633,9.0,8.18
