contract_id,renewal_contract_id,event,composite_score,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict,text_similarity,cpv_match_score,temporal_score,declared_duration_months,observed_duration_months
BOAMP:18-76556,BOAMP:22-87982,1,0.6855,0.6855,0.5014,0.18410000000000004,4,False,False,0.5099,0.6,0.9076,48.0,48.55
BOAMP:18-79401,BOAMP:19-56150,1,0.4883,0.4883,0.4101,0.07819999999999999,3,False,False,0.3468,0.0,0.998,6.0,6.01
BOAMP:18-79743,BOAMP:22-1668,1,0.8279,0.8279,,,1,True,False,1.0,1.0,0.1397,48.0,42.84
BOAMP:18-80935,,0,,,,,0,False,False,,,,48.0,78.65
BOAMP:18-80158,BOAMP:19-56876,1,0.4589,0.4589,0.4326,0.02629999999999999,4,False,False,0.4456,0.0,0.6535,12.0,9.92
BOAMP:18-79940,,0,,,,,0,False,False,,,,48.0,78.61
BOAMP:18-86992,,0,,,,,0,False,False,,,,48.0,78.32
BOAMP:18-87166,BOAMP:20-142015,1,0.5032,0.5032,0.4644,0.0388,10,False,False,0.5238,0.0,0.7184,24.0,25.69
BOAMP:18-87219,,0,,,,,0,False,False,,,,12.0,78.25
BOAMP:18-87467,,0,,,,,0,False,False,,,,4.0,76.74
BOAMP:18-91062,,0,,,,,0,False,False,,,,48.0,78.09
BOAMP:18-89409,BOAMP:21-125536,1,0.39,0.39,,,1,True,False,0.3332,0.0,0.5337,36.0,38.8
BOAMP:18-91090,BOAMP:22-162609,1,0.4491,0.4491,0.4447,0.004400000000000015,8,False,False,0.5687,0.2,0.1082,48.0,53.35
BOAMP:18-90097,BOAMP:24-90280,1,0.4789,0.4789,0.459,0.019899999999999973,7,False,False,0.647,0.0,0.3506,60.0,63.9
BOAMP:18-90616,,0,,,,,0,False,False,,,,48.0,78.02
BOAMP:18-90932,,0,,,,,0,False,False,,,,48.0,78.02
BOAMP:18-88858,BOAMP:20-109382,1,0.4813,0.4813,0.4274,0.0539,2,False,False,0.4061,0.0,0.8443,24.0,24.93
BOAMP:18-91798,,0,,,,,0,False,False,,,,7.0,77.99
BOAMP:18-91441,BOAMP:23-24020,1,0.4482,0.4482,,,1,True,False,0.5957,0.0,0.2998,48.0,52.2
BOAMP:18-94803,BOAMP:19-103545,1,0.6309,0.6309,0.4253,0.2056,3,False,False,0.5781,0.2,0.9985,12.0,11.99
BOAMP:18-93359,BOAMP:19-172484,1,0.5056,0.5056,,,1,True,False,0.4878,0.0,0.8025,18.0,19.19
BOAMP:18-93488,,0,,,,,0,False,False,,,,18.0,67.87
BOAMP:18-95630,BOAMP:22-13142,1,0.4352,0.4352,0.3946,0.04059999999999997,5,False,False,0.2181,0.0,0.9897,48.0,48.06
BOAMP:18-96170,BOAMP:19-117328,1,0.567,0.567,0.5424,0.024599999999999955,7,False,False,0.58,0.0,0.9249,12.0,12.45
BOAMP:18-96470,BOAMP:20-68352,1,0.3466,0.3466,0.3383,0.00830000000000003,2,False,False,0.4725,0.0,0.0379,12.0,17.77
BOAMP:18-98583,,0,,,,,0,False,False,,,,2.0,77.63
BOAMP:18-60137,BOAMP:23-48831,1,0.4293,0.4293,0.3625,0.06680000000000003,2,False,False,0.2451,0.0,0.9063,48.0,47.44
BOAMP:18-97260,BOAMP:22-165686,1,0.5203,0.5203,0.439,0.08129999999999998,8,False,False,0.4691,0.0,0.9131,48.0,48.52
BOAMP:18-98603,BOAMP:21-11209,1,0.4228,0.4228,,,1,True,False,0.2607,0.2,0.5924,24.0,26.45
BOAMP:18-101437,,0,,,,,0,False,False,,,,48.0,77.46
BOAMP:18-100479,,0,,,,,0,False,False,,,,24.0,77.43
BOAMP:18-101350,BOAMP:23-59845,1,0.378,0.378,0.3436,0.034399999999999986,2,False,False,0.4311,0.0,0.2779,48.0,52.33
BOAMP:18-101085,BOAMP:23-72834,1,0.6488,0.6488,,,1,True,False,0.9052,0.2,0.4339,60.0,56.6
BOAMP:18-103319,BOAMP:19-174098,1,0.7117,0.7117,0.6392,0.07250000000000001,10,False,True,0.618,1.0,0.3226,12.0,16.06
BOAMP:18-103911,BOAMP:22-102623,1,0.9965,0.9965,0.5381,0.45840000000000003,21,False,True,0.997,1.0,0.9884,48.0,47.93
BOAMP:18-105237,BOAMP:19-32405,1,0.8538,0.8538,0.3868,0.467,2,False,True,0.8398,0.8,0.8397,12.0,11.04
BOAMP:18-110962,,0,,,,,0,False,False,,,,48.0,76.97
BOAMP:18-110102,,0,,,,,0,False,False,,,,12.0,74.28
BOAMP:18-117157,BOAMP:19-46630,1,0.3773,0.3773,0.3548,0.02250000000000002,2,False,False,0.4741,0.0,0.1881,12.0,7.13
BOAMP:18-110801,,0,,,,,0,False,False,,,,48.0,76.35
BOAMP:18-114671,,0,,,,,0,False,False,,,,16.0,76.28
BOAMP:18-120601,BOAMP:19-165120,1,0.4657,0.4657,0.4601,0.005599999999999994,4,False,False,0.4609,0.0,0.6566,12.0,14.06
BOAMP:18-121819,BOAMP:22-87982,1,0.7934,0.7934,0.4958,0.2976,4,False,True,0.6701,1.0,0.627,48.0,45.76
BOAMP:18-122920,BOAMP:22-165686,1,0.5136,0.5136,0.5023,0.011299999999999977,5,False,False,0.3274,0.2,0.9131,48.0,48.52
BOAMP:18-123694,BOAMP:22-77622,1,0.6044,0.6044,0.5637,0.04070000000000007,4,False,False,0.5901,0.2,0.8419,48.0,48.95
BOAMP:18-124536,,0,,,,,0,False,False,,,,12.0,75.82
BOAMP:18-125586,,0,,,,,0,False,False,,,,48.0,75.79
BOAMP:18-125410,,0,,,,,0,False,False,,,,48.0,75.79
BOAMP:18-126368,BOAMP:22-77622,1,0.954,0.954,0.461,0.49299999999999994,4,False,True,0.9949,1.0,0.7803,48.0,46.68
BOAMP:18-126631,BOAMP:22-114731,1,0.4565,0.4565,0.439,0.017500000000000016,7,False,False,0.3131,0.0,0.9063,48.0,47.44
BOAMP:18-127908,BOAMP:22-60784,1,0.7714,0.7714,0.6903,0.08109999999999995,4,False,True,0.5548,1.0,0.7475,48.0,46.48
BOAMP:18-127661,,0,,,,,0,False,False,,,,48.0,75.59
BOAMP:18-126992,,0,,,,,0,False,False,,,,48.0,75.59
BOAMP:18-127511,BOAMP:22-148365,1,0.6035,0.6035,0.3824,0.22110000000000002,3,False,False,0.9127,0.0,0.4422,48.0,51.35
BOAMP:18-127938,BOAMP:20-68352,1,0.4584,0.4584,0.3169,0.14149999999999996,2,False,False,0.3043,0.0,0.9332,20.0,20.4
BOAMP:18-128159,BOAMP:22-48708,1,0.4688,0.4688,0.4687,9.999999999998899e-05,15,False,False,0.2135,0.2,0.9172,48.0,47.5
BOAMP:18-128655,BOAMP:23-63763,1,0.5637,0.5637,0.5574,0.006299999999999972,14,False,False,0.7401,0.2,0.3382,48.0,51.97
BOAMP:18-128950,BOAMP:22-150817,1,0.8792,0.8792,0.4684,0.4108,6,False,True,0.8949,1.0,0.6064,48.0,50.36
BOAMP:18-129941,,0,,,,,0,False,False,,,,24.0,75.36
BOAMP:18-129881,,0,,,,,0,False,False,,,,48.0,72.7
BOAMP:18-133090,BOAMP:20-155309,1,0.8267,0.8267,0.777,0.049699999999999966,5,False,False,0.8599,0.8,0.6636,24.0,26.02
BOAMP:18-134465,,0,,,,,0,False,False,,,,12.0,83.9
BOAMP:18-135728,,0,,,,,0,False,False,,,,34.0,60.61
BOAMP:18-125716,,0,,,,,0,False,False,,,,36.0,69.12
BOAMP:18-137958,,0,,,,,0,False,False,,,,48.0,74.93
BOAMP:18-137945,,0,,,,,0,False,False,,,,3.0,74.93
BOAMP:18-139266,,0,,,,,0,False,False,,,,54.0,70.04
BOAMP:18-141219,,0,,,,,0,False,False,,,,48.0,74.74
BOAMP:18-144441,,0,,,,,0,False,False,,,,12.0,74.47
BOAMP:18-144285,,0,,,,,0,False,False,,,,48.0,70.6
BOAMP:18-146310,,0,,,,,0,False,False,,,,48.0,74.44
BOAMP:18-146639,BOAMP:19-119207,1,0.8365,0.8365,0.4144,0.42210000000000003,4,False,True,0.8465,1.0,0.4893,12.0,8.94
BOAMP:18-146489,BOAMP:22-131126,1,0.7856,0.7856,0.5037,0.28189999999999993,7,False,True,0.5136,1.0,0.9008,48.0,47.4
BOAMP:18-146220,BOAMP:18-93488,1,0.5783,0.5783,,,1,True,False,0.4878,0.6,0.4159,3.0,6.5
BOAMP:18-146989,,0,,,,,0,False,False,,,,48.0,74.31
BOAMP:18-148384,,0,,,,,0,False,False,,,,48.0,72.17
BOAMP:18-149889,,0,,,,,0,False,False,,,,48.0,74.18
BOAMP:18-149893,BOAMP:19-111839,1,0.4487,0.4487,0.3373,0.1114,3,False,False,0.5158,0.0,0.4619,12.0,8.77
BOAMP:18-150422,BOAMP:20-142015,1,0.5391,0.5391,0.51,0.029100000000000015,11,False,False,0.4173,0.2,0.8607,24.0,24.84
BOAMP:18-150889,BOAMP:22-166698,1,0.5616,0.5616,0.4981,0.0635,4,False,False,0.7183,0.0,0.6216,48.0,45.73
BOAMP:18-151695,BOAMP:20-79138,1,0.5295,0.5295,,,1,True,False,0.4752,,0.2852,24.0,19.71
BOAMP:18-152399,BOAMP:23-56040,1,0.4711,0.4711,0.3989,0.07220000000000004,2,False,False,0.4668,0.0,0.6721,48.0,49.97
BOAMP:18-153394,BOAMP:23-48446,1,0.2992,0.2992,,,1,True,False,0.3163,0.0,0.1137,48.0,53.32
BOAMP:18-153265,,0,,,,,0,False,False,,,,24.0,67.51
BOAMP:18-154720,,0,,,,,0,False,False,,,,48.0,73.85
BOAMP:18-154770,BOAMP:22-77622,1,0.5345,0.5345,0.39,0.14449999999999996,4,False,False,0.552,0.0,0.8187,48.0,46.91
BOAMP:18-154990,BOAMP:22-162095,1,0.4489,0.4489,0.4061,0.042800000000000005,6,False,False,0.3263,0.0,0.8419,48.0,48.95
BOAMP:18-157794,,0,,,,,0,False,False,,,,48.0,73.62
BOAMP:18-158821,,0,,,,,0,False,False,,,,48.0,73.59
BOAMP:18-159087,BOAMP:19-82021,1,0.659,0.659,0.5303,0.12870000000000004,2,False,False,0.7545,,0.2124,11.0,6.27
BOAMP:18-159101,BOAMP:22-118151,1,0.4911,0.4911,0.4393,0.05179999999999996,6,False,False,0.3058,0.4,0.5942,48.0,45.57
BOAMP:18-158087,,0,,,,,0,False,False,,,,36.0,73.52
BOAMP:18-160377,BOAMP:23-81527,1,0.4597,0.4597,0.3655,0.0942,2,False,False,0.3623,0.2,0.5736,48.0,50.56
BOAMP:18-163164,,0,,,,,0,False,False,,,,48.0,73.29
BOAMP:18-165012,BOAMP:19-118102,1,0.5143,0.5143,,,1,True,False,0.2904,0.2,0.9906,12.0,12.06
BOAMP:18-167367,BOAMP:22-165672,1,0.532,0.532,,,1,True,False,0.3762,0.2,0.9076,48.0,48.55
BOAMP:18-166821,BOAMP:20-4011,1,0.596,0.596,0.4932,0.10279999999999995,2,False,False,0.5915,0.4,0.5471,12.0,14.72
BOAMP:18-167431,BOAMP:20-64610,1,0.4298,0.4298,,,1,True,False,0.5333,0.2,0.0826,24.0,18.5
BOAMP:18-168544,BOAMP:20-26585,1,0.5589,0.5589,0.553,0.005899999999999905,10,False,False,0.5887,0.0,0.8671,12.0,11.2
BOAMP:18-169881,,0,,,,,0,False,False,,,,35.0,72.83
BOAMP:18-170789,BOAMP:23-22379,1,0.5731,0.5731,0.4277,0.14540000000000003,3,False,False,0.3129,0.4,0.9897,48.0,48.06
BOAMP:18-171623,BOAMP:22-69458,1,0.4863,0.4863,0.2891,0.1972,2,False,False,0.3584,0.2,0.7146,48.0,46.29
BOAMP:18-173792,BOAMP:22-165672,1,0.5462,0.5462,0.359,0.18720000000000003,2,False,False,0.3762,0.2,0.9788,48.0,48.13
BOAMP:18-173960,BOAMP:20-64610,1,0.5077,0.5077,,,1,True,False,0.5007,0.2,0.537,24.0,21.22
BOAMP:18-174875,BOAMP:23-34854,1,0.6414,0.6414,0.5729,0.0685,21,False,False,0.8415,0.2,0.5243,48.0,50.85
BOAMP:18-177619,BOAMP:19-172734,1,0.3722,0.3722,,,1,True,False,0.3376,0.0,0.4358,9.0,12.39
BOAMP:18-175843,,0,,,,,0,False,False,,,,12.0,69.42
BOAMP:18-177187,,0,,,,,0,False,False,,,,12.0,66.66
BOAMP:18-177300,,0,,,,,0,False,False,,,,24.0,72.31
BOAMP:18-179065,,0,,,,,0,False,False,,,,48.0,69.25
BOAMP:18-180161,BOAMP:20-6008,1,0.477,0.477,0.2844,0.1926,2,False,False,0.574,0.0,0.4869,12.0,15.08
BOAMP:18-173397,,0,,,,,0,False,False,,,,48.0,72.17
BOAMP:19-3707,BOAMP:21-139293,1,0.597,0.597,0.5832,0.013799999999999923,6,False,False,0.6573,0.2,0.6706,36.0,37.98
BOAMP:19-1779,BOAMP:20-5957,1,0.3726,0.3726,,,1,True,False,0.2552,0.2,0.3524,12.0,8.11
BOAMP:19-3078,BOAMP:20-76288,1,0.4591,0.4591,,,1,True,False,0.6715,0.0,0.2024,22.0,17.21
BOAMP:19-2530,,0,,,,,0,False,False,,,,12.0,71.68
BOAMP:19-8964,BOAMP:22-77622,1,0.5421,0.5421,0.4637,0.07840000000000003,3,False,False,0.6458,0.2,0.419,48.0,44.51
BOAMP:19-8916,BOAMP:19-176963,1,0.453,0.453,0.4313,0.021699999999999997,4,False,False,0.2884,0.0,0.9382,12.0,11.63
BOAMP:19-9782,BOAMP:19-88976,1,0.4005,0.4005,,,1,True,False,0.4556,0.0,0.3414,12.0,8.05
BOAMP:19-7404,,0,,,,,0,False,False,,,,12.0,54.89
BOAMP:19-8820,,0,,,,,0,False,False,,,,24.0,66.23
BOAMP:19-10579,BOAMP:22-72719,1,0.401,0.401,0.3965,0.004500000000000004,2,False,False,0.4683,0.2,0.0686,48.0,42.41
BOAMP:19-10428,BOAMP:20-70265,1,0.6337,0.6337,0.3989,0.23480000000000006,3,False,False,0.4311,1.0,0.3062,12.0,16.16
BOAMP:19-12872,BOAMP:23-32316,1,0.3969,0.3969,,,1,True,False,0.2375,0.0,0.7597,48.0,49.44
BOAMP:19-13483,,0,,,,,0,False,False,,,,8.0,56.96
BOAMP:19-16528,,0,,,,,0,False,False,,,,36.0,70.99
BOAMP:19-15670,BOAMP:23-61217,1,0.4745,0.4745,0.4598,0.01469999999999999,4,False,False,0.4194,0.2,0.5339,48.0,45.2
BOAMP:19-16942,BOAMP:23-34705,1,0.5353,0.5353,0.5252,0.010099999999999998,14,False,False,0.4564,0.2,0.7639,48.0,46.58
BOAMP:19-17531,,0,,,,,0,False,False,,,,6.0,67.77
BOAMP:19-17058,BOAMP:19-184490,1,0.5486,0.5486,0.4757,0.07289999999999996,6,False,False,0.2701,0.6,0.7028,12.0,10.22
BOAMP:19-15197,,0,,,,,0,False,False,,,,48.0,70.86
BOAMP:19-18202,,0,,,,,0,False,False,,,,48.0,70.86
BOAMP:19-18263,BOAMP:19-146419,1,0.4034,0.4034,,,1,True,False,0.5997,0.0,0.0677,12.0,6.41
BOAMP:19-17307,BOAMP:23-48831,1,0.3795,0.3795,,,1,True,False,0.2514,0.0,0.6448,48.0,50.13
BOAMP:19-21370,,0,,,,,0,False,False,,,,60.0,70.73
BOAMP:19-21081,,0,,,,,0,False,False,,,,24.0,69.19
BOAMP:19-22390,,0,,,,,0,False,False,,,,24.0,67.38
BOAMP:19-22007,,0,,,,,0,False,False,,,,9.0,70.57
BOAMP:19-21908,BOAMP:20-9474,1,0.4871,0.4871,0.4131,0.07399999999999995,3,False,False,0.2814,0.2,0.8725,12.0,11.24
BOAMP:19-27651,,0,,,,,0,False,False,,,,48.0,70.34
BOAMP:19-28845,BOAMP:22-162095,1,0.5509,0.5509,0.5364,0.014499999999999957,6,False,False,0.4552,0.4,0.5942,48.0,45.57
BOAMP:19-33752,,0,,,,,0,False,False,,,,48.0,70.04
BOAMP:19-32405,BOAMP:20-12202,1,0.488,0.488,0.4745,0.013500000000000012,7,False,False,0.3868,0.0,0.9163,12.0,11.5
BOAMP:19-34598,BOAMP:23-42045,1,0.5389,0.5389,0.5053,0.033600000000000074,5,False,False,0.5431,0.0,0.8583,48.0,48.85
BOAMP:19-34512,,0,,,,,0,False,False,,,,6.0,69.88
BOAMP:19-35566,BOAMP:23-37581,1,0.5435,0.5435,0.3856,0.15789999999999998,5,False,False,0.2772,0.4,0.9131,48.0,48.52
BOAMP:19-35540,BOAMP:22-16811,1,0.4311,0.4311,,,1,True,False,0.3116,0.0,0.7821,30.0,31.31
BOAMP:19-37169,BOAMP:20-6008,1,0.5343,0.5343,,,1,True,False,0.5695,0.0,0.7825,12.0,13.3
BOAMP:19-36958,BOAMP:23-60788,1,0.6098,0.6098,0.5638,0.04600000000000004,15,False,False,0.4683,0.4,0.8625,48.0,47.17
BOAMP:19-39464,,0,,,,,0,False,False,,,,12.0,66.43
BOAMP:19-39750,BOAMP:23-96611,1,0.3524,0.3524,,,1,True,False,0.3376,0.0,0.3368,48.0,44.02
BOAMP:19-41115,BOAMP:21-57207,1,0.5879,0.5879,0.4952,0.0927,13,False,False,0.7086,0.0,0.7724,24.0,22.63
BOAMP:19-43213,BOAMP:23-22379,1,0.5047,0.5047,0.4422,0.06250000000000006,3,False,False,0.474,0.0,0.8254,48.0,49.05
BOAMP:19-46630,BOAMP:20-70746,1,0.5473,0.5473,0.4949,0.0524,5,False,False,0.5538,0.0,0.8791,18.0,18.73
BOAMP:19-47604,,0,,,,,0,False,False,,,,12.0,69.22
BOAMP:19-48376,BOAMP:23-101411,1,0.4258,0.4258,0.4095,0.016300000000000037,3,False,False,0.2611,0.0,0.857,48.0,47.14
BOAMP:19-51014,,0,,,,,0,False,False,,,,12.0,69.12
BOAMP:19-50622,,0,,,,,0,False,False,,,,48.0,69.12
BOAMP:19-49300,BOAMP:21-69582,1,0.4106,0.4106,,,1,True,False,0.2292,0.0,0.8443,24.0,24.93
BOAMP:19-50035,,0,,,,,0,False,False,,,,12.0,69.09
BOAMP:19-51024,,0,,,,,0,False,False,,,,48.0,65.7
BOAMP:19-51224,BOAMP:22-40191,1,0.495,0.495,0.4405,0.05449999999999999,7,False,False,0.4142,0.0,0.8968,36.0,35.38
BOAMP:19-51855,BOAMP:19-181393,1,0.4497,0.4497,0.3489,0.1008,3,False,False,0.3046,0.0,0.889,12.0,11.33
BOAMP:19-52455,,0,,,,,0,False,False,,,,12.0,67.35
BOAMP:19-48030,BOAMP:23-43054,1,0.9615,0.9615,0.4781,0.4834,2,False,True,0.9863,1.0,0.8351,48.0,47.01
BOAMP:19-53794,BOAMP:23-106776,1,0.4699,0.4699,0.4517,0.018199999999999994,2,False,False,0.4837,0.2,0.382,48.0,51.71
BOAMP:19-56150,BOAMP:22-150264,1,0.6127,0.6127,0.5697,0.04300000000000004,10,False,False,0.4454,1.0,0.1726,48.0,43.04
BOAMP:19-55808,BOAMP:23-106736,1,0.6081,0.6081,0.4702,0.13789999999999997,2,False,False,0.5017,0.4,0.7871,48.0,49.28
BOAMP:19-56876,BOAMP:21-51620,1,0.5003,0.5003,0.4315,0.06879999999999997,5,False,False,0.396,0.0,0.9593,24.0,24.24
BOAMP:19-55110,BOAMP:23-60788,1,0.7249,0.7249,0.67,0.05489999999999995,18,False,True,1.0,0.0,0.8747,48.0,48.75
BOAMP:19-62635,,0,,,,,0,False,False,,,,48.0,62.45
BOAMP:19-64938,BOAMP:23-24020,1,0.5291,0.5291,,,1,True,False,0.4939,0.0,0.9076,48.0,48.55
BOAMP:19-54309,BOAMP:24-104541,1,0.5062,0.5062,0.4997,0.006500000000000006,8,False,False,0.6227,0.0,0.5353,48.0,50.79
BOAMP:19-66871,,0,,,,,0,False,False,,,,48.0,68.2
BOAMP:19-66602,BOAMP:23-61217,1,0.4464,0.4464,,,1,True,False,0.2681,0.0,0.9459,48.0,48.32
BOAMP:19-69736,BOAMP:23-58292,1,0.5524,0.5524,0.5082,0.04420000000000002,18,False,False,0.5228,0.0,0.9665,48.0,47.8
BOAMP:19-70735,BOAMP:23-137663,1,0.7644,0.7644,0.4734,0.291,3,False,True,0.9608,0.4,0.6502,48.0,50.1
BOAMP:19-71182,BOAMP:23-73840,1,0.7091,0.7091,,,1,True,False,0.9359,0.0,0.924,48.0,48.46
BOAMP:19-67059,BOAMP:23-125766,1,0.6146,0.6146,0.6055,0.009099999999999997,19,False,False,0.4166,1.0,0.2396,48.0,52.56
BOAMP:19-71679,BOAMP:23-137663,1,0.5034,0.5034,0.4706,0.03279999999999994,3,False,False,0.5583,0.0,0.6502,48.0,50.1
BOAMP:19-73211,,0,,,,,0,False,False,,,,60.0,67.77
BOAMP:19-75615,,0,,,,,0,False,False,,,,48.0,67.61
BOAMP:19-75795,BOAMP:23-12403,1,0.5125,0.5125,,,1,True,False,0.705,0.0,0.4025,48.0,44.42
BOAMP:19-74485,BOAMP:23-37068,1,0.8552,0.8552,0.4928,0.36239999999999994,13,False,True,0.7992,1.0,0.6776,48.0,49.93
BOAMP:19-78493,BOAMP:23-22379,1,0.5634,0.5634,0.487,0.07640000000000002,5,False,False,0.4883,0.2,0.8406,48.0,47.04
BOAMP:19-78854,,0,,,,,0,False,False,,,,12.0,64.85
BOAMP:19-80774,BOAMP:21-103746,1,0.8506,0.8506,,,1,True,False,0.8963,,0.6472,24.0,26.12
BOAMP:19-80016,,0,,,,,0,False,False,,,,24.0,62.71
BOAMP:19-81470,BOAMP:20-68352,1,0.4775,0.4775,0.382,0.09549999999999997,3,False,False,0.3317,0.0,0.9742,12.0,12.16
BOAMP:19-82021,BOAMP:20-47300,1,0.374,0.374,0.3258,0.04820000000000002,3,False,False,0.4245,0.0,0.2709,11.0,15.37
BOAMP:19-80203,BOAMP:23-59845,1,0.5239,0.5239,0.5193,0.0046000000000000485,2,False,False,0.4954,0.0,0.8789,48.0,47.27
BOAMP:19-79147,,0,,,,,0,False,False,,,,19.0,67.21
BOAMP:19-85688,BOAMP:21-83160,1,0.5148,0.5148,0.5083,0.006500000000000061,5,False,False,0.3679,0.8,0.088,24.0,18.53
BOAMP:19-87143,,0,,,,,0,False,False,,,,48.0,66.89
BOAMP:19-87510,BOAMP:23-42045,1,0.5321,0.5321,0.4645,0.0676,4,False,False,0.5139,0.2,0.6325,48.0,45.8
BOAMP:19-87023,,0,,,,,0,False,False,,,,34.0,60.51
BOAMP:19-88976,,0,,,,,0,False,False,,,,5.0,63.37
BOAMP:19-91357,,0,,,,,0,False,False,,,,11.0,66.59
BOAMP:19-90615,BOAMP:23-110154,1,0.436,0.436,0.4045,0.03149999999999997,5,False,False,0.3489,0.0,0.7324,48.0,49.61
BOAMP:19-91082,BOAMP:19-185581,1,0.7397,0.7397,0.4705,0.26920000000000005,2,False,True,1.0,,0.0239,12.0,6.14
BOAMP:19-93739,BOAMP:23-32316,1,0.3371,0.3371,,,1,True,False,0.25,0.0,0.4354,48.0,44.61
BOAMP:19-95263,,0,,,,,0,False,False,,,,48.0,66.39
BOAMP:19-92498,BOAMP:24-141388,1,0.6062,0.6062,0.5103,0.09589999999999999,8,False,False,0.5098,1.0,0.0112,60.0,65.93
BOAMP:19-97686,,0,,,,,0,False,False,,,,48.0,58.67
BOAMP:19-99589,BOAMP:23-97071,1,0.4418,0.4418,,,1,True,False,0.4325,0.0,0.5942,48.0,45.57
BOAMP:19-100067,,0,,,,,0,False,False,,,,48.0,66.06
BOAMP:19-99928,,0,,,,,0,False,False,,,,10.0,66.06
BOAMP:19-103125,BOAMP:20-6485,1,0.5778,0.5778,0.5504,0.02739999999999998,3,False,False,0.552,0.2,0.7849,12.0,10.71
BOAMP:19-103833,,0,,,,,0,False,False,,,,4.0,65.9
BOAMP:19-104228,BOAMP:23-171468,1,0.7514,0.7514,0.4629,0.2885,2,False,True,0.8054,1.0,0.1465,48.0,53.12
BOAMP:19-102776,BOAMP:24-40517,1,0.3129,0.3129,0.2961,0.016800000000000037,3,False,False,0.3259,0.0,0.1629,48.0,53.02
BOAMP:19-103897,BOAMP:23-90833,1,0.592,0.592,0.5785,0.013499999999999956,4,False,False,0.5707,0.2,0.8187,48.0,46.91
BOAMP:19-105133,,0,,,,,0,False,False,,,,12.0,65.74
BOAMP:19-105083,BOAMP:23-132830,1,0.6708,0.6708,0.6475,0.023299999999999987,15,False,False,0.3984,1.0,0.5572,48.0,50.66
BOAMP:19-106429,,0,,,,,0,False,False,,,,48.0,62.35
BOAMP:19-106682,,0,,,,,0,False,False,,,,12.0,61.33
BOAMP:19-108442,BOAMP:20-88562,1,0.4095,0.4095,0.3207,0.08879999999999999,2,False,False,0.4397,0.0,0.4181,12.0,8.51
BOAMP:19-110311,,0,,,,,0,False,False,,,,48.0,65.54
BOAMP:19-109687,BOAMP:22-135485,1,0.3333,0.3333,,,1,True,False,0.4069,0.0,0.1029,36.0,30.62
BOAMP:19-111839,BOAMP:20-107502,1,0.5904,0.5904,0.5177,0.07269999999999999,5,False,False,0.729,0.0,0.7442,12.0,13.53
BOAMP:19-112517,,0,,,,,0,False,False,,,,24.0,62.81
BOAMP:19-114079,,0,,,,,0,False,False,,,,48.0,63.14
BOAMP:19-115344,,0,,,,,0,False,False,,,,48.0,56.5
BOAMP:19-117328,BOAMP:23-96123,1,0.5611,0.5611,0.5186,0.04250000000000009,4,False,False,0.5747,0.0,0.9063,48.0,47.44
BOAMP:19-118102,BOAMP:23-168941,1,0.4554,0.4554,0.4293,0.026100000000000012,3,False,False,0.2852,0.0,0.9569,48.0,48.26
BOAMP:19-118142,,0,,,,,0,False,False,,,,48.0,61.07
BOAMP:19-109269,BOAMP:21-152470,1,0.3123,0.3123,,,1,True,False,0.2,0.0,0.4117,24.0,27.53
BOAMP:19-119207,,0,,,,,0,False,False,,,,10.0,60.28
BOAMP:19-119269,BOAMP:23-37068,1,0.6401,0.6401,0.5898,0.05030000000000001,14,False,False,0.6336,0.4,0.6831,48.0,49.9
BOAMP:19-120649,,0,,,,,0,False,False,,,,48.0,58.87
BOAMP:19-123299,,0,,,,,0,False,False,,,,12.0,61.14
BOAMP:19-124424,,0,,,,,0,False,False,,,,48.0,56.34
BOAMP:19-125270,BOAMP:23-61217,1,0.5265,0.5265,0.5065,0.020000000000000018,3,False,False,0.5903,0.2,0.4518,48.0,44.71
BOAMP:19-126819,BOAMP:23-87983,1,0.5363,0.5363,,,1,True,False,0.2814,,0.6982,48.0,46.19
BOAMP:19-128681,BOAMP:20-142015,1,0.7195,0.7195,0.5411,0.1784,8,False,True,0.3515,1.0,0.8944,12.0,11.37
BOAMP:19-130305,,0,,,,,0,False,False,,,,48.0,60.38
BOAMP:19-131601,BOAMP:23-117688,1,0.5332,0.5332,,,1,True,False,0.3701,0.6,0.4258,48.0,51.45
BOAMP:19-131225,BOAMP:23-117688,1,0.5002,0.5002,,,1,True,False,0.2876,0.6,0.4258,48.0,51.45
BOAMP:19-131092,BOAMP:20-67439,1,0.6159,0.6159,,,1,True,False,0.5533,0.6,0.4728,12.0,8.84
BOAMP:19-136955,BOAMP:19-127477,1,0.4682,0.4682,0.367,0.10120000000000001,3,False,False,0.5272,0.2,0.2867,12.0,7.72
BOAMP:19-137030,BOAMP:21-67771,1,0.5339,0.5339,0.4617,0.07220000000000004,14,False,False,0.4071,0.2,0.8552,24.0,24.87
BOAMP:19-138013,,0,,,,,0,False,False,,,,36.0,60.61
BOAMP:19-141668,,0,,,,,0,False,False,,,,6.0,58.54
BOAMP:19-142610,BOAMP:23-106776,1,0.3768,0.3768,,,1,True,False,0.2178,0.0,0.6982,48.0,46.19
BOAMP:19-145053,BOAMP:23-139972,1,0.6258,0.6258,0.5918,0.03400000000000003,5,False,False,0.5969,0.2,0.935,48.0,48.39
BOAMP:19-145845,BOAMP:23-61217,1,0.4323,0.4323,0.3727,0.05960000000000004,4,False,False,0.4725,0.2,0.2164,48.0,43.3
