contract_id,buyer_key,cpv_div2,category_label,contract_start,declared_duration_months,dur_was_imputed,estimated_end_date,event,renewal_contract_id,observed_duration_months,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,start_date_source,link_method,type_procedure,type_marche,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:18-180161,NAME:ctre hosp universitaire angers,32.0,Telecom & Networks,2019-03-08,12.0,False,2020-03-07,1,BOAMP:20-6008,15.08,0.477,0.574,0.0,True,0.4869,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.477,0.2844,0.1926,2,False,False
BOAMP:18-173397,NAME:syndicat trivalis,,Data & AI,2018-12-26,48.0,True,2022-12-26,0,,72.17,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-3707,NAME:le mans,48.0,Software & Applications,2019-01-09,36.0,False,2022-01-08,1,BOAMP:21-139293,37.98,0.597,0.6573,0.2,True,0.6706,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.597,0.5832,0.013799999999999923,6,False,False
BOAMP:19-1779,SIREN:234400034,72.0,Digital Workplace & Collaboration,2019-05-14,12.0,False,2020-05-13,1,BOAMP:20-5957,8.11,0.3726,0.2552,0.2,True,0.3524,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.3726,,,1,True,False
BOAMP:19-3078,SIREN:200083392,45.0,Unknown,2019-01-10,22.0,False,2020-11-09,1,BOAMP:20-76288,17.21,0.4591,0.6715,0.0,True,0.2024,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.4591,,,1,True,False
BOAMP:19-2530,NAME:ctre national d enst a distance,72.0,Cybersecurity,2019-01-10,12.0,False,2020-01-10,0,,71.68,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-8964,SIREN:227200029,72.0,IT Services & Consulting,2019-01-17,48.0,True,2023-01-17,1,BOAMP:22-77622,44.51,0.5421,0.6458,0.2,True,0.419,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5421,0.4637,0.07840000000000003,3,False,False
BOAMP:19-8916,SIREN:244900015,48.0,Software & Applications,2019-01-17,12.0,False,2020-01-17,1,BOAMP:19-176963,11.63,0.453,0.2884,0.0,True,0.9382,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,208999.0,0.453,0.4313,0.021699999999999997,4,False,False
BOAMP:19-9782,NAME:com d agglo reg nazairienne estuaire,72.0,IT Services & Consulting,2019-01-18,12.0,False,2020-01-18,1,BOAMP:19-88976,8.05,0.4005,0.4556,0.0,True,0.3414,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4005,,,1,True,False
BOAMP:19-7404,SIREN:130001704,72.0,IT Services & Consulting,2020-06-04,12.0,False,2021-06-04,0,,54.89,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-8820,NAME:agce pour l enst fr a l etranger,72.0,IT Services & Consulting,2019-06-25,24.0,False,2021-06-24,0,,66.23,,,,,,attribution_award_date,none,RESTREINT,SERVICES,0,0,0,350000.0,,,,0,False,False
BOAMP:19-10579,SIREN:532458809,35.0,Cybersecurity,2019-01-21,48.0,False,2023-01-21,1,BOAMP:22-72719,42.41,0.401,0.4683,0.2,True,0.0686,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,208000.0,0.401,0.3965,0.004500000000000004,2,False,False
BOAMP:19-10428,SIREN:228500013,35.0,Cybersecurity,2019-05-16,12.0,False,2020-05-15,1,BOAMP:20-70265,16.16,0.6337,0.4311,1.0,True,0.3062,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.6337,0.3989,0.23480000000000006,3,False,False
BOAMP:19-12872,NAME:communaute d agglomeration du niortais,48.0,Software & Applications,2019-01-24,48.0,False,2023-01-24,1,BOAMP:23-32316,49.44,0.3969,0.2375,0.0,True,0.7597,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.3969,,,1,True,False
BOAMP:19-13483,NAME:oniris,48.0,Software & Applications,2020-04-02,8.0,False,2020-12-01,0,,56.96,,,,,,attribution_award_date,none,DIALOGUE_COMPETITIF,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-16528,NAME:cdc du pays de saint gilles cx de vie,71.0,Unknown,2019-01-31,36.0,False,2022-01-30,0,,70.99,,,,,,publication_date,none,PROCEDURE_ADAPTE,,0,0,0,,,,,0,False,False
BOAMP:19-15670,NAME:ctre hosp universitaire angers,72.0,IT Services & Consulting,2019-07-30,48.0,False,2023-07-30,1,BOAMP:23-61217,45.2,0.4745,0.4194,0.2,True,0.5339,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4745,0.4598,0.01469999999999999,4,False,False
BOAMP:19-16942,NAME:nantes metropole,72.0,IT Services & Consulting,2019-04-29,48.0,False,2023-04-29,1,BOAMP:23-34705,46.58,0.5353,0.4564,0.2,True,0.7639,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5353,0.5252,0.010099999999999998,14,False,False
BOAMP:19-17531,SIREN:409104007,32.0,Telecom & Networks,2019-05-09,6.0,False,2019-11-07,0,,67.77,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-17058,SIREN:234400034,72.0,IT Services & Consulting,2019-05-24,12.0,False,2020-05-23,1,BOAMP:19-184490,10.22,0.5486,0.2701,0.6,True,0.7028,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5486,0.4757,0.07289999999999996,6,False,False
BOAMP:19-15197,NAME:syndicat trivalis,,Unknown,2019-02-04,48.0,True,2023-02-04,0,,70.86,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-18202,SIREN:219300779,35.0,Cybersecurity,2019-02-04,48.0,False,2023-02-04,0,,70.86,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES|FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-18263,SIREN:227200029,72.0,IT Services & Consulting,2019-07-30,12.0,False,2020-07-29,1,BOAMP:19-146419,6.41,0.4034,0.5997,0.0,True,0.0677,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.4034,,,1,True,False
BOAMP:19-17307,SIREN:214401093,44.0,Unknown,2019-02-06,48.0,False,2023-02-06,1,BOAMP:23-48831,50.13,0.3795,0.2514,0.0,True,0.6448,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.3795,,,1,True,False
BOAMP:19-21370,NAME:esat foyers,48.0,Cloud & Infrastructure,2019-02-08,60.0,False,2024-02-08,0,,70.73,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-21081,SIREN:214900201,32.0,Telecom & Networks,2019-03-27,24.0,False,2021-03-26,0,,69.19,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,465000.0,,,,0,False,False
BOAMP:19-22390,NAME:agrocampus ouest,48.0,Software & Applications,2019-05-21,24.0,False,2021-05-20,0,,67.38,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,140000.0,,,,0,False,False
BOAMP:19-22007,NAME:smictom de la vallee de l authion,45.0,Unknown,2019-02-13,9.0,False,2019-11-13,0,,70.57,,,,,,publication_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-21908,SIREN:935367433,35.0,Cybersecurity,2019-02-13,12.0,False,2020-02-13,1,BOAMP:20-9474,11.24,0.4871,0.2814,0.2,True,0.8725,publication_date,sentence_transformers,RESTREINT,FOURNITURES,0,0,0,2400000.0,0.4871,0.4131,0.07399999999999995,3,False,False
BOAMP:19-27651,NAME:comm comm de doue la fontaine,48.0,Software & Applications,2019-02-20,48.0,True,2023-02-20,0,,70.34,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-28845,SIREN:225300011,72.0,Digital Workplace & Collaboration,2019-02-21,48.0,False,2023-02-21,1,BOAMP:22-162095,45.57,0.5509,0.4552,0.4,True,0.5942,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5509,0.5364,0.014499999999999957,6,False,False
BOAMP:19-33752,NAME:chbr reg metiers artisanat nouv aquit,72.0,IT Services & Consulting,2019-03-01,48.0,True,2023-03-01,0,,70.04,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-32405,SIREN:234400034,35.0,Cybersecurity,2019-06-27,12.0,False,2020-06-26,1,BOAMP:20-12202,11.5,0.488,0.3868,0.0,True,0.9163,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.488,0.4745,0.013500000000000012,7,False,False
BOAMP:19-34598,NAME:gpm de nantes st nazaire,72.0,IT Services & Consulting,2019-03-05,48.0,True,2023-03-05,1,BOAMP:23-42045,48.85,0.5389,0.5431,0.0,True,0.8583,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5389,0.5053,0.033600000000000074,5,False,False
BOAMP:19-34512,SIREN:110006012,32.0,Telecom & Networks,2019-03-06,6.0,False,2019-09-04,0,,69.88,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-35566,SIREN:244900015,72.0,IT Services & Consulting,2019-03-07,48.0,True,2023-03-07,1,BOAMP:23-37581,48.52,0.5435,0.2772,0.4,True,0.9131,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5435,0.3856,0.15789999999999998,5,False,False
BOAMP:19-35540,SIREN:224900019,72.0,Cybersecurity,2019-07-03,30.0,False,2022-01-01,1,BOAMP:22-16811,31.31,0.4311,0.3116,0.0,True,0.7821,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4311,,,1,True,False
BOAMP:19-37169,NAME:ctre hosp universitaire angers,32.0,Telecom & Networks,2019-05-01,12.0,False,2020-04-30,1,BOAMP:20-6008,13.3,0.5343,0.5695,0.0,True,0.7825,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.5343,,,1,True,False
BOAMP:19-36958,NAME:nantes metropole,72.0,Cybersecurity,2019-05-29,48.0,False,2023-05-29,1,BOAMP:23-60788,47.17,0.6098,0.4683,0.4,True,0.8625,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.6098,0.5638,0.04600000000000004,15,False,False
BOAMP:19-39464,NAME:universite du maine,64.0,Cybersecurity,2019-06-19,12.0,False,2020-06-18,0,,66.43,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-39750,NAME:gpm de nantes st nazaire,32.0,Telecom & Networks,2019-11-05,48.0,True,2023-11-05,1,BOAMP:23-96611,44.02,0.3524,0.3376,0.0,True,0.3368,attribution_award_date,sentence_transformers,NEGOCIE,FOURNITURES,0,0,0,,0.3524,,,1,True,False
BOAMP:19-41115,SIREN:234400034,31.0,Unknown,2019-06-11,24.0,False,2021-06-10,1,BOAMP:21-57207,22.63,0.5879,0.7086,0.0,True,0.7724,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,100000.0,0.5879,0.4952,0.0927,13,False,False
BOAMP:19-43213,NAME:ctre hosp universitaire angers,72.0,IT Services & Consulting,2019-03-20,48.0,True,2023-03-20,1,BOAMP:23-22379,49.05,0.5047,0.474,0.0,True,0.8254,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5047,0.4422,0.06250000000000006,3,False,False
BOAMP:19-46630,NAME:le mans,35.0,Cybersecurity,2019-03-25,18.0,False,2020-09-22,1,BOAMP:20-70746,18.73,0.5473,0.5538,0.0,True,0.8791,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.5473,0.4949,0.0524,5,False,False
BOAMP:19-47604,NAME:sgami ouest bzamp,45.0,Telecom & Networks,2019-03-26,12.0,False,2020-03-25,0,,69.22,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-48376,NAME:gpm de nantes st nazaire,32.0,Telecom & Networks,2019-08-12,48.0,False,2023-08-12,1,BOAMP:23-101411,47.14,0.4258,0.2611,0.0,True,0.857,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4258,0.4095,0.016300000000000037,3,False,False
BOAMP:19-51014,SIREN:110006012,32.0,IT Hardware & Equipment,2019-03-29,12.0,False,2020-03-28,0,,69.12,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,90000.0,,,,0,False,False
BOAMP:19-50622,NAME:iphv les hauts thebaudieres,72.0,IT Services & Consulting,2019-03-29,48.0,True,2023-03-29,0,,69.12,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-49300,SIREN:214900995,32.0,Telecom & Networks,2019-07-08,24.0,False,2021-07-07,1,BOAMP:21-69582,24.93,0.4106,0.2292,0.0,True,0.8443,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,400000.0,0.4106,,,1,True,False
BOAMP:19-50035,NAME:rennes 1,32.0,IT Hardware & Equipment,2019-03-30,12.0,False,2020-03-29,0,,69.09,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,300000.0,,,,0,False,False
BOAMP:19-51024,NAME:ville d ancenis saint gereon,35.0,Cybersecurity,2019-07-11,48.0,True,2023-07-11,0,,65.7,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-51224,SIREN:391722881,48.0,Software & Applications,2020-03-03,36.0,False,2023-03-03,1,BOAMP:22-40191,35.38,0.495,0.4142,0.0,True,0.8968,attribution_award_date,sentence_transformers,RESTREINT,FOURNITURES,0,0,0,,0.495,0.4405,0.05449999999999999,7,False,False
BOAMP:19-51855,SIREN:228500013,39.0,Cybersecurity,2019-04-01,12.0,False,2020-03-31,1,BOAMP:19-181393,11.33,0.4497,0.3046,0.0,True,0.889,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4497,0.3489,0.1008,3,False,False
BOAMP:19-52455,NAME:ars pays de la loire,48.0,Cloud & Infrastructure,2019-05-22,12.0,False,2020-05-21,0,,67.35,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-48030,SIREN:224900019,72.0,IT Services & Consulting,2019-07-02,48.0,False,2023-07-02,1,BOAMP:23-43054,47.01,0.9615,0.9863,1.0,True,0.8351,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,2000000.0,0.9615,0.4781,0.4834,2,False,True
BOAMP:19-53794,SIREN:224900019,48.0,Software & Applications,2019-04-05,48.0,True,2023-04-05,1,BOAMP:23-106776,51.71,0.4699,0.4837,0.2,True,0.382,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.4699,0.4517,0.018199999999999994,2,False,False
BOAMP:19-56150,SIREN:234400034,48.0,Software & Applications,2019-04-10,48.0,False,2023-04-10,1,BOAMP:22-150264,43.04,0.6127,0.4454,1.0,True,0.1726,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.6127,0.5697,0.04300000000000004,10,False,False
BOAMP:19-55808,SIREN:538208455,72.0,IT Services & Consulting,2019-06-19,48.0,False,2023-06-19,1,BOAMP:23-106736,49.28,0.6081,0.5017,0.4,True,0.7871,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,400000.0,0.6081,0.4702,0.13789999999999997,2,False,False
BOAMP:19-56876,SIREN:935367433,45.0,Unknown,2019-04-11,24.0,False,2021-04-10,1,BOAMP:21-51620,24.24,0.5003,0.396,0.0,True,0.9593,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.5003,0.4315,0.06879999999999997,5,False,False
BOAMP:19-55110,NAME:nantes metropole,48.0,Software & Applications,2019-04-11,48.0,True,2023-04-11,1,BOAMP:23-60788,48.75,0.7249,1.0,0.0,True,0.8747,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.7249,0.67,0.05489999999999995,18,False,True
BOAMP:19-62635,SIREN:218501914,50.0,Cybersecurity,2019-10-18,48.0,False,2023-10-18,0,,62.45,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,600000.0,,,,0,False,False
BOAMP:19-64938,SIREN:214900995,32.0,Telecom & Networks,2019-04-24,48.0,False,2023-04-24,1,BOAMP:23-24020,48.55,0.5291,0.4939,0.0,True,0.9076,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5291,,,1,True,False
BOAMP:19-54309,SIREN:935367433,32.0,Telecom & Networks,2020-06-22,48.0,True,2024-06-22,1,BOAMP:24-104541,50.79,0.5062,0.6227,0.0,True,0.5353,attribution_award_date,sentence_transformers,,SERVICES,0,0,1,,0.5062,0.4997,0.006500000000000006,8,False,False
BOAMP:19-66871,NAME:communes de grand lieu,72.0,IT Services & Consulting,2019-04-26,48.0,False,2023-04-26,0,,68.2,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-66602,NAME:ctre hosp universitaire angers,48.0,Software & Applications,2019-04-26,48.0,True,2023-04-26,1,BOAMP:23-61217,48.32,0.4464,0.2681,0.0,True,0.9459,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES|FOURNITURES,0,0,0,,0.4464,,,1,True,False
BOAMP:19-69736,NAME:nantes metropole,32.0,Telecom & Networks,2019-05-05,48.0,True,2023-05-05,1,BOAMP:23-58292,47.8,0.5524,0.5228,0.0,True,0.9665,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.5524,0.5082,0.04420000000000002,18,False,False
BOAMP:19-70735,SIREN:227200029,30.0,IT Hardware & Equipment,2019-08-02,48.0,True,2023-08-02,1,BOAMP:23-137663,50.1,0.7644,0.9608,0.4,True,0.6502,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.7644,0.4734,0.291,3,False,True
BOAMP:19-71182,NAME:dir ouest,32.0,Telecom & Networks,2019-10-03,48.0,False,2023-10-03,1,BOAMP:23-73840,48.46,0.7091,0.9359,0.0,True,0.924,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,240000.0,0.7091,,,1,True,False
BOAMP:19-67059,NAME:nantes metropole,48.0,Software & Applications,2019-05-08,48.0,False,2023-05-08,1,BOAMP:23-125766,52.56,0.6146,0.4166,1.0,True,0.2396,publication_date,sentence_transformers,DIALOGUE_COMPETITIF,FOURNITURES,0,0,0,,0.6146,0.6055,0.009099999999999997,19,False,False
BOAMP:19-71679,SIREN:227200029,64.0,Digital Workplace & Collaboration,2019-08-02,48.0,False,2023-08-02,1,BOAMP:23-137663,50.1,0.5034,0.5583,0.0,True,0.6502,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5034,0.4706,0.03279999999999994,3,False,False
BOAMP:19-73211,SIREN:218502888,48.0,Software & Applications,2019-05-09,60.0,False,2024-05-08,0,,67.77,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-75615,SIREN:284400017,72.0,IT Maintenance & Support,2019-05-14,48.0,True,2023-05-14,0,,67.61,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-75795,SIREN:258500222,72.0,Cybersecurity,2019-05-15,48.0,True,2023-05-15,1,BOAMP:23-12403,44.42,0.5125,0.705,0.0,True,0.4025,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,1,0,,0.5125,,,1,True,False
BOAMP:19-74485,NAME:nantes metropole,72.0,IT Services & Consulting,2019-08-01,48.0,False,2023-08-01,1,BOAMP:23-37068,49.93,0.8552,0.7992,1.0,True,0.6776,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8552,0.4928,0.36239999999999994,13,False,True
BOAMP:19-78493,NAME:ctre hosp universitaire angers,32.0,Telecom & Networks,2019-05-20,48.0,True,2023-05-20,1,BOAMP:23-22379,47.04,0.5634,0.4883,0.2,True,0.8406,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5634,0.487,0.07640000000000002,5,False,False
BOAMP:19-78854,NAME:vendee habitat oph de vendee,64.0,Digital Workplace & Collaboration,2019-08-06,12.0,False,2020-08-05,0,,64.85,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,143000.0,,,,0,False,False
BOAMP:19-80774,NAME:ville du mans,,Unknown,2019-05-23,24.0,False,2021-05-22,1,BOAMP:21-103746,26.12,0.8506,0.8963,,False,0.6472,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,7500.0,0.8506,,,1,True,False
BOAMP:19-80016,NAME:universite du maine,32.0,Telecom & Networks,2019-10-10,24.0,False,2021-10-09,0,,62.71,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,850000.0,,,,0,False,False
BOAMP:19-81470,SIREN:935367433,32.0,Telecom & Networks,2019-05-24,12.0,False,2020-05-23,1,BOAMP:20-68352,12.16,0.4775,0.3317,0.0,True,0.9742,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,220000.0,0.4775,0.382,0.09549999999999997,3,False,False
BOAMP:19-82021,SIREN:194909701,45.0,Cloud & Infrastructure,2019-05-24,11.0,False,2020-04-22,1,BOAMP:20-47300,15.37,0.374,0.4245,0.0,True,0.2709,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.374,0.3258,0.04820000000000002,3,False,False
BOAMP:19-80203,SIREN:130029747,32.0,Telecom & Networks,2019-05-24,48.0,False,2023-05-24,1,BOAMP:23-59845,47.27,0.5239,0.4954,0.0,True,0.8789,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5239,0.5193,0.0046000000000000485,2,False,False
BOAMP:19-79147,SIREN:248500589,45.0,Unknown,2019-05-26,19.0,False,2020-12-24,0,,67.21,,,,,,publication_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-85688,SIREN:244900015,72.0,IT Services & Consulting,2019-12-09,24.0,False,2021-12-08,1,BOAMP:21-83160,18.53,0.5148,0.3679,0.8,True,0.088,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,1200000.0,0.5148,0.5083,0.006500000000000061,5,False,False
BOAMP:19-87143,SIREN:214401432,,Software & Applications,2019-06-05,48.0,False,2023-06-05,0,,66.89,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-87510,NAME:gpm de nantes st nazaire,48.0,Software & Applications,2019-06-06,48.0,True,2023-06-06,1,BOAMP:23-42045,45.8,0.5321,0.5139,0.2,True,0.6325,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5321,0.4645,0.0676,4,False,False
BOAMP:19-87023,NAME:sec gal pour l adm min interieur ouest,45.0,Unknown,2019-12-16,34.0,False,2022-10-15,0,,60.51,,,,,,attribution_award_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-88976,NAME:com d agglo reg nazairienne estuaire,35.0,Cybersecurity,2019-09-20,5.0,False,2020-02-19,0,,63.37,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:19-91357,SIREN:200056679,45.0,Data & AI,2019-06-14,11.0,False,2020-05-13,0,,66.59,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:19-90615,SIREN:214401846,50.0,Telecom & Networks,2019-06-14,48.0,False,2023-06-14,1,BOAMP:23-110154,49.61,0.436,0.3489,0.0,True,0.7324,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.436,0.4045,0.03149999999999997,5,False,False
BOAMP:19-91082,SIREN:224900019,32.0,Telecom & Networks,2019-06-16,12.0,False,2020-06-15,1,BOAMP:19-185581,6.14,0.7397,1.0,,False,0.0239,publication_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,60000.0,0.7397,0.4705,0.26920000000000005,2,False,True
BOAMP:19-93739,NAME:communaute d agglomeration du niortais,48.0,Software & Applications,2019-06-20,48.0,False,2023-06-20,1,BOAMP:23-32316,44.61,0.3371,0.25,0.0,True,0.4354,publication_date,sentence_transformers,NEGOCIE,FOURNITURES,0,0,0,,0.3371,,,1,True,False
BOAMP:19-95263,SIREN:217200955,72.0,IT Services & Consulting,2019-06-20,48.0,True,2023-06-20,0,,66.39,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:19-92498,NAME:nantes metropole,48.0,Software & Applications,2019-06-21,60.0,False,2024-06-20,1,BOAMP:24-141388,65.93,0.6062,0.5098,1.0,True,0.0112,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,500000.0,0.6062,0.5103,0.09589999999999999,8,False,False
BOAMP:19-97686,NAME:synd dep d energie et d eqpt de vendee,48.0,Software & Applications,2020-02-10,48.0,False,2024-02-10,0,,58.67,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,230000.0,,,,0,False,False
BOAMP:19-99589,SIREN:200052702,72.0,IT Services & Consulting,2019-09-24,48.0,False,2023-09-24,1,BOAMP:23-97071,45.57,0.4418,0.4325,0.0,True,0.5942,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4418,,,1,True,False
BOAMP:19-100067,NAME:sec gal pour l adm min interieur ouest,,Unknown,2019-06-30,48.0,True,2023-06-30,0,,66.06,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,300000.0,,,,0,False,False
BOAMP:19-99928,NAME:sec gal pour l adm min interieur ouest,,Unknown,2019-06-30,10.0,False,2020-04-29,0,,66.06,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
