contract_id,buyer_key,cpv_div2,category_label,contract_start,declared_duration_months,dur_was_imputed,estimated_end_date,event,renewal_contract_id,observed_duration_months,composite_score,text_similarity,cpv_match_score,cpv_used_in_score,temporal_score,start_date_source,link_method,type_procedure,type_marche,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,best_composite_score,second_best_composite_score,score_margin,n_candidates_for_source,single_candidate_match,high_confidence_strict
BOAMP:18-87166,SIREN:234400034,48.0,Software & Applications,2018-10-01,24.0,False,2020-09-30,1,BOAMP:20-142015,25.69,0.5032,0.5238,0.0,True,0.7184,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5032,0.4644,0.0388,10,False,False
BOAMP:18-87219,SIREN:130001704,72.0,IT Services & Consulting,2018-06-24,12.0,False,2019-06-24,0,,78.25,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-87467,NAME:sna ouest,32.0,Telecom & Networks,2018-08-09,4.0,False,2018-12-08,0,,76.74,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-91062,NAME:ville d arnage,48.0,Software & Applications,2018-06-29,48.0,True,2022-06-29,0,,78.09,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-89409,NAME:crous de nantes,48.0,Software & Applications,2018-06-29,36.0,False,2021-06-28,1,BOAMP:21-125536,38.8,0.39,0.3332,0.0,True,0.5337,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.39,,,1,True,False
BOAMP:18-91090,SIREN:244900015,48.0,Software & Applications,2018-06-29,48.0,False,2022-06-29,1,BOAMP:22-162609,53.35,0.4491,0.5687,0.2,True,0.1082,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,220999.0,0.4491,0.4447,0.004400000000000015,8,False,False
BOAMP:18-90097,NAME:nantes metropole,48.0,Software & Applications,2019-04-05,60.0,False,2024-04-04,1,BOAMP:24-90280,63.9,0.4789,0.647,0.0,True,0.3506,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.4789,0.459,0.019899999999999973,7,False,False
BOAMP:18-90616,NAME:cerema dtermed,72.0,Digital Workplace & Collaboration,2018-07-01,48.0,True,2022-07-01,0,,78.02,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-90932,NAME:agence regionale pays de la loire ti,72.0,IT Services & Consulting,2018-07-01,48.0,False,2022-07-01,0,,78.02,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-88858,SIREN:214401846,48.0,Software & Applications,2018-11-05,24.0,False,2020-11-04,1,BOAMP:20-109382,24.93,0.4813,0.4061,0.0,True,0.8443,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.4813,0.4274,0.0539,2,False,False
BOAMP:18-91798,NAME:communes de grand lieu,,Unknown,2018-07-02,7.0,False,2019-01-31,0,,77.99,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-91441,SIREN:214900995,48.0,Software & Applications,2019-01-03,48.0,True,2023-01-03,1,BOAMP:23-24020,52.2,0.4482,0.5957,0.0,True,0.2998,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4482,,,1,True,False
BOAMP:18-94803,SIREN:264400136,32.0,Telecom & Networks,2018-07-06,12.0,False,2019-07-06,1,BOAMP:19-103545,11.99,0.6309,0.5781,0.2,True,0.9985,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.6309,0.4253,0.2056,3,False,False
BOAMP:18-93359,NAME:spr pays de la loire,45.0,Unknown,2018-07-06,18.0,False,2020-01-04,1,BOAMP:19-172484,19.19,0.5056,0.4878,0.0,True,0.8025,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.5056,,,1,True,False
BOAMP:18-93488,NAME:spr pays de la loire,45.0,Unknown,2019-05-06,18.0,False,2020-11-03,0,,67.87,,,,,,attribution_award_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-95630,SIREN:234400034,45.0,Unknown,2018-07-09,48.0,True,2022-07-09,1,BOAMP:22-13142,48.06,0.4352,0.2181,0.0,True,0.9897,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.4352,0.3946,0.04059999999999997,5,False,False
BOAMP:18-96170,NAME:ctre hosp universitaire angers,45.0,Cloud & Infrastructure,2018-07-12,12.0,False,2019-07-12,1,BOAMP:19-117328,12.45,0.567,0.58,0.0,True,0.9249,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.567,0.5424,0.024599999999999955,7,False,False
BOAMP:18-96470,SIREN:935367433,48.0,Software & Applications,2018-12-04,12.0,False,2019-12-04,1,BOAMP:20-68352,17.77,0.3466,0.4725,0.0,True,0.0379,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,320000.0,0.3466,0.3383,0.00830000000000003,2,False,False
BOAMP:18-98583,NAME:ville des sables d olonne,72.0,IT Services & Consulting,2018-07-13,2.0,False,2018-09-11,0,,77.63,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-60137,SIREN:214401093,72.0,IT Services & Consulting,2019-04-29,48.0,False,2023-04-29,1,BOAMP:23-48831,47.44,0.4293,0.2451,0.0,True,0.9063,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.4293,0.3625,0.06680000000000003,2,False,False
BOAMP:18-97260,SIREN:214401846,30.0,IT Hardware & Equipment,2018-11-29,48.0,False,2022-11-29,1,BOAMP:22-165686,48.52,0.5203,0.4691,0.0,True,0.9131,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,800000.0,0.5203,0.439,0.08129999999999998,8,False,False
BOAMP:18-98603,SIREN:180043010,72.0,Cybersecurity,2018-11-12,24.0,False,2020-11-11,1,BOAMP:21-11209,26.45,0.4228,0.2607,0.2,True,0.5924,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4228,,,1,True,False
BOAMP:18-101437,SIREN:191700327,48.0,Software & Applications,2018-07-18,48.0,True,2022-07-18,0,,77.46,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-100479,SIREN:860800077,72.0,IT Services & Consulting,2018-07-19,24.0,False,2020-07-18,0,,77.43,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-101350,SIREN:130029747,30.0,IT Hardware & Equipment,2018-12-21,48.0,False,2022-12-21,1,BOAMP:23-59845,52.33,0.378,0.4311,0.0,True,0.2779,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.378,0.3436,0.034399999999999986,2,False,False
BOAMP:18-101085,NAME:maine loire habitat office pub habitat,72.0,IT Services & Consulting,2018-12-13,60.0,False,2023-12-13,1,BOAMP:23-72834,56.6,0.6488,0.9052,0.2,True,0.4339,attribution_award_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,,0.6488,,,1,True,False
BOAMP:18-103319,SIREN:234400034,72.0,IT Services & Consulting,2018-07-20,12.0,False,2019-07-20,1,BOAMP:19-174098,16.06,0.7117,0.618,1.0,True,0.3226,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.7117,0.6392,0.07250000000000001,10,False,True
BOAMP:18-103911,NAME:nantes metropole,32.0,Telecom & Networks,2018-07-26,48.0,False,2022-07-26,1,BOAMP:22-102623,47.93,0.9965,0.997,1.0,True,0.9884,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.9965,0.5381,0.45840000000000003,21,False,True
BOAMP:18-105237,SIREN:234400034,35.0,Cybersecurity,2018-07-26,12.0,False,2019-07-26,1,BOAMP:19-32405,11.04,0.8538,0.8398,0.8,True,0.8397,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8538,0.3868,0.467,2,False,True
BOAMP:18-110962,NAME:regie dept passages d eau de vendee,72.0,IT Services & Consulting,2018-08-02,48.0,True,2022-08-02,0,,76.97,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-110102,SIREN:218500478,48.0,Software & Applications,2018-10-23,12.0,False,2019-10-23,0,,74.28,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-117157,NAME:le mans,72.0,IT Services & Consulting,2018-08-20,12.0,False,2019-08-20,1,BOAMP:19-46630,7.13,0.3773,0.4741,0.0,True,0.1881,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.3773,0.3548,0.02250000000000002,2,False,False
BOAMP:18-110801,NAME:cte reg peches maritimes elevages mari,48.0,Software & Applications,2018-08-21,48.0,True,2022-08-21,0,,76.35,,,,,,publication_date,none,AUTRE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-114671,SIREN:214401721,45.0,Unknown,2018-08-23,16.0,False,2019-12-23,0,,76.28,,,,,,publication_date,none,NEGOCIE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-120601,SIREN:264400136,72.0,IT Services & Consulting,2018-08-28,12.0,False,2019-08-28,1,BOAMP:19-165120,14.06,0.4657,0.4609,0.0,True,0.6566,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4657,0.4601,0.005599999999999994,4,False,False
BOAMP:18-121819,SIREN:264400136,72.0,IT Services & Consulting,2018-08-30,48.0,True,2022-08-30,1,BOAMP:22-87982,45.76,0.7934,0.6701,1.0,True,0.627,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.7934,0.4958,0.2976,4,False,True
BOAMP:18-122920,SIREN:214401846,72.0,IT Services & Consulting,2018-11-29,48.0,False,2022-11-29,1,BOAMP:22-165686,48.52,0.5136,0.3274,0.2,True,0.9131,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.5136,0.5023,0.011299999999999977,5,False,False
BOAMP:18-123694,SIREN:227200029,72.0,IT Services & Consulting,2018-09-04,48.0,True,2022-09-04,1,BOAMP:22-77622,48.95,0.6044,0.5901,0.2,True,0.8419,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.6044,0.5637,0.04070000000000007,4,False,False
BOAMP:18-124536,SIREN:214401358,35.0,Cybersecurity,2018-09-06,12.0,False,2019-09-06,0,,75.82,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-125586,NAME:agce pour l enst fr a l etranger,72.0,IT Services & Consulting,2018-09-07,48.0,False,2022-09-07,0,,75.79,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,80000.0,,,,0,False,False
BOAMP:18-125410,SIREN:409104007,32.0,Telecom & Networks,2018-09-07,48.0,True,2022-09-07,0,,75.79,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-126368,SIREN:227200029,72.0,IT Services & Consulting,2018-11-12,48.0,True,2022-11-12,1,BOAMP:22-77622,46.68,0.954,0.9949,1.0,True,0.7803,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.954,0.461,0.49299999999999994,4,False,True
BOAMP:18-126631,SIREN:225300011,42.0,Unknown,2018-09-11,48.0,False,2022-09-11,1,BOAMP:22-114731,47.44,0.4565,0.3131,0.0,True,0.9063,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,3000.0,0.4565,0.439,0.017500000000000016,7,False,False
BOAMP:18-127908,SIREN:227200029,72.0,IT Services & Consulting,2018-09-13,48.0,True,2022-09-13,1,BOAMP:22-60784,46.48,0.7714,0.5548,1.0,True,0.7475,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.7714,0.6903,0.08109999999999995,4,False,True
BOAMP:18-127661,NAME:ccir pays de la loire,72.0,IT Services & Consulting,2018-09-13,48.0,True,2022-09-13,0,,75.59,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-126992,NAME:esat foyers,48.0,Software & Applications,2018-09-13,48.0,False,2022-09-13,0,,75.59,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-127511,NAME:le mans,35.0,Cybersecurity,2019-02-20,48.0,True,2023-02-20,1,BOAMP:22-148365,51.35,0.6035,0.9127,0.0,True,0.4422,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.6035,0.3824,0.22110000000000002,3,False,False
BOAMP:18-127938,SIREN:935367433,45.0,Unknown,2018-09-15,20.0,False,2020-05-15,1,BOAMP:20-68352,20.4,0.4584,0.3043,0.0,True,0.9332,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.4584,0.3169,0.14149999999999996,2,False,False
BOAMP:18-128159,NAME:nantes metropole,72.0,IT Services & Consulting,2018-09-15,48.0,False,2022-09-15,1,BOAMP:22-48708,47.5,0.4688,0.2135,0.2,True,0.9172,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.4688,0.4687,9.999999999998899e-05,15,False,False
BOAMP:18-128655,SIREN:234400034,72.0,IT Services & Consulting,2019-01-11,48.0,False,2023-01-11,1,BOAMP:23-63763,51.97,0.5637,0.7401,0.2,True,0.3382,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5637,0.5574,0.006299999999999972,14,False,False
BOAMP:18-128950,SIREN:194909701,32.0,Telecom & Networks,2019-01-17,48.0,False,2023-01-17,1,BOAMP:22-150817,50.36,0.8792,0.8949,1.0,True,0.6064,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,563800.0,0.8792,0.4684,0.4108,6,False,True
BOAMP:18-129941,NAME:bretagne developpement innovation,72.0,IT Services & Consulting,2018-09-20,24.0,False,2020-09-19,0,,75.36,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,350000.0,,,,0,False,False
BOAMP:18-129881,SIREN:200083392,48.0,Software & Applications,2018-12-10,48.0,False,2022-12-10,0,,72.7,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-133090,SIREN:228500013,72.0,IT Services & Consulting,2019-01-09,24.0,False,2021-01-08,1,BOAMP:20-155309,26.02,0.8267,0.8599,0.8,True,0.6636,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.8267,0.777,0.049699999999999966,5,False,False
BOAMP:18-134465,SIREN:284400017,35.0,Cybersecurity,2018-01-03,12.0,False,2019-01-03,0,,83.9,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-135728,NAME:sec gal pour l adm min interieur ouest,45.0,Unknown,2019-12-13,34.0,False,2022-10-12,0,,60.61,,,,,,attribution_award_date,none,OUVERT,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-125716,SIREN:575850490,72.0,IT Services & Consulting,2019-03-29,36.0,False,2022-03-28,0,,69.12,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-137958,NAME:le grand t theatre loire atlantique,72.0,IT Services & Consulting,2018-10-03,48.0,True,2022-10-03,0,,74.93,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-137945,NAME:ville d ecouflant,,Cloud & Infrastructure,2018-10-03,3.0,False,2019-01-02,0,,74.93,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-139266,NAME:semitan mandataire de la cun,72.0,IT Services & Consulting,2019-03-01,54.0,False,2023-08-30,0,,70.04,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-141219,SIREN:832970024,48.0,Software & Applications,2018-10-09,48.0,True,2022-10-09,0,,74.74,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-144441,NAME:cap atlantique,30.0,IT Hardware & Equipment,2018-10-17,12.0,False,2019-10-17,0,,74.47,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,600000.0,,,,0,False,False
BOAMP:18-144285,NAME:agce pour l enst fr a l etranger,72.0,IT Services & Consulting,2019-02-12,48.0,False,2023-02-12,0,,70.6,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,2500000.0,,,,0,False,False
BOAMP:18-146310,SIREN:214401325,45.0,Unknown,2018-10-18,48.0,True,2022-10-18,0,,74.44,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-146639,SIREN:247200132,39.0,Unknown,2019-03-26,12.0,False,2020-03-25,1,BOAMP:19-119207,8.94,0.8365,0.8465,1.0,True,0.4893,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,,0.8365,0.4144,0.42210000000000003,4,False,True
BOAMP:18-146489,SIREN:194909701,32.0,Telecom & Networks,2018-10-20,48.0,False,2022-10-20,1,BOAMP:22-131126,47.4,0.7856,0.5136,1.0,True,0.9008,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.7856,0.5037,0.28189999999999993,7,False,True
BOAMP:18-146220,NAME:spr pays de la loire,45.0,Unknown,2018-10-20,3.0,False,2019-01-19,1,BOAMP:18-93488,6.5,0.5783,0.4878,0.6,True,0.4159,publication_date,sentence_transformers,OUVERT,TRAVAUX,0,0,0,,0.5783,,,1,True,False
BOAMP:18-146989,SIREN:244400404,48.0,Software & Applications,2018-10-22,48.0,True,2022-10-22,0,,74.31,,,,,,publication_date,none,PROCEDURE_ADAPTE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-148384,NAME:ccir pays de la loire,72.0,IT Services & Consulting,2018-12-26,48.0,False,2022-12-26,0,,72.17,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-149889,SIREN:191700327,48.0,Software & Applications,2018-10-26,48.0,False,2022-10-26,0,,74.18,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-149893,SIREN:935367433,72.0,IT Maintenance & Support,2018-10-26,12.0,False,2019-10-26,1,BOAMP:19-111839,8.77,0.4487,0.5158,0.0,True,0.4619,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,9600000.0,0.4487,0.3373,0.1114,3,False,False
BOAMP:18-150422,SIREN:234400034,72.0,Digital Workplace & Collaboration,2018-10-27,24.0,False,2020-10-26,1,BOAMP:20-142015,24.84,0.5391,0.4173,0.2,True,0.8607,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5391,0.51,0.029100000000000015,11,False,False
BOAMP:18-150889,SIREN:228500013,48.0,Software & Applications,2019-02-25,48.0,True,2023-02-25,1,BOAMP:22-166698,45.73,0.5616,0.7183,0.0,True,0.6216,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5616,0.4981,0.0635,4,False,False
BOAMP:18-151695,NAME:agce pour l enst fr a l etranger,72.0,IT Services & Consulting,2018-10-28,24.0,False,2020-10-27,1,BOAMP:20-79138,19.71,0.5295,0.4752,,False,0.2852,publication_date,sentence_transformers,NEGOCIE,SERVICES,0,0,0,700000.0,0.5295,,,1,True,False
BOAMP:18-152399,SIREN:227200029,35.0,Cybersecurity,2019-02-25,48.0,False,2023-02-25,1,BOAMP:23-56040,49.97,0.4711,0.4668,0.0,True,0.6721,attribution_award_date,sentence_transformers,OUVERT,FOURNITURES,0,0,0,400000.0,0.4711,0.3989,0.07220000000000004,2,False,False
BOAMP:18-153394,SIREN:214402158,32.0,Telecom & Networks,2018-10-31,48.0,True,2022-10-31,1,BOAMP:23-48446,53.32,0.2992,0.3163,0.0,True,0.1137,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.2992,,,1,True,False
BOAMP:18-153265,NAME:semitan,48.0,Software & Applications,2019-05-17,24.0,False,2021-05-16,0,,67.51,,,,,,attribution_award_date,none,NEGOCIE,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-154720,SIREN:247200348,45.0,Unknown,2018-11-05,48.0,True,2022-11-05,0,,73.85,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-154770,SIREN:227200029,32.0,Telecom & Networks,2018-11-05,48.0,False,2022-11-05,1,BOAMP:22-77622,46.91,0.5345,0.552,0.0,True,0.8187,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5345,0.39,0.14449999999999996,4,False,False
BOAMP:18-154990,SIREN:225300011,48.0,Software & Applications,2018-11-10,48.0,False,2022-11-10,1,BOAMP:22-162095,48.95,0.4489,0.3263,0.0,True,0.8419,publication_date,sentence_transformers,DIALOGUE_COMPETITIF,SERVICES,0,0,0,600000.0,0.4489,0.4061,0.042800000000000005,6,False,False
BOAMP:18-157794,NAME:communaute communes pays de redon,48.0,Software & Applications,2018-11-12,48.0,True,2022-11-12,0,,73.62,,,,,,publication_date,none,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-158821,NAME:mindef sga dcsid esid bordeaux,45.0,Data & AI,2018-11-13,48.0,True,2022-11-13,0,,73.59,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-159087,SIREN:194909701,,Cloud & Infrastructure,2018-11-14,11.0,False,2019-10-14,1,BOAMP:19-82021,6.27,0.659,0.7545,,False,0.2124,publication_date,sentence_transformers,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,0.659,0.5303,0.12870000000000004,2,False,False
BOAMP:18-159101,SIREN:264400136,48.0,Software & Applications,2018-11-14,48.0,True,2022-11-14,1,BOAMP:22-118151,45.57,0.4911,0.3058,0.4,True,0.5942,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.4911,0.4393,0.05179999999999996,6,False,False
BOAMP:18-158087,NAME:sm megalis,32.0,Telecom & Networks,2018-11-15,36.0,False,2021-11-14,0,,73.52,,,,,,publication_date,none,OUVERT,FOURNITURES,0,0,0,,,,,0,False,False
BOAMP:18-160377,SIREN:287200265,48.0,Software & Applications,2019-03-29,48.0,True,2023-03-29,1,BOAMP:23-81527,50.56,0.4597,0.3623,0.2,True,0.5736,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.4597,0.3655,0.0942,2,False,False
BOAMP:18-163164,NAME:sisto,44.0,Data & AI,2018-11-22,48.0,True,2022-11-22,0,,73.29,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-165012,NAME:le mans,32.0,Telecom & Networks,2018-11-26,12.0,False,2019-11-26,1,BOAMP:19-118102,12.06,0.5143,0.2904,0.2,True,0.9906,publication_date,sentence_transformers,PROCEDURE_ADAPTE,FOURNITURES,0,0,0,,0.5143,,,1,True,False
BOAMP:18-167367,SIREN:254901309,48.0,Software & Applications,2018-11-30,48.0,False,2022-11-30,1,BOAMP:22-165672,48.55,0.532,0.3762,0.2,True,0.9076,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,160000.0,0.532,,,1,True,False
BOAMP:18-166821,NAME:cnieg,72.0,Digital Workplace & Collaboration,2019-03-08,12.0,False,2020-03-07,1,BOAMP:20-4011,14.72,0.596,0.5915,0.4,True,0.5471,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,3900000.0,0.596,0.4932,0.10279999999999995,2,False,False
BOAMP:18-167431,NAME:cnieg,72.0,IT Maintenance & Support,2019-03-08,24.0,False,2021-03-07,1,BOAMP:20-64610,18.5,0.4298,0.5333,0.2,True,0.0826,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,450000.0,0.4298,,,1,True,False
BOAMP:18-168544,NAME:nantes metropole,35.0,Cybersecurity,2019-03-19,12.0,False,2020-03-18,1,BOAMP:20-26585,11.2,0.5589,0.5887,0.0,True,0.8671,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5589,0.553,0.005899999999999905,10,False,False
BOAMP:18-169881,SIREN:535164412,45.0,Unknown,2018-12-06,35.0,False,2021-11-05,0,,72.83,,,,,,publication_date,none,PROCEDURE_ADAPTE,TRAVAUX,0,0,0,,,,,0,False,False
BOAMP:18-170789,NAME:ctre hosp universitaire angers,32.0,Telecom & Networks,2019-04-19,48.0,False,2023-04-19,1,BOAMP:23-22379,48.06,0.5731,0.3129,0.4,True,0.9897,attribution_award_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5731,0.4277,0.14540000000000003,3,False,False
BOAMP:18-171623,NAME:le mans,32.0,Telecom & Networks,2018-12-10,48.0,True,2022-12-10,1,BOAMP:22-69458,46.29,0.4863,0.3584,0.2,True,0.7146,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.4863,0.2891,0.1972,2,False,False
BOAMP:18-173792,SIREN:254901309,48.0,Software & Applications,2018-12-13,48.0,True,2022-12-13,1,BOAMP:22-165672,48.13,0.5462,0.3762,0.2,True,0.9788,publication_date,sentence_transformers,PROCEDURE_ADAPTE,,0,0,0,,0.5462,0.359,0.18720000000000003,2,False,False
BOAMP:18-173960,NAME:cnieg,72.0,IT Services & Consulting,2018-12-15,24.0,False,2020-12-14,1,BOAMP:20-64610,21.22,0.5077,0.5007,0.2,True,0.537,publication_date,sentence_transformers,OUVERT,SERVICES,0,0,0,,0.5077,,,1,True,False
BOAMP:18-174875,NAME:nantes metropole,72.0,IT Services & Consulting,2018-12-18,48.0,False,2022-12-18,1,BOAMP:23-34854,50.85,0.6414,0.8415,0.2,True,0.5243,publication_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.6414,0.5729,0.0685,21,False,False
BOAMP:18-177619,NAME:ville du mans,72.0,IT Services & Consulting,2019-02-27,9.0,False,2019-11-27,1,BOAMP:19-172734,12.39,0.3722,0.3376,0.0,True,0.4358,attribution_award_date,sentence_transformers,PROCEDURE_ADAPTE,SERVICES,0,0,0,,0.3722,,,1,True,False
BOAMP:18-175843,NAME:gie des epl de vendee,72.0,IT Services & Consulting,2019-03-20,12.0,False,2020-03-19,0,,69.42,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-177187,NAME:gie des epl de vendee,72.0,IT Services & Consulting,2019-06-12,12.0,False,2020-06-11,0,,66.66,,,,,,attribution_award_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-177300,SIREN:214401317,51.0,Unknown,2018-12-22,24.0,False,2020-12-21,0,,72.31,,,,,,publication_date,none,OUVERT,SERVICES,0,0,0,,,,,0,False,False
BOAMP:18-179065,NAME:agce pour l enst fr a l etranger,72.0,IT Services & Consulting,2019-03-25,48.0,False,2023-03-25,0,,69.25,,,,,,attribution_award_date,none,OUVERT,FOURNITURES,0,0,0,800000.0,,,,0,False,False
