buyer_name_raw,buyer_name_normalized,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note
3RD'ANJOU,3rd anjou,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=3rd anjou
44 CHU,44 chu,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,44.0,,1,CHU NANTES (CHU),query=chu 44 chu
ACOSS,acoss,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,26.5,5.2,3,AGENCE CENTRALE DES ORGANISMES DE SECURITE SOCIALE (ACOSS),query=acoss
ADAR44,adar44,841871932,84187193200015,previous_high_confidence_cache,HIGH,matched,100.0,,1,ADAR44,seeded from existing high-confidence buyer enrichment
ADEME,ademe,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,79.4,0.0,10,CSE ADEME,query=ademe
AGCE POUR L ENST FR A L ETRANGER,agce enst fr etranger,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=agce enst fr etranger
ALTER Public,alter public,528848153,52884815300029,previous_high_confidence_cache,HIGH,matched,100.0,37.2,4,ALTER PUBLIC,seeded from existing high-confidence buyer enrichment
ANGERS LOIRE ECO,angers loire eco,840423198,84042319800026,previous_high_confidence_cache,HIGH,matched,100.0,31.5,4,ANGERS LOIRE ECO,seeded from existing high-confidence buyer enrichment
ANGERS LOIRE TOURISME EXPO CONGRES,angers loire tourisme expo congres,830955068,83095506800044,previous_high_confidence_cache,HIGH,matched,100.0,,1,ANGERS LOIRE TOURISME EXPO CONGRES,seeded from existing high-confidence buyer enrichment
ANGERS NANTES OPERA syndicat mixte,angers nantes opera syndicat mixte,254902505,25490250500018,previous_high_confidence_cache,HIGH,matched,97.3,,1,SYNDICAT MIXTE DE L'OPERA ANGERS NANTES (SMANO),seeded from existing high-confidence buyer enrichment
ARAFER,arafer,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,23.8,,1,L'A.R.A.F.L' ASSOCIATION RUGBALISTIQUE POUR LE AKA FRANCAIS LIBRE,query=arafer
ARS Pays de La Loire,ars pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,62.9,32.9,2,AGENCE REGIONALE DE SANTE PAYS DE LOIRE (ARS),query=ars pays loire
ASSOCIATION E-TOILE,association e toile,445400104,44540010400011,previous_high_confidence_cache,HIGH,matched,100.0,18.3,10,E-TOILE,seeded from existing high-confidence buyer enrichment
AUDENCIA EESC,audencia eesc,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=audencia eesc
AUTORITE REGULATION ACTIVITES FERROVIA,autorite regulation activites ferrovia,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=autorite regulation activites ferrovia
Adoma,adoma,788058030,78805803009579,previous_high_confidence_cache,HIGH,matched,100.0,15.1,10,ADOMA,seeded from existing high-confidence buyer enrichment
Afac-Agroforesteries,afac agroforesteries,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.6,,1,ASSOCIATION FRANCAISE ARBRES CHAMPETRES ET AGROFORESTERIES (AFAC AGROFORESTERIES),query=afac agroforesteries
Agence Régionale Pays de la Loire TI,agence regionale pays loire ti,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=agence regionale pays loire ti
Agence Régionale de Santé (ARS),agence regionale sante ars,130008071,13000807100123,previous_high_confidence_cache,HIGH,matched,79.2,,1,AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES (ARS),seeded from existing high-confidence buyer enrichment
Agence de l'eau Loire-Bretagne,agence eau loire bretagne,184503019,18450301900012,previous_high_confidence_cache,HIGH,matched,100.0,47.6,2,AGENCE DE L'EAU LOIRE-BRETAGNE,seeded from existing high-confidence buyer enrichment
Agrocampus Ouest,agrocampus ouest,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,61.3,3.2,10,ASSOCIATION AU DEVELOPPEMENT DURABLE DE L'AGROCAMPUS OUEST (ADDAO),query=agrocampus ouest
Angers Loire Metropole (49),angers loire metropole 49,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=angers loire metropole 49
Angers Loire Métropole,angers loire metropole,244900015,24490001500011,previous_high_confidence_cache,HIGH,matched,77.8,18.0,10,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,seeded from existing high-confidence buyer enrichment
Association E-TOILE,association e toile,445400104,44540010400011,previous_high_confidence_cache,HIGH,matched,100.0,18.3,10,E-TOILE,seeded from existing high-confidence buyer enrichment
BACKNET SOLUTIONS,backnet solutions,487566580,48756658000014,previous_high_confidence_cache,HIGH,matched,100.0,,1,BACKNET SOLUTIONS,seeded from existing high-confidence buyer enrichment
BATIMENT CFA NORMANDIE,batiment cfa normandie,778116087,77811608700157,previous_high_confidence_cache,HIGH,matched,100.0,,1,BATIMENT CFA NORMANDIE,seeded from existing high-confidence buyer enrichment
Baie de Somme Habitat,baie somme habitat,278000013,27800001300013,previous_high_confidence_cache,HIGH,matched,78.6,43.6,3,BAIE DE SOMME HABITAT - OPH DE LA BAIE DE SOMME,seeded from existing high-confidence buyer enrichment
Bretagne Développement Innovation,bretagne developpement innovation,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,30.4,,1,GIE KAUFMAN ET BROAD,query=bretagne developpement innovation
C.H.D La Roche Sur Yon-Luçon-Montaigu,c h roche yon lucon montaigu,268502424,26850242400016,previous_high_confidence_cache,HIGH,matched,100.0,,1,CHD LA ROCHE SUR YON LUCON MONTAIGU,seeded from existing high-confidence buyer enrichment
C.H.S. de la Sarthe,c h s sarthe,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,44.1,6.8,5,H & V (H & V),query=c h s sarthe
C.S.T.B.,c s t b,411516768,41151676800420,api_recherche_entreprises_current,HIGH,matched,91.7,48.0,10,L O B S T,query=c s t b
CA Agglomération du Choletais,ca agglomeration choletais,200071678,20007167800011,previous_high_confidence_cache,HIGH,matched,99.2,,1,CA CHOLET AGGLOMERATION,seeded from existing high-confidence buyer enrichment
CA LES SABLES D OLONNE AGGLOMERATION,ca sables olonne agglomeration,200071165,20007116500167,previous_high_confidence_cache,HIGH,matched,100.0,,1,CA LES SABLES D'OLONNE AGGLOMERATION,seeded from existing high-confidence buyer enrichment
CA PORNIC AGGLO PAYS DE RETZ,ca pornic agglo pays retz,200067346,20006734600011,previous_high_confidence_cache,HIGH,matched,100.0,,1,CA PORNIC AGGLO PAYS DE RETZ,seeded from existing high-confidence buyer enrichment
CA SAUMUR VAL DE LOIRE,ca saumur val loire,200071876,20007187600011,previous_high_confidence_cache,HIGH,matched,100.0,,1,CA SAUMUR VAL DE LOIRE,seeded from existing high-confidence buyer enrichment
CAF de la Somme,caf somme,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,43.3,,1,CAISSE ALLOCATIONS FAMILIALES DE LA SOMME (CAF 80),query=caf somme
CAP ATLANTIQUE,cap atlantique,353686934,35368693400079,api_recherche_entreprises_current,HIGH,matched,90.4,17.7,10,CAP MAREE ATLANTIQUE,query=cap atlantique
CARENE,carene,524795564,52479556400011,api_recherche_entreprises_current,HIGH,matched,90.9,20.3,10,CAREN,query=carene
CARIFOREF,cariforef,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cariforef
CC DU PAYS DE CHANTONNAY,cc pays chantonnay,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,46.3,,1,SYND INTERCOM REG NORD EST CHANTONNAY,query=cc pays chantonnay
CC DU PAYS DE ST FULGENT LES ESSARTS,cc pays st fulgent essarts,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,60.7,,1,CENTRE INTERCOMMUNAL D'ACTION SOCIALE DU PAYS DE SAINT FULGENT/LES ESSARTS (CIAS),query=cc pays st fulgent essarts
CC Estuaire et Sillon,cc estuaire sillon,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cc estuaire sillon
CC Loire Layon Aubance,cc loire layon aubance,200071553,20007155300016,previous_high_confidence_cache,HIGH,matched,100.0,,1,CC LOIRE LAYON AUBANCE,seeded from existing high-confidence buyer enrichment
CC Océan Marais de Monts,cc ocean marais monts,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cc ocean marais monts
CC PAYS DE CRAON,cc pays craon,200048551,20004855100010,previous_high_confidence_cache,HIGH,matched,100.0,,1,CC DU PAYS DE CRAON,seeded from existing high-confidence buyer enrichment
CC Sud Vendée Littoral,cc sud vendee littoral,200073260,20007326000016,previous_high_confidence_cache,HIGH,matched,100.0,,1,CC SUD VENDEE LITTORAL,seeded from existing high-confidence buyer enrichment
CCAS coulaines,ccas coulaines,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.1,,1,CTRE COM ACTION SOCIALE DE COULAINES,query=ccas ccas coulaines
CCAS d'Angers,ccas angers,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,39.0,0.0,4,CENTRE COMMUNAL D'ACTION SOCIALE,query=ccas ccas d angers
CCI DE REG CTRE VAL DE LOIRE,cci reg ctre val loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cci reg ctre val loire
CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,46.9,,1,BREST METROPOLE AMENAGEMENT (BMA),query=cci metropolitaine bretagne ouest
CCI Nantes Saint-Nazaire,cci nantes saint nazaire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,72.0,18.4,10,CHAMBRE COMMERCE INDUSTRIE NANTES - SAINT-NAZAIRE (CCI),query=cci nantes saint nazaire
CCI Pays de la Loire,cci pays loire,924715238,92471523800011,previous_high_confidence_cache,HIGH,matched,95.5,61.0,6,CSE CCI PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
CCI Région Pays de la Loire,cci region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,95.5,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
CCI de Maine et Loire,cci maine loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,60.6,10.6,7,CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE (CCI),query=cci maine loire
CCI de la région Pays de la Loire,cci region pays loire,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,95.5,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment
CCI de région Bretagne,cci region bretagne,233500016,23350001600040,previous_high_confidence_cache,HIGH,matched,93.6,,1,REGION BRETAGNE,seeded from existing high-confidence buyer enrichment
CCIR Pays de la Loire,ccir pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,54.9,,1,CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE (CCIR),query=ccir pays loire
CD 44,cd 44,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,53.5,26.6,8,CD 44 (CD 44) (CD 44),query=cd 44
CDC du Pays de Saint Gilles Cx de Vie,cdc pays saint gilles cx vie,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cdc pays saint gilles cx vie
CENOVIA,cenovia,576150270,57615027000063,api_recherche_entreprises_current,HIGH,matched,100.0,22.0,6,CENOVIA (SEM),query=cenovia
CENOVIA CITES,cenovia cites,834692402,83469240200011,previous_high_confidence_cache,HIGH,matched,100.0,,1,CENOVIA CITES,seeded from existing high-confidence buyer enrichment
CENTRE COMMUNAL D ACTION SOCIALE,centre communal action sociale,264901893,26490189300042,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,CENTRE COMMUNAL ACTION SOCIALE (CCAS),seeded from existing high-confidence buyer enrichment
CENTRE DE GESTION 87,centre gestion 87,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre gestion 87
CENTRE DE GESTION DE LA FONCTION PUBLI,centre gestion fonction publi,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre gestion fonction publi
CEREMA - DTerMed,cerema dtermed,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cerema dtermed
CESAME - CH de Sainte Gemmes sur Loire,cesame ch sainte gemmes loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,44.8,,1,ASSOCIATION DES INTERNES DE PSYCHIATRIE ANGEVINS,query=centre hospitalier sainte gemmes sur loire
CETIM,cetim,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,70.5,20.8,4,CETIM (CETIM),query=cetim
CG49,cg49,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cg49
CH DU MANS,ch mans,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,67.2,24.5,10,HOPITAL LE MANS,query=ch mans
CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE,chambre commerce industrie maine loire,130004609,13000460900017,previous_high_confidence_cache,HIGH,matched,100.0,65.4,7,CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE (CCI),seeded from existing high-confidence buyer enrichment
CHAMBRE REG AGRI PAYS DE LA LOIRE,chambre reg agri pays loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chambre reg agri pays loire
CHBR REG METIERS ARTISANAT NOUV AQUIT,chbr reg metiers artisanat nouv aquit,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chbr reg metiers artisanat nouv aquit
CHD VENDEE,chd vendee,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,54.0,0.0,10,SYNDICAT DES INTERNES DU CHD LA ROCHE SUR YON,query=chd vendee
CHD Vendée - Etablissement support du GHT Vendée,chd vendee etablissement support ght vendee,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chd vendee support ght vendee
CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,chu angers etablissement support groupement hospitalier territoire maine loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chu chu angers etablissement support du groupement hospitalier de territoire de maine et loire
CHU NANTES,chu nantes,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment
CHU d'Angers,chu angers,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,44.8,,1,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,query=chu chu d angers
CHU de  Nantes,chu nantes,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment
CHU de NANTES,chu nantes,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment
CHU de Nantes,chu nantes,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment
CHU de Nnates,chu nnates,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chu nnates
CIAS de La Roche-sur-Yon (85),cias roche yon 85,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cias roche yon 85
CIAS de La Roche-sur-Yon Agglomération(85),cias roche yon agglomeration 85,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cias roche yon agglomeration 85
CIF GIE GEIPCI,cif gie geipci,379774177,37977417700016,previous_high_confidence_cache,HIGH,matched,100.0,,1,CIF GIE GEIPCI,seeded from existing high-confidence buyer enrichment
CMAR Pays de La Loire,cmar pays loire,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.6,21.5,2,CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION DES PAYS DE LA LOIRE (CMAR),query=cmar pays loire
CNAM,cnam,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.4,8.0,10,ASSOCIATION PERSONNEL CNAM,query=cnam
CNDP,cndp,940022890,94002289000013,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,CNDP,seeded from existing high-confidence buyer enrichment
CNIEG,cnieg,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,29.3,,1,CAISSE NAT INDUSTRIES ELECT GAZIERES (CNIEG),query=cnieg
CNIEG (Caisse Nationale des Industries Electriques et Gazières),cnieg caisse nationale industries electriques gazieres,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cnieg caisse nationale industries electriques gazieres
COM D AGGLO REG NAZAIRIENNE ESTUAIRE,com agglo reg nazairienne estuaire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=com agglo reg nazairienne estuaire
COM DE COMMUNES DE BELLE ILE EN MER,com communes belle ile mer,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=com communes belle ile mer
COMMUNAUTE COMMUNES HUISNE SARTHOISE,communaute communes huisne sarthoise,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute communes huisne sarthoise
COMMUNAUTE COMMUNES PAYS DE REDON,communaute communes pays redon,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,30.4,,1,SEMBREIZH (SEMAEB),query=communaute communes pays redon
COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute agglomeration rochelle,241700434,24170043400020,previous_high_confidence_cache,HIGH,matched,100.0,27.9,10,COMMUNAUTE D'AGGLOMERATION LA ROCHELLE,seeded from existing high-confidence buyer enrichment
COMMUNAUTE DE COMMUNES DE L ERNEE,communaute communes ernee,245300355,24530035500030,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNAUTE DE COMMUNES DE L'ERNEE,seeded from existing high-confidence buyer enrichment
COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,communaute communes sud estuaire,244400586,24440058600065,previous_high_confidence_cache,HIGH,matched,100.0,64.4,3,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE (CCSE),seeded from existing high-confidence buyer enrichment
COMMUNAUTE de COMMUNES des COEVRONS,communaute communes coevrons,200033298,20003329800015,previous_high_confidence_cache,HIGH,matched,100.0,61.3,2,COMMUNAUTE DE COMMUNES DES COEVRONS,seeded from existing high-confidence buyer enrichment
COMMUNAUTÉ DE COMMUNES LOIRE LAYON AUBANCE,communaute communes loire layon aubance,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,30.2,,1,ALTER ENERGIES,query=communaute communes loire layon aubance
COMMUNE DE BEAUFORT EN ANJOU,commune beaufort anjou,200058899,20005889900010,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE BEAUFORT-EN-ANJOU,seeded from existing high-confidence buyer enrichment
COMMUNE DE BEAUFORT-EN-ANJOU,commune beaufort anjou,200058899,20005889900010,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE BEAUFORT-EN-ANJOU,seeded from existing high-confidence buyer enrichment
COMMUNE DE BOUAYE,commune bouaye,214400186,21440018600018,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE BOUAYE,seeded from existing high-confidence buyer enrichment
COMMUNE DE CESSON SEVIGNE,commune cesson sevigne,213500515,21350051500019,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE CESSON SEVIGNE,seeded from existing high-confidence buyer enrichment
COMMUNE DE CHEMILLE EN ANJOU,commune chemille anjou,200053593,20005359300014,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE CHEMILLE-EN-ANJOU,seeded from existing high-confidence buyer enrichment
COMMUNE DE KOUROU,commune kourou,219733045,21973304500013,api_recherche_entreprises_current,HIGH,matched,100.0,,1,COMMUNE DE KOUROU,query=commune kourou
COMMUNE DE LA FERTE-BERNARD,commune ferte bernard,217201326,21720132600014,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE LA FERTE BERNARD,seeded from existing high-confidence buyer enrichment
COMMUNE DE MAUGES SUR LOIRE,commune mauges loire,200054336,20005433600017,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE MAUGES-SUR-LOIRE,seeded from existing high-confidence buyer enrichment
COMMUNE DE MURS ERIGNE,commune murs erigne,214902231,21490223100148,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE MURS-ERIGNE,seeded from existing high-confidence buyer enrichment
COMMUNE DE NANTES,commune nantes,214401093,21440109300015,previous_high_confidence_cache,HIGH,matched,100.0,27.0,8,COMMUNE DE NANTES,seeded from existing high-confidence buyer enrichment
COMMUNE DE OMBREE D ANJOU,commune ombree anjou,200069474,20006947400019,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE OMBREE D'ANJOU,seeded from existing high-confidence buyer enrichment
COMMUNE DE REZE,commune reze,214401432,21440143200015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE REZE,seeded from existing high-confidence buyer enrichment
COMMUNE DE SAINT NAZAIRE,commune saint nazaire,214401846,21440184600016,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment
COMMUNE DE VERRIERES EN ANJOU,commune verrieres anjou,200056679,20005667900018,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE VERRIERES-EN-ANJOU,seeded from existing high-confidence buyer enrichment
COMMUNE DE VERTOU,commune vertou,214402158,21440215800015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE VERTOU,seeded from existing high-confidence buyer enrichment
COMMUNE DU CROISIC,commune croisic,214400491,21440049100129,previous_high_confidence_cache,HIGH,matched,100.0,73.1,2,COMMUNE DU CROISIC,seeded from existing high-confidence buyer enrichment
COMMUNE LES SABLES D OLONNE,commune sables olonne,200082139,20008213900011,previous_high_confidence_cache,HIGH,matched,100.0,41.5,9,COMMUNE LES SABLES-D'OLONNE,seeded from existing high-confidence buyer enrichment
COMSOPGN,comsopgn,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=comsopgn
CONSEIL DEPARTEMENTAL DE LOIRE-ATLANTI,conseil departemental loire atlanti,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,63.8,,1,DAC LOIRE-ATLANTIQUE,query=conseil departemental loire atlanti
CORLAB,corlab,100492784,10049278400010,previous_high_confidence_cache,HIGH,matched,100.0,72.6,3,CORLAB,seeded from existing high-confidence buyer enrichment
CPAM de Loire-Atlantique,cpam loire atlantique,515163749,51516374900010,previous_high_confidence_cache,HIGH,matched,97.4,27.6,2,CPAM DE LOIRE ATLANTIQUE (CPAM),seeded from existing high-confidence buyer enrichment
CPAM de la Sarthe,cpam sarthe,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,47.3,,1,CAISSE PRIMAIRE ASSURANCE MALADIE SARTHE (CPAM),query=cpam sarthe
CRDC LE LIEU UNIQUE,crdc lieu unique,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,61.3,,1,LIEU UNIQUE SCENE NATIONALE DE NANTES ASSOCIATION CRDC (CRDC),query=crdc lieu unique
CREHA Ouest,creha ouest,327822177,32782217700025,previous_high_confidence_cache,HIGH,matched,100.0,,1,CREHA OUEST,seeded from existing high-confidence buyer enrichment
CROUS d'Orléans Tours,crous orleans tours,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,47.1,,1,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),query=crous orleans tours
CROUS de Nantes,crous nantes,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,50.5,10.8,2,CHOEUR UNIVERSITAIRE DE NANTES (CUN),query=crous nantes
CROUS de Nantes Pays de la Loire,crous nantes pays loire,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=crous nantes pays loire
CROUS de Rennes,crous rennes,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,63.3,20.0,4,CAPHANDI'RENNES,query=crous rennes
CTE REG PECHES MARITIMES ELEVAGES MARI,cte reg peches maritimes elevages mari,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cte reg peches maritimes elevages mari
CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ctre hosp universitaire angers
CTRE NATIONAL D ENST A DISTANCE,ctre national enst distance,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=ctre national enst distance
Casier judiciaire national,casier judiciaire national,130025158,13002515800010,previous_high_confidence_cache,HIGH,matched,94.7,45.5,3,SERVICE DU CASIER JUDICIAIRE NATIONAL,seeded from existing high-confidence buyer enrichment
Centre Hospitalier Loire Vendée Océan,centre hospitalier loire vendee ocean,268504453,26850445300013,previous_high_confidence_cache,HIGH,matched,100.0,68.0,7,CENTRE HOSPITALIER LOIRE VENDEE OCEAN (CHLVO),seeded from existing high-confidence buyer enrichment
Centre Hospitalier Spécialisé de Blain,centre hospitalier specialise blain,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre hospitalier centre hospitalier specialise de blain
Centre Hospitalier de Cholet,centre hospitalier cholet,264900390,26490039000016,previous_high_confidence_cache,HIGH,matched,100.0,7.3,10,CENTRE HOSPITALIER DE CHOLET,seeded from existing high-confidence buyer enrichment
Centre Hospitalier de Laval (53),centre hospitalier laval 53,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,32.3,,1,GIE  IRM 53,query=centre hospitalier laval 53
Centre Hospitalier de Saint-Nazaire,centre hospitalier saint nazaire,264400268,26440026800456,previous_high_confidence_cache,HIGH,matched,100.0,20.9,10,CENTRE HOSPITALIER SAINT NAZAIRE,seeded from existing high-confidence buyer enrichment
Centre Hospitalier du Haut Anjou,centre hospitalier haut anjou,265300087,26530008700011,previous_high_confidence_cache,HIGH,matched,100.0,26.8,10,CENTRE HOSPITALIER DU HAUT ANJOU,seeded from existing high-confidence buyer enrichment
Centre de Gestion FPT Loire-Atlantique,centre gestion fpt loire atlantique,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre gestion fpt loire atlantique
Centre de Gestion de Loire-Atlantique,centre gestion loire atlantique,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,64.0,14.8,6,CENTRE GESTION AGREE BOULANGERIE (CGAHBP),query=centre gestion loire atlantique
Centre de Gestion de la fonction publique territoriale de Loire-Atlantique,centre gestion fonction publique territoriale loire atlantique,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=centre gestion fonction publique territoriale loire atlantique
Centre des monuments nationaux,centre monuments nationaux,180046013,18004601300017,previous_high_confidence_cache,HIGH,matched,100.0,14.4,2,CENTRE DES MONUMENTS NATIONAUX (CMN),seeded from existing high-confidence buyer enrichment
Centre hospitalier de Laval,centre hospitalier laval,265300236,26530023600014,previous_high_confidence_cache,HIGH,matched,100.0,80.0,10,CENTRE HOSPITALIER DE LAVAL,seeded from existing high-confidence buyer enrichment
Centre hospitalier de Saumur,centre hospitalier saumur,264900523,26490052300012,previous_high_confidence_cache,HIGH,matched,100.0,45.9,9,CENTRE HOSPITALIER DE SAUMUR,seeded from existing high-confidence buyer enrichment
