contract_id,idweb,notice_id,buyer_key,buyer_key_type,buyer_name_raw,buyer_name_normalized,buyer_siren_clean,buyer_siret_clean,buyer_siren_enriched,segment,cpv_clean,cpv_div2,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,objet,objet_clean,source_date,source_date_source,declared_duration_months,duration_imputed_flag,estimated_end_date,recurrence_window_close,eligible_for_linkage,censoring_date,censoring_duration_months,amount_clean,type_procedure,type_marche,raw_trace_id
BOAMP:15-37182,15-37182,15-37182,NAME:mindef dga dt scat,NAME,MINDEF/DGA/DT/SCAT,mindef dga dt scat,,,,Cybersecurity,35125100,35,3512,35125,False,False,"acquisition de capteurs pour des mesures d'accélération, y compris accessoires et prestations d'étalonnage, à Bourges",acquisition de capteurs pour des mesures d acceleration y compris accessoires et prestations d etalonnage a bourges,2015-03-11,publication_date,48.0,False,2019-03-11,2019-09-11,True,2026-07-09,135.94,,NEGOCIE,,BOAMP:15-37182
BOAMP:15-42843,15-42843,15-42843,NAME:cte cnes ile noirmoutier,NAME,Cté de Cnes de l'Ile de Noirmoutier,cte cnes ile noirmoutier,,,,IT Services & Consulting,72000000,72,7200,72000,False,True,prestation pour la réalisation d'une plateforme e-commerce sur l'ile à Noirmoutier,prestation pour la realisation d une plateforme e commerce sur l ile a noirmoutier,2015-03-24,publication_date,48.0,False,2019-03-24,2019-09-24,True,2026-07-09,135.51,,OUVERT,SERVICES,BOAMP:15-42843
BOAMP:15-44999,15-44999,15-44999,NAME:conseil general vendee,NAME,Conseil général de la Vendée,conseil general vendee,,,,Cybersecurity,39294100,39,3929,39294,False,False,fourniture d'articles répondant aux besoins des associations et des manifestations à caractère promotionnel à La Roche Sur Yon,fourniture d articles repondant aux besoins des associations et des manifestations a caractere promotionnel a la roche sur yon,2015-03-24,publication_date,48.0,True,2019-03-24,2019-09-24,True,2026-07-09,135.51,,OUVERT,,BOAMP:15-44999
BOAMP:15-47591,15-47591,15-47591,SIREN:532458809,SIREN_ENRICHED,Ville d'Angers,ville angers,,,532458809,Telecom & Networks,32412100,32,3241,32412,False,False,"Boucle optique Angevine et infrastructures de communications électroniques : extensions et restructurations, à Angers",boucle optique angevine et infrastructures de communications electroniques extensions et restructurations a angers,2015-03-27,publication_date,36.0,False,2018-03-27,2018-09-27,True,2026-07-09,135.41,,PROCEDURE_ADAPTE,,BOAMP:15-47591
BOAMP:15-47696,15-47696,15-47696,SIREN:110006012,SIREN_ENRICHED,Ministère des Affaires étrangères,ministere affaires etrangeres,,,110006012,IT Services & Consulting,72500000,72,7250,72500,False,False,Prestation t.m.a. de la messagerie du m.a.e.d.i. dans l'evironnement kerio et logiciels libres d'une part et dans l'environnement microsoft de l'autre pour le Ministère des Affaires étrangères à Paris,prestation t m a de la messagerie du m a e d i dans l evironnement kerio et logiciels libres d une part et dans l environnement microsoft de l autre pour le ministere des affaires etrangeres a paris,2015-03-30,publication_date,48.0,False,2019-03-30,2019-09-30,True,2026-07-09,135.32,,OUVERT,SERVICES,BOAMP:15-47696
BOAMP:15-31076,15-31076,15-31076,SIREN:218501914,SIREN_ENRICHED,Ville de La Roche-sur-Yon,ville roche yon,,,218501914,Cybersecurity,35110000,35,3511,35110,False,False,Fourniture de matériels de protection et de signalisation incendie au profit de la ville à La Roche-Sur-Yon,fourniture de materiels de protection et de signalisation incendie au profit de la ville a la roche sur yon,2015-04-01,publication_date,48.0,False,2019-04-01,2019-10-01,True,2026-07-09,135.25,,PROCEDURE_ADAPTE,,BOAMP:15-31076
BOAMP:15-50314,15-50314,15-50314,SIREN:110006012,SIREN_ENRICHED,Ministère des Affaires étrangères,ministere affaires etrangeres,,,110006012,IT Services & Consulting,72500000,72,7250,72500,False,False,"T.M.A. de la messagerie du M.A.E.D.I. dans l'evironnement KERIO et logiciels libres d'une part et dans l'environnement microsoft de l'autre, à Paris (annulation)",t m a de la messagerie du m a e d i dans l evironnement kerio et logiciels libres d une part et dans l environnement microsoft de l autre a paris annulation,2015-04-02,publication_date,48.0,True,2019-04-02,2019-10-02,True,2026-07-09,135.22,,OUVERT,,BOAMP:15-50314
BOAMP:15-51571,15-51571,15-51571,NAME:residences saint alexandre,NAME,RESIDENCES SAINT ALEXANDRE,residences saint alexandre,,,,Software & Applications,48180000,48,4818,48180,False,False,"evolution du système d'information autour du dossier du résident informatisé, à Mortagne Sur Sevre",evolution du systeme d information autour du dossier du resident informatise a mortagne sur sevre,2015-04-07,publication_date,48.0,True,2019-04-07,2019-10-07,True,2026-07-09,135.05,,OUVERT,,BOAMP:15-51571
BOAMP:15-52664,15-52664,15-52664,SIREN:110006012,SIREN_ENRICHED,Ministère des Affaires étrangères,ministere affaires etrangeres,,,110006012,IT Services & Consulting,72500000,72,7250,72500,False,False,"prestation de TMA de la messagerie du ministère des affaires étrangères dans l'environnement Kerio et logiciels libres d'une part et dans l'environnement microsoft de l'autre, à Paris",prestation de tma de la messagerie du ministere des affaires etrangeres dans l environnement kerio et logiciels libres d une part et dans l environnement microsoft de l autre a paris,2015-04-08,publication_date,48.0,False,2019-04-08,2019-10-08,True,2026-07-09,135.02,,OUVERT,SERVICES,BOAMP:15-52664
BOAMP:15-53947,15-53947,15-53947,SIREN:214401622,SIREN_ENRICHED,Commune de Saint-Herblain,commune saint herblain,,,214401622,Software & Applications,48220000,48,4822,48220,False,False,"Réalisation du nouveau site web: web design, acquisition et mise en oeuvre des briques logicielles nécessaires au profit de la ville de Saint Herblain",realisation du nouveau site web web design acquisition et mise en oeuvre des briques logicielles necessaires au profit de la ville de saint herblain,2015-04-10,publication_date,48.0,True,2019-04-10,2019-10-10,True,2026-07-09,134.95,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-53947
BOAMP:15-54892,15-54892,15-54892,SIREN:288500010,SIREN_ENRICHED,SDIS 85,sdis 85,,,288500010,Telecom & Networks,32522000,32,3252,32522,False,False,fourniture et mise en oeuvre des nouveaux équipements et logiciels au CTA/Codis du SDIS et au Samu du CHD à La Roche sur Yon (rectificatif),fourniture et mise en oeuvre des nouveaux equipements et logiciels au cta codis du sdis et au samu du chd a la roche sur yon rectificatif,2015-04-10,publication_date,48.0,True,2019-04-10,2019-10-10,True,2026-07-09,134.95,,OUVERT,,BOAMP:15-54892
BOAMP:15-54272,15-54272,15-54272,SIREN:264900390,SIREN_ENRICHED,Centre Hospitalier de Cholet,centre hospitalier cholet,,,264900390,Unknown,,,,,True,False,Fourniture d'articles de protection à usage unique pour le Centre Hospitalier de Cholet,fourniture d articles de protection a usage unique pour le centre hospitalier de cholet,2015-04-10,publication_date,44.0,False,2018-12-10,2019-06-10,True,2026-07-09,134.95,,OUVERT,,BOAMP:15-54272
BOAMP:15-54977,15-54977,15-54977,NAME:conseil general sarthe,NAME,Conseil Général de la Sarthe,conseil general sarthe,,,,Digital Workplace & Collaboration,64200000,64,6420,64200,False,False,prestations de services de télécommunications pour le compte du département de la Sarthe,prestations de services de telecommunications pour le compte du departement de la sarthe,2015-04-13,publication_date,48.0,True,2019-04-13,2019-10-13,True,2026-07-09,134.86,,OUVERT,SERVICES,BOAMP:15-54977
BOAMP:15-55213,15-55213,15-55213,SIREN:451324974,SIREN_ENRICHED,Ville du Croisic,ville croisic,,,451324974,Telecom & Networks,32424000,32,3242,32424,False,False,"aménagement de l'avenue Aristide Briand, au Croisic",amenagement de l avenue aristide briand au croisic,2015-04-13,publication_date,12.0,False,2016-04-13,2016-10-13,True,2026-07-09,134.86,,OUVERT,,BOAMP:15-55213
BOAMP:15-56123,15-56123,15-56123,SIREN:247200132,SIREN_ENRICHED,Le Mans Métropole - Communauté Urbaine,mans metropole communaute urbaine,,,247200132,Unknown,45112500,45,4511,45112,False,False,Aménagement du parvis du collège de l'épine et de ses abords au Mans,amenagement du parvis du college de l epine et de ses abords au mans,2015-04-14,publication_date,48.0,True,2019-04-14,2019-10-14,True,2026-07-09,134.82,,PROCEDURE_ADAPTE,,BOAMP:15-56123
BOAMP:15-56649,15-56649,15-56649,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,IT Services & Consulting,72500000,72,7250,72500,False,False,"réalisation et diffusion de publications digitales, à Nantes",realisation et diffusion de publications digitales a nantes,2015-04-14,publication_date,12.0,False,2016-04-14,2016-10-14,True,2026-07-09,134.82,,OUVERT,SERVICES,BOAMP:15-56649
BOAMP:15-55527,15-55527,15-55527,NAME:cdc pays saint gilles cx vie,NAME,CDC du Pays de Saint Gilles Cx de Vie,cdc pays saint gilles cx vie,,,,Software & Applications,48000000,48,4800,48000,False,True,fourniture d'un logiciel et de systemes d'identification pour la gestion et la facturation de la redevance incitative (reomi) et prestations associees à Saint Gilles Croix De Vie,fourniture d un logiciel et de systemes d identification pour la gestion et la facturation de la redevance incitative reomi et prestations associees a saint gilles croix de vie,2015-04-14,publication_date,48.0,True,2019-04-14,2019-10-14,True,2026-07-09,134.82,,OUVERT,SERVICES,BOAMP:15-55527
BOAMP:15-56918,15-56918,15-56918,SIREN:439446386,SIREN_ENRICHED,VALLET,vallet,,,439446386,Telecom & Networks,32342410,32,3234,32342,False,False,"acquisition d'un système de diffusion avec installation, mise en route, calage et formation au profit du Champilambart, à Vallet",acquisition d un systeme de diffusion avec installation mise en route calage et formation au profit du champilambart a vallet,2015-04-15,publication_date,12.0,False,2016-04-15,2016-10-15,True,2026-07-09,134.79,,PROCEDURE_ADAPTE,,BOAMP:15-56918
BOAMP:15-56776,15-56776,15-56776,SIREN:532458809,SIREN_ENRICHED,Ville d'Angers,ville angers,,,532458809,Telecom & Networks,32342410,32,3234,32342,False,False,"prestation de sonorisation et d'éclairage pour les festivals Tempo Rives et Accroches coeurs en 2015, à Angers",prestation de sonorisation et d eclairage pour les festivals tempo rives et accroches coeurs en 2015 a angers,2015-04-15,publication_date,48.0,True,2019-04-15,2019-10-15,True,2026-07-09,134.79,,PROCEDURE_ADAPTE,,BOAMP:15-56776
BOAMP:15-58339,15-58339,15-58339,NAME:cnieg,NAME,CNIEG,cnieg,,,,IT Services & Consulting,72400000,72,7240,72400,False,False,refonte du site web pour le compte CNIEG à Nantes,refonte du site web pour le compte cnieg a nantes,2015-07-22,linked_attribution_date,48.0,False,2019-07-22,2020-01-22,True,2026-07-09,131.57,,OUVERT,SERVICES,BOAMP:15-58339
BOAMP:15-58989,15-58989,15-58989,NAME:ccir pays loire,NAME,CCIR Pays de la Loire,ccir pays loire,,,,Software & Applications,48900000,48,4890,48900,False,False,fourniture en location d'une solution informatique externalisée de collecte de taxe d'apprentissage et de prestations associées à Nantes,fourniture en location d une solution informatique externalisee de collecte de taxe d apprentissage et de prestations associees a nantes,2015-04-17,publication_date,48.0,True,2019-04-17,2019-10-17,True,2026-07-09,134.72,,OUVERT,,BOAMP:15-58989
BOAMP:15-59370,15-59370,15-59370,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,IT Services & Consulting,72261000,72,7226,72261,False,False,"maintenance de la suite logicielle business object, fourniture de licences, de modules et de prestations complémentaires, à Nantes",maintenance de la suite logicielle business object fourniture de licences de modules et de prestations complementaires a nantes,2015-04-20,publication_date,48.0,False,2019-04-20,2019-10-20,True,2026-07-09,134.63,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-59370
BOAMP:15-59556,15-59556,15-59556,NAME:conseil general loire atlantique,NAME,Conseil général de Loire-Atlantique,conseil general loire atlantique,,,,Cybersecurity,35113400,35,3511,35113,False,False,fourniture de gilets jaunes de sécurité destinés aux élèves transportés sur le réseau lila à Nantes,fourniture de gilets jaunes de securite destines aux eleves transportes sur le reseau lila a nantes,2015-08-24,linked_attribution_date,48.0,False,2019-08-24,2020-02-24,True,2026-07-09,130.49,200000.0,OUVERT,,BOAMP:15-59556
BOAMP:15-64142,15-64142,15-64142,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,Software & Applications,48900000,48,4890,48900,False,False,"fourniture, installation, intégration, déploiement et maintenance d'une solution de dictée numérique non intégrée au SIH du CHU à Nantes",fourniture installation integration deploiement et maintenance d une solution de dictee numerique non integree au sih du chu a nantes,2015-04-24,publication_date,48.0,True,2019-04-24,2019-10-24,True,2026-07-09,134.49,,PROCEDURE_ADAPTE,,BOAMP:15-64142
BOAMP:15-50024,15-50024,15-50024,SIREN:258500222,SIREN_ENRICHED,Vendée Eau,vendee eau,,,258500222,Cybersecurity,35261000,35,3526,35261,False,False,fourniture et pose de supports signalétiques pour les usines de production d'eau potable et sur les rives des retenues d'eau au profit de Vendée Eau à La Roche-Sur-Yon,fourniture et pose de supports signaletiques pour les usines de production d eau potable et sur les rives des retenues d eau au profit de vendee eau a la roche sur yon,2015-06-25,linked_attribution_date,6.0,False,2015-12-25,2016-06-25,True,2026-07-09,132.46,,PROCEDURE_ADAPTE,,BOAMP:15-50024
BOAMP:15-63153,15-63153,15-63153,SIREN:258500222,SIREN_ENRICHED,Vendée Eau,vendee eau,,,258500222,Unknown,45421000,45,4542,45421,False,False,Travaux d'aménagement scénographique du château d'eau d'Apremont,travaux d amenagement scenographique du chateau d eau d apremont,2015-04-27,publication_date,48.0,True,2019-04-27,2019-10-27,True,2026-07-09,134.4,,PROCEDURE_ADAPTE,,BOAMP:15-63153
BOAMP:15-64904,15-64904,15-64904,SIREN:288500010,SIREN_ENRICHED,SDIS 85,sdis 85,,,288500010,Software & Applications,48450000,48,4845,48450,False,False,fourniture et déploiement d'un logiciel de planification et de gestion des activités liées au temps de travail du personnel du SDIS de la Vendée à La Roche Sur Yon,fourniture et deploiement d un logiciel de planification et de gestion des activites liees au temps de travail du personnel du sdis de la vendee a la roche sur yon,2015-04-28,publication_date,68.0,False,2020-12-28,2021-06-28,True,2026-07-09,134.36,,PROCEDURE_ADAPTE,,BOAMP:15-64904
BOAMP:15-65940,15-65940,15-65940,NAME:pole sante sarthe loire,NAME,Pole Santé Sarthe et Loire,pole sante sarthe loire,,,,IT Maintenance & Support,72611000,72,7261,72611,False,False,maintien en conditions opérationnelles de la plateforme virtualisée pour le CH Sarthe et Loire au Bailleul,maintien en conditions operationnelles de la plateforme virtualisee pour le ch sarthe et loire au bailleul,2015-04-29,publication_date,48.0,True,2019-04-29,2019-10-29,True,2026-07-09,134.33,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-65940
BOAMP:15-65742,15-65742,15-65742,SIREN:217500016,SIREN_ENRICHED,Ville du Mans,ville mans,,,217500016,Telecom & Networks,32342410,32,3234,32342,False,False,Matériel de sonorisation et accessoires de scène pour le compte de la ville au Mans,materiel de sonorisation et accessoires de scene pour le compte de la ville au mans,2015-07-10,linked_attribution_date,48.0,True,2019-07-10,2020-01-10,True,2026-07-09,131.96,,PROCEDURE_ADAPTE,,BOAMP:15-65742
BOAMP:15-68078,15-68078,15-68078,NAME:dir ouest,NAME,DIR Ouest,dir ouest,,,,Telecom & Networks,32584000,32,3258,32584,False,False,"accompagnement en communication ; conception et réalisation d'outils de communication numériques, de supports d'édition et d'actions de communication, destinés à répondre aux besoins de la DIR Ouest",accompagnement en communication conception et realisation d outils de communication numeriques de supports d edition et d actions de communication destines a repondre aux besoins de la dir ouest,2015-05-04,publication_date,48.0,False,2019-05-04,2019-11-04,True,2026-07-09,134.17,240000.0,OUVERT,SERVICES,BOAMP:15-68078
BOAMP:15-67480,15-67480,15-67480,NAME:syndicat departemental energie,NAME,Syndicat Départemental d'Energie,syndicat departemental energie,,,,Software & Applications,48000000,48,4800,48000,False,True,Acquisition et maintenance d'un logiciel sig avec des outils spécifiques de gestion de patrimoine pour le S.D.E. à La Roche Sur Yon.,acquisition et maintenance d un logiciel sig avec des outils specifiques de gestion de patrimoine pour le s d e a la roche sur yon,2015-05-04,publication_date,48.0,True,2019-05-04,2019-11-04,True,2026-07-09,134.17,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-67480
BOAMP:15-70236,15-70236,15-70236,SIREN:288500010,SIREN_ENRICHED,SDIS 85,sdis 85,,,288500010,IT Services & Consulting,72600000,72,7260,72600,False,False,prestation de service et de tierce maintenance applicative pour la mise en oeuvre du progiciel prevarisc au sein du sdis de la vendée à La Roche Sur Yon,prestation de service et de tierce maintenance applicative pour la mise en oeuvre du progiciel prevarisc au sein du sdis de la vendee a la roche sur yon,2015-05-06,publication_date,42.0,False,2018-11-06,2019-05-06,True,2026-07-09,134.1,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-70236
BOAMP:15-71156,15-71156,15-71156,SIREN:194909701,SIREN_ENRICHED,Université d'Angers,universite angers,,,194909701,Software & Applications,48730000,48,4873,48730,False,False,pare-feux à Angers,pare feux a angers,2015-10-06,linked_attribution_date,48.0,False,2019-10-06,2020-04-06,True,2026-07-09,129.07,,OUVERT,,BOAMP:15-71156
BOAMP:15-72457,15-72457,15-72457,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,IT Services & Consulting,72500000,72,7250,72500,False,False,mise en place d'une solution de vente en ligne et d'impression de billets pour les concerts de la folle journée de Nantes en région.,mise en place d une solution de vente en ligne et d impression de billets pour les concerts de la folle journee de nantes en region,2015-05-12,publication_date,12.0,False,2016-05-12,2016-11-12,True,2026-07-09,133.9,,OUVERT,SERVICES,BOAMP:15-72457
BOAMP:15-78724,15-78724,15-78724,NAME:e collectivites vendee,NAME,e-Collectivités Vendée,e collectivites vendee,,,,IT Services & Consulting,72500000,72,7250,72500,False,False,fourniture d'une plateforme de gestion de la relation citoyen et prestations associées à La Roche-Sur-Yon,fourniture d une plateforme de gestion de la relation citoyen et prestations associees a la roche sur yon,2015-05-22,publication_date,48.0,True,2019-05-22,2019-11-22,True,2026-07-09,133.57,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-78724
BOAMP:15-78916,15-78916,15-78916,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,IT Services & Consulting,72267000,72,7226,72267,False,False,"maintenance corrective, adaptative, réglementaire et évolutive de l'application elips'pharma développée par le CHU à Nantes",maintenance corrective adaptative reglementaire et evolutive de l application elips pharma developpee par le chu a nantes,2015-05-22,publication_date,48.0,True,2019-05-22,2019-11-22,True,2026-07-09,133.57,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-78916
BOAMP:15-78924,15-78924,15-78924,SIREN:234400034,SIREN_ENRICHED,Conseil régional des Pays de la Loire,conseil regional pays loire,,,234400034,Telecom & Networks,,,,,True,False,"organisation du réseau de la coopération internationale en proposant des formations, des outils de partage et de diffusion des informations, des manifestations ciblées ou grand public à Nantes",organisation du reseau de la cooperation internationale en proposant des formations des outils de partage et de diffusion des informations des manifestations ciblees ou grand public a nantes,2015-05-26,publication_date,12.0,False,2016-05-26,2016-11-26,True,2026-07-09,133.44,,OUVERT,SERVICES,BOAMP:15-78924
BOAMP:15-81386,15-81386,15-81386,NAME:gpm nantes st nazaire,NAME,GPM de Nantes - St Nazaire,gpm nantes st nazaire,,,,Software & Applications,48443000,48,4844,48443,False,False,"mise en oeuvre de la solution Oracle Ebusiness suite R12.2.4, de solutions connexes et acquisition des licences complémentaires au profit du GPM à Nantes",mise en oeuvre de la solution oracle ebusiness suite r12 2 4 de solutions connexes et acquisition des licences complementaires au profit du gpm a nantes,2015-05-28,publication_date,48.0,True,2019-05-28,2019-11-28,True,2026-07-09,133.38,600000.0,DIALOGUE_COMPETITIF,SERVICES,BOAMP:15-81386
BOAMP:15-81231,15-81231,15-81231,NAME:saem vendee,NAME,SAEM Vendée,saem vendee,,,,IT Services & Consulting,72000000,72,7200,72000,False,True,"réalisation, mise en ligne, hébergement et le suivi du site internet www.vendeeglobe.org et de l'application mobile du Vendée Globe 2016 à la Roche Sur Yon",realisation mise en ligne hebergement et le suivi du site internet www vendeeglobe org et de l application mobile du vendee globe 2016 a la roche sur yon,2015-09-28,linked_attribution_date,48.0,True,2019-09-28,2020-03-28,True,2026-07-09,129.34,,OUVERT,SERVICES,BOAMP:15-81231
BOAMP:15-82510,15-82510,15-82510,NAME:cg49,NAME,CG49,cg49,,,,Data & AI,,,,,True,False,fourniture de documents audiovisuels pour le bibliopole à Avrillé,fourniture de documents audiovisuels pour le bibliopole a avrille,2015-06-01,publication_date,48.0,True,2019-06-01,2019-12-01,True,2026-07-09,133.25,,OUVERT,,BOAMP:15-82510
BOAMP:15-82236,15-82236,15-82236,SIREN:214401432,SIREN_ENRICHED,Ville de Rezé,ville reze,,,214401432,Unknown,38720000,38,3872,38720,False,False,fourniture et pose d'horodateurs et de bornes d'arret minute sur le territoire de la ville à Rezé,fourniture et pose d horodateurs et de bornes d arret minute sur le territoire de la ville a reze,2015-06-01,publication_date,48.0,False,2019-06-01,2019-12-01,True,2026-07-09,133.25,1090000.0,OUVERT,,BOAMP:15-82236
BOAMP:15-83632,15-83632,15-83632,SIREN:264400136,SIREN_ENRICHED,CHU de Nantes,chu nantes,,,264400136,IT Services & Consulting,72261000,72,7226,72261,False,False,"prestations de maintenance, de gestion, de requête et d'analyses statistiques sur le dossier médical informatisé e-nadis du corevih des pays de la loire à Nantes",prestations de maintenance de gestion de requete et d analyses statistiques sur le dossier medical informatise e nadis du corevih des pays de la loire a nantes,2015-06-03,publication_date,48.0,True,2019-06-03,2019-12-03,True,2026-07-09,133.18,,PROCEDURE_ADAPTE,SERVICES,BOAMP:15-83632
BOAMP:15-85320,15-85320,15-85320,SIREN:110006012,SIREN_ENRICHED,Ministère des Affaires étrangères,ministere affaires etrangeres,,,110006012,Software & Applications,48000000,48,4800,48000,False,True,Fourniture support Acronis (rectificatif),fourniture support acronis rectificatif,2015-06-04,publication_date,48.0,True,2019-06-04,2019-12-04,True,2026-07-09,133.15,,PROCEDURE_ADAPTE,,BOAMP:15-85320
BOAMP:15-84881,15-84881,15-84881,SIREN:794304097,SIREN_ENRICHED,Nantes Métropole,nantes metropole,,,794304097,Software & Applications,48213000,48,4821,48213,False,False,maintenance et extension de progiciels systèmes pour le compte de Nantes Métropole à Nantes,maintenance et extension de progiciels systemes pour le compte de nantes metropole a nantes,2015-10-14,linked_attribution_date,48.0,False,2019-10-14,2020-04-14,True,2026-07-09,128.81,,OUVERT,SERVICES,BOAMP:15-84881
